순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
2,9788995501443,1403766,꾸뻬 씨의 행복 여행,"12,150원",670원,프랑수아 를로르,오래된미래,"마음의 병을 앓고 있는 사람들을 치료하던 정신과 의사가 행복의 참된 의미를 찾아 여행을 떠난다는 소설이다. 이 소설의 주인공처럼 저자는 정신과 의사이다. 늘 불안한 심리 상태로 살아가는 사람들을 지켜보면서 어떤 심리학적 설명보다 한 편의 이야기가 더 사람의 마음을 움직일 수 있다고 생각했고, 자신의 환자들을 진료하며 얻은 경험과 생각들을 바탕으로 소설을 썼다. 현재 12개국의 언어로 번역되어 현대인의 복잡한 심리의 핵심을 짚어내면서 누구나 공감할 수 있는 이야기로 사람들의 마음을 움직이고 있다....",1,국내도서-소설/시/희곡
3,9788965701200,8130753,김미경의 드림 온 Dream on,"6,750원",370원,김미경,쌤앤파커스,"“꿈은 어쩌다가 우리에게 ‘밀린 숙제’가 되었을까?” 1만 명의 드림워커를 위한 꿈 지원 프로젝트, [드림온]이 당신의 꿈을 응원한다! MBC ‘희망특강 파랑새’와 tvN ‘스타특강쇼’ 등에서 국민 강사의 저력을 유감없이 보여준 김미경 원장은 지난 3년간 ‘꿈’에 대해 집중적으로 연구했다. 수백 명의 사람들을 만나 인터뷰하고, 유명 CEO들과 각계각층의 ‘생각을 파는 사람들’, 패션, 광고, PR, 디자인, IT, 엔터테인먼트 등 다양한 분야에서 일가를 이룬 젊은 대가들을 만나 분석했다. 거기서 발견한 공통점이 있다. 그들은 결핍+실행력+역량+가치관이라는 4가지 재료를 활용해 꿈을 만들었다는 것이다. 그리고 무명시절, 테크닉을 연마하는 15년의 법칙, 돈이라는 스승, 부모 울리기, 꿈의 지분 등 7가지 법칙으로 꿈을 키워나갔다는 것이다. 김미경 원장은 그들을 ‘드림워커’라 부른다.",1,국내도서-자기계발
4,9788901150598,7950702,습관의 힘,"14,400원",800원,찰스 두히그/강주헌,갤리온,"하버드 MBA 출신 뉴욕타임스 심층보도 전문 기자가 자신의 나쁜 습관을 고치기 위해 발로 뛰어 밝혀 낸 스마트한 습관 사용법. 습관은 변화하면 좋고 안 해도 상관없는 것이 아니라 성공과 실패, 삶과 죽음의 열쇠를 쥐고 있는 요소라는 것, 그리고 습관을 원하는 대로 바꾸는 게 생각보다 훨씬 쉽다는 것을 알려준다.",1,국내도서-자기계발
5,9788972756194,8157957,나미야 잡화점의 기적,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"지난 10년간 한국에서 가장 많이 팔린 소설이자 히가시노 게이고의 대표작. 30여 년째 비어 있는 폐가, ‘나미야 잡화점’에 숨어든 삼인조 좀도둑이 뜻밖에도 과거로부터 도착한 고민 상담 편지에 답장을 하면서 겪게 되는 기묘한 하룻밤의 이야기를 그린다. 작가는 시공간을 넘나드는 편지라는 설정을 단순한 판타지가 아닌 추리적인 향기와 깊이가 담긴 소재로 승화시킨다.",1,국내도서-소설/시/희곡
6,9788965701255,8262373,"나는 다만, 조금 느릴 뿐이다","12,600원",700원,강세형,쌤앤파커스,"30만 독자를 사로잡은 『나는 아직, 어른이 되려면 멀었다』 강세형 작가의 두 번째 내면 탐색! ‘김동률의 뮤직아일랜드’, ‘테이의 뮤직아일랜드’, ‘이적의 텐텐클럽’, ‘스윗소로우의 텐텐클럽’ 등 마니아 청취자를 보유한 라디오 프로그램의 메인작가로 활동했던 강세형 작가의 두 번째 책이 출간되었다. 탁월한 공감 능력을 지닌 그녀의 글은 라디오 작가 활동 당시에도 많은 사랑을 받았고, 그녀의 글을 책으로 소장하고 싶다는 청취자들의 염원을 바탕으로 출간한 첫 번째 책 『나는 아직, 어른이 되려면 멀었다』는 무명작가의 에세이로는 놀라운 반응인 30만 부가 판매되며, 에세이 분야 스테디셀러 도서로 자리매김했다. “내 이야기인 줄 알았어요.”라는 독자들의 서평으로 가득할 만큼 ‘공감의 작가’로 불리는 강세형 작가.",3,국내도서-에세이
7,9788950940768,7860663,언니의 독설,"14,400원",800원,김미경,21세기북스,"""강한 언니 김미경이 독한 애정으로 서른을 코칭한다 “이곳저곳 기웃거리다 ‘직업 객사’ 하고 싶니? 멈추거나 포기하지 말고 더 버텨!” “남자는 주식, 헐값에 사서 금값으로 키워라!” 지난 20여 년간 200만 명의 청중을 만나면서 국민 강사로 자리 잡은 김미경 원장은 29세 때 여성 리더십 강의를 시작해 20여 년 가까이 여성을 리더로 키워온 대표적인 여성 멘토다. 김미경 원장은 이 책을 통해 그동안 현장에서 만난 수많은 워킹우먼들의 고민에 명쾌한 해답을 제시한다. 여성의 30대는 커리어의 갈림길에 서는 중대한 시기다. 직장생활 7~8년 차에 들어선 미혼 여성들은 매너리즘과 막연한 불안감으로 제2의 방황을 시작한다. 30대 중반 정도 되면 안정적인 커리어, 집, 남자 등이 모두 갖춰져야 한다는 압박감을 느끼지만 현실과의 좁혀지지 않는 간극 때문에 힘겨워진다. 결국 이들의 상당수가 도피성 어학연수나 계획에도 없던 대학원을 선택한다.",3,국내도서-자기계발
8,9788995932582,3087151,적을 만들지 않는 대화법,"10,800원",600원,샘 혼/이상원,갈매나무,샘 혼은 “16년 전에 쓴 책 《적을 만들지 않는 대화법Tongue Fu!》이 한국에서 베스트셀러에 올랐다기에 놀랐다”면서 “한국처럼 빠르게 발전하는 사회일수록 ‘텅후Tongue Fu’로 방어해야 할 일이 많기 때문이 아니겠나”라고 말했다. “사회가 빠르게 발전할수록 대인 관계 스트레스는 커지게 마련입니다. 한국은 특히 인터넷이 매우 발달했고 거의 모든 사람이 스마트폰을 쓰잖아요. 그것은 곧 더 많은 사람과 더 많은 커뮤니케이션을 하는 사회라는 뜻이죠. 자연히 사람과 소통하며 스트레스 또한 늘어날 수밖에 없어요. 옛날 같으면 그냥 고개를 돌려버리면 그만이었을 문제가 이제는 컴퓨터를 켜거나 스마트폰만 열어도 재발하고 있는 것이죠.” -조선일보 Weekly BIZ 샘 혼 인터뷰 중에서 커뮤니케이션 분야의 스테디셀러 《적을 만들지 않는 대화법》이 2015년 좀 더 새로운 모습으로 독자를 찾아왔다.,4,국내도서-자기계발
9,9788901153834,8287719,"문명의 배꼽, 그리스","18,000원","1,000원",박경철,리더스북,인간이 쌓아 올린 문명의 모든 것! 우리가 인식하건 못하건 공간은 중요하다. 구체적인 삶의 자취가 어느 것 하나 빠지지 않고 고스란히 묻어 있기 때문이다. 하지만 그 중요성에 비해 공간은 지금까지 덜 주목받았던 게 사실이다. 하여 지금 우리가 서 있는 공간을 제대로 이해하기란 만만한 일이 아니다. 하물며 수천 년의 역사를 거슬러 문명의 격랑이 파도쳤던 그리스의 경우라면 더더욱 쉽지 않은 일이 아니겠는가. 사정이 이러한데도 연대기의 틀을 고수한다면 왕조나 지배 계급을 중심으로 한 주류의 이야기에 머물기 십상이다. 뿐만 아니라 역사에 명멸했던 그 모든 문명이 그들 주류의 몫이라 잘못 전해질 수도 있다. 하지만 문명이란 지배 계급만이 아니라 허리 휘도록 무거운 돌덩이를 등짐지어 나르며 그 위대한 문명의 탑을 쌓아 올린 이름 모를 민초를 빼놓고서는 온전히 이해할 수 없을 터. 문명의 정통성이 바로 민초들에게 있기 때문이다. 저자는 그 공간 여행의 출발지를 펠로폰네소스로 정했다.,1,국내도서-인문
10,9788984371026,3906597,빅 픽처,"10,800원",600원,더글라스 케네디/조동섭,밝은세상,"진정 '나'를 위한 삶을 살고 싶었던 한 남자 이야기 영미작가이지만 프랑스를 비롯한 유럽에서 폭발적인 인기를 누리며 프랑스문화원으로부터 기사 작위까지 받은 작가 더글라스 케네디의 대표작. 눈을 뗄 수 없는 탄탄한 스토리, 긴장감 넘치는 전개가 돋보이는 이 작품은 진정 '나'를 위한 삶을 살고 싶었던 한 남자 이야기다. 벤과 갈수록 사이가 멀어지던 베스는 이웃집에 사는 사진가 게리와 혼외정사에 탐닉하고, 벤은 우연히 베스가 이웃집 남자 게리의 집에서 불륜행각을 벌이고 나오는 장면을 목격한다.",1,국내도서-소설/시/희곡
