순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788954606417,3021432,개밥바라기별,"9,000원",500원,황석영,문학동네,"탁월한 성장소설: 거장 황석영의 비밀창고를 열다 수많은 네티즌들의 뜨거운 호응, 누적 방문자 수 180만! 우리 문학계의 거장, 황석영이 드디어 그 자신의 소년시절을 소설로 썼다. 공사판과 오징어잡이배, 빵공장을 떠돌다 입산하여 행자생활을 하고, 다시 또 베트남전에 차출되었던, 아픈 방랑의 시간들이 그대로 소설이 되었다. 세상과 온몸으로 부딪혀온 그의 청춘이 고스란히 담겨 있기에, 어느 때보다 더 아프고 진한 감동이 배어나는 소설이다.",2,국내도서-소설/시/희곡
2,9788901083353,3005081,English Restart Basic,"8,100원",450원,I.A.Richards/Christine Gibson,뉴런(NEWRUN),"1945년 출간된 뒤 40개국 이상에서 출판된 베스트셀러. 문법, 단어, 발음을 몰라도 말하기, 듣기, 읽기를 한 번에 해결할 수 있으며, 한글 해석은 하나도 없고 오로지 영어 문장과 그림만 있지만 자신도 모르게 책장을 넘기게 되도록 만들어졌다.",3,국내도서-국어 외국어 사전
3,9788901083360,3005086,English Restart Advanced 1,"9,000원",500원,I.A.Richards/Christine Gibson,뉴런(NEWRUN),"1945년 출간된 뒤 40개국 이상에서 출판된 베스트셀러로, 서문에서는 '성경 다음으로 가장 많이 팔린 책'이라 소개하고 있다. 문법, 단어, 발음을 몰라도 말하기, 듣기, 읽기를 한 번에 해결할 수 있으며, 한글 해석은 하나도 없고 오로지 영어 문장과 그림만 있지만 자신도 모르게 영어와 그림을 보며 책장을 넘기게 되도록 만들어졌다. 마치 단어를 모르더라도 손짓과 발짓으로 많은 것을 표현할 수 있듯이, 영어의 뜻을 아주 심플한 그림으로 표현하여 굳이 해석을 거치지 않아도 이해할 수 있도록 하였다.",3,국내도서-국어 외국어 사전
4,9788992647335,3045715,가슴 뛰는 삶,"11,700원",650원,강헌구,쌤앤파커스,"많은 이들이 성공을 꿈꾸지만, 실제 그곳에 도달하는 이는 그리 많지 않다. 저자는 꿈을 이루고 진정한 성취와 행복에 이르기 위해서 통찰-작심-돌파-질주의 네 단계를 거쳐야 한다고 제안하며, 각 과정마다 생각하고 실행할 일들을 상세히 제시한다. 지금 당신의 꿈에 체크인하고 운명을 바꿔라!",1,국내도서-자기계발
5,9788990255990,1803901,나는 침뜸으로 승부한다,"15,000원",450원,김남수,정통침뜸연구소,"침과 뜸을 이용해 병 낫는 재미로 일평생 살아온 구당 김남수 선생의 주옥같은 임상경험담을 생생하게 기록한 책이다. 무극보양뜸이라는 시술을 개발한 이 책의 저자가 올림픽 출전선수였던 박태환 선수의 티눈을 뜸으로 치료한 기사가 최근 여러 일간지에 실리고, KBS 특집 방송이 방영 되면서 침뜸의 가치와 맥잇기의 중요성이 더욱 부각되고 있다. 지금 세계는 동서양 의학을 종합하여 의료 체계를 갖추는 대안 의학이 각광을 받는 시대로 접어들었다.",5,국내도서-건강 취미
6,9788973379507,2867778,하악하악,"13,050원",720원,이외수/정태련,해냄,"포기하지 말라 절망의 이빨에 심장을 물어 뜯겨본 자만이 희망을 사냥할 자격이 있다 ‘영혼의 연금술사’ 이외수와 ‘생명의 전령사’ 정태련이 자연과 생명의 소중함, 꿈꾸는 삶의 가치를 담아 탄생시킨 세밀화 에세이 2탄! 지난해 이외수의 소통법『여자도 여자를 모른다』에 대한 독자들의 열화와 같은 호응에 힘입어 다시 한 번 세상에 감동 파종을 시도한다.",1,국내도서-에세이
7,9788992825238,2913213,무지개 원리,"9,000원",500원,차동엽,위즈앤비즈,"한국 실정에 잘 맞는 자기계발서로, 행복과 성공의 가장 빠른 길을 제시했다는 호평을 받은 『무지개 원리』가 '스마트 버전'으로 새롭게 출간되었다. 『무지개 원리』의 내용을 줄이고, 크기와 무게는 가볍게 하여 바쁜 직장인이나 학생들도 시간과 장소에 구애받지 않고 읽을 수 있게 만들었다. 전체적인 사이즈는 줄었지만 『무지개 원리』의 핵심적인 내용은 그대로 담았으며, 독자들의 지성 계발과 감성 계발, 의지계발을 위해 각 장마다 실천의 팁을 제시하고 예화와 삽화를 보강하였다.",3,국내도서-자기계발
8,9788901083377,3005088,English Restart Advanced 2,"9,000원",500원,I.A.Richards/Christine Gibson,뉴런(NEWRUN),"1945년 출간된 뒤 40개국 이상에서 출판된 베스트셀러로, 서문에서는 '성경 다음으로 가장 많이 팔린 책'이라 소개하고 있다. 문법, 단어, 발음을 몰라도 말하기, 듣기, 읽기를 한 번에 해결할 수 있으며, 한글 해석은 하나도 없고 오로지 영어 문장과 그림만 있지만 자신도 모르게 영어와 그림을 보며 책장을 넘기게 되도록 만들어졌다. 마치 단어를 모르더라도 손짓과 발짓으로 많은 것을 표현할 수 있듯이, 영어의 뜻을 아주 심플한 그림으로 표현하여 굳이 해석을 거치지 않아도 이해할 수 있도록 하였다.",3,국내도서-국어 외국어 사전
9,9788960510197,2711149,나쁜 사마리아인들,"12,600원",700원,장하준/이순희,부키,"『사다리 걷어차기』 『쾌도난마 한국경제』의 저자 장하준 교수가 쓴 일반인을 위한 교양경제서. 자유 무역이 진정 개발도상국에게도 도움이 되는지, 경제를 개방하면 외국인 투자가 정말 늘어나는지, 공기업 문제가 과연 민영화로 해결 가능한지, 지적재산권이 실제 기술 혁신을 촉진하는지, 민주주의와 경제 발전은 어떤 특별한 상관관계가 있는지, 경제 발전에 적합한 문화나 민족성이 있는지 등 우리 시대의 현안들에 대해 우리에게 널리 알려진 책이나 영화 등을 소재로 유쾌하면서도 신랄하게 답해주고 있다....",1,국내도서-경제 경영
10,9788984370753,2133113,구해줘,"9,900원",550원,기욤 뮈소/윤미연,밝은세상,85주 연속 프랑스 아마존 베스트셀러 출간 시부터 프랑스 아마존 베스트셀러 자리를 지켜온 기욤 뮈소의 대표작. 상처와 절망 끝에 사랑에 빠진 두 남녀. 그러나 가까스로 사고를 피한 연인의 죽음을 예고하는 여형사가 등장하는데... 러브 스토리와 미스터리가 정교하게 짜여진 프랑스 최고 화제작. 브로드웨이 무대에 서겠다는 꿈을 품은 채 뉴욕에 온 젊은 프랑스 여자 줄리에트와 아내의 갑작스러운 자살로 인생의 모든 꿈이 산산조각 난 의사 샘이 어느 날 운명처럼 만나 불꽃같은 사랑에 빠져들면서 이 소설은 시작된다.,1,국내도서-소설/시/희곡
11,9788974254896,2547786,꿈꾸는 다락방,"12,150원",670원,이지성,국일미디어,세상에는 일평생 허리가 휘도록 일하고도 자기 집 한 채 장만하지 못하는 사람들이 있는가 하면 놀 것 다 놀면서도 어마어마한 재산을 마련하고 엄청난 유명세를 타는 사람들이 존재한다. 노력이 성공의 비결이라는 것이 이론적으로도 말이 안 되는 것은 ‘세상에는 당신과 같은 나이이지만 당신보다 열 배 스무 배 성공한 사람들이 존재한다.’는 사실만 보더라도 알 수 있다. 만일 노력이 성공의 비결이라면 그들은 당신보다 열 배 스무 배 더 많이 노력한 사람들이어야만 한다.,3,국내도서-자기계발
12,9788954605908,2960561,[예스리커버] 로드,"11,700원",650원,코맥 매카시/정영목,문학동네,"320 페이지의 절망, 그리고 단 한 줄의 가장 아름다운 희망. 코맥 매카시의 『로드』. 2007 퓰리처상 수상, 아마존과 뉴욕타임스 베스트 1위, 오프라 윈프리 북클럽 선정 등 세계적인 화제의 책이다.",1,국내도서-소설/시/희곡
13,9788996047636,2875607,네가 어떤 삶을 살든 나는 너를 응원할 것이다,"12,960원",720원,공지영,오픈하우스,"『즐거운 나의 집』의 주인공 위녕과 그녀의 엄마를 다시 만난다. 이번에는 소설 속 등장인물이 아닌 진짜 가족의 모습으로. 공지영 작가가 하나뿐인 딸에게 보내는 편지. 아니, 험난한 세월을 살아가는 이 땅의 모든 아들, 딸들에게 보내는 응원의 메시지를 담은 책이다.",3,국내도서-에세이
14,9788901088464,3070526,시골의사의 주식투자란 무엇인가 1,"18,000원","1,000원",박경철,리더스북,"글로벌 경제위기 시대, '투자자들의 멘토'로 불리우는 시골의사 박경철이 입을 열었다. 저자는 주식시장이나 경제현상의 표면에 감춰진 정치·사회·경제적 요인과 역사를 고찰하며 시장에 대한 오해와 거짓을 고발한다. 그는 투자자들에게 시장에 맞서기 보단 시장의 흐름에 몸을 맡길 것을 제안한다.",1,국내도서-경제 경영
15,9788952206503,2599166,The Secret 시크릿,"12,420원",690원,론다 번/김우열,살림Biz,"인생을 성공으로 이끄는 ‘위대한 비밀’의 단편들은 오래 전부터 구전과 문학과 종교와 철학에서 발견되었다. 이제 최초로 ‘비밀’의 모든 조각이 하나로 묶여 세계에 소개되었다. 이 책에서 독자는 돈, 건강, 인간관계, 행복 등 삶의 모든 면에서 ‘비밀’을 활용하는 법을 배울 것이다. 내면에 잠재되어 숨겨진 힘을 이해하기 시작할 터이고, 그리하여 모든 측면에서 기쁨을 발견하게 되리라. 『영혼을 위한 닭고기 수프』의 잭 캔필드, 『화성에서 온 남자 금성에서 온 여자』의 존 그레이 등 24명의 대가들이 비밀을 활용해 건강과...",1,국내도서-자기계발
16,9788960861268,3054397,꼴 (2),"8,820원",490원,신기원/허영만,위즈덤하우스,"2008년 6월, 출간과 함께 독자들의 뜨거운 반응을 불러일으켰던 허영만 화백의 관상 만화 『꼴』의 두 번째 책이다. 『꼴』시리즈는 진지한 사회 참여적 성격과 대중성을 두루 갖춘 굵직굵직한 작품들을 통해 만화에 대한 인식을 새롭게 일궈낸 이 시대 대표 작가 허영만 화백이 만화 인생 30여 년 동안 천착했던 ‘사람의 얼굴’, ‘사람의 이야기’를 담고 있다. 인간의 운명은 고대부터 현재까지 사람들의 끊임없는 관심의 대상이었다. 특히 관상은 학문으로서의 가치 또한 매우 높아 오랫동안 많은 사람들로부터 사랑을 받고 있다.",1,국내도서-건강 취미
17,9788950914882,3005744,설득의 심리학 2,"10,800원",600원,로버트 치알디니/노아 골드스타인/스티브 마틴,21세기북스,"100만 독자를 사로잡았던『설득의 심리학』에서 사람의 마음을 사로잡는 6가지 불변의 법칙을 제시하여 마케팅 영역에 새로운 통찰을 선사했던 로버트 치알디니가 그 두 번째 이야기로 돌아왔다. 이 책은 최신 심리학 실험 결과를 토대로 비즈니스 현장에서 일상생활에 이르기까지, 모든 이들에게 실제로 도움이 되는 '과학적으로 입증된 설득의 기술' 50가지를 제시한다. 저자는 심리학의 법칙, 심리학의 영역에 놓여 있던 설득의 영향력을 과학의 영역으로 끌어내 연구자들의 통계와 수치로 그 효능을 알려준다.",3,국내도서-자기계발
18,9788975607707,3056446,세상 모든 왕비를 위한 재테크,"13,780원",720원,권선영,길벗,"결혼 10년만에 10억을 만들었던 '왕비' 권선영이 돌아왔다. 그동안 그녀의 자산은 50억으로 늘어났고, 재테크 아마추어였던 그녀는 프로 투자가로 성장했다.『세상 모든 왕비를 위한 재테크』는 지난 13년 간 그녀가 걸어온 재테크 과정을 1년 단위로 전개하여 설명하고 있다. 왕비의 투자방식은 역발상 투자와 발품 투자로 요약된다. 왕비는 역발상 투자를 감행했고, 이를 발판 삼아 상가, 아파트, 토지까지 투자분야를 넓힌다. 또한 왕비는 열심히 공부한 끝에 자기만의 투자방식을 찾아 13년 후, 큰 결실을 거두었다.",3,국내도서-경제 경영
19,9788960861138,2970494,꼴 (1),"8,820원",490원,신기원/허영만,위즈덤하우스,인간의 운명을 읽을 수 있다는 관상! 관상은 학문으로서의 가치 또한 높아 오랫동안 많은 사람들로부터 사랑을 받고 있다. 이 시대 대표 작가 허영만 화백이 만화 인생 30여 년 동안 천착했던 '사람의 얼굴’이야기를 풀어 놓는다.,1,국내도서-건강 취미
20,9788957973523,3049235,아침 바나나 다이어트,"8,100원",450원,하마치/와타나베 스미코,넥서스,유산소 운동이나 식사량 조절 등 각종 다이어트에 도전해 봤지만 결국 요요현상을 경험했던 저자가 약사이자 예방의학을 전공한 아내가 제안한 '아침 바나나 다이어트'를 통해 6개월 만에 13kg를 감량할 수 있었던 체험을 바탕으로 소개한다. 아침을 거르지 않고 물과 바나나를 먹는 것이 전부인 '아침 바나나 다이어트'는 시간과 돈이 많이 들지 않아 스트레스 없이 할 수 있는 획기적인 다이어트 방법이다.,3,국내도서-건강 취미
21,9788990794529,2299464,사랑해 사랑해 사랑해,"9,970원",100원,신형건/버나뎃 로제티 슈스탁/캐롤라인 제인 처치,보물창고,"기억나니? 네가 아기였을 적에 엄마 품에서 셀 수도 없을 만큼 듣고 또 들은 그 말. '사랑해 사랑해 사랑해...' 귀엽고 예쁜 우리 아가를 무릎에 앉혀 놓고 얼마나 사랑하는지 표현해 주세요! 숨을 쉬고, 밥을 먹고, 배설을 하는 것처럼 ‘책읽기’는 당연하게 여겨져야 하는 것 중의 하나입니다. 아기이기 때문에 어른들보다 작은 숨을 쉬고, 적게 먹을지는 모르지만 아기에게도 이 모든 것은 절대적으로 필요합니다.",1,국내도서-유아
22,9788990700162,1953972,[2006년판] 해커스 토익 READING,"17,860원",190원,데이비드 조,해커스어학연구소,"해커스 토익 READING 교재. 문법, 독해, 어휘에서 실전까지 최신 실전문제를 최다 수록하였고, New TOEIC 완벽 분석과 전략을 제시하였다. 기본서와 실전문제집을 합쳐놓은 교재로, 토익 핵심 문법을 체계적으로 정리할 수 있으며, 최신 토익 빈출 어휘, 독해 빈출 구문 등에 대해 집중적으로 공부할 수 있다. 30일 완성 단어 암기장, 단원별 연습문제, 상세한 해설과 해석이 수록되어 있다....",3,국내도서-국어 외국어 사전
23,9788901078588,2837275,서른살이 심리학에게 묻다,"10,800원",600원,김혜남,갤리온,"『서른 살이 심리학에게 묻다』는 심리학이 서른 살의 삶과 일, 사랑, 인간관계에 대해 들려주고 싶은 이야기들을 담고 있는 책이다. 저자는 ‘내 인생, 도대체 뭐가 문제인 걸까? 진정 내가 원하는 것은 무엇일까? 내게도 다시 사랑이 올까?’ 등을 고민하며 방황하는 서른 살을 위해 35개의 테마로 나누어 삶이 외롭고 우울한 진짜 이유들을 분석한다. 그리고 왜 서른 살은 마음먹은 만큼 성공할 수 있는지, 왜 더 뜨겁고 간절하게 사랑할 수 있는지, 왜 마음껏 행복해질 수 있는지를 밝히고 있다.",1,국내도서-인문
