순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788946417489,3385113,살아온 기적 살아갈 기적,"9,900원",550원,장영희/정일,샘터,"당신이 지금 힘겹게 살고 있는 하루하루가 바로 내일을 살아갈 기적이 된다! 얼마 전 세상을 떠난 장영희 교수의 유고 산문집. 암투병 중에 완성한 원고이지만, 밝고 따뜻하고 활기에 넘치는 그녀의 평소 모습이 그대로 녹아 있다. 당신이 지금 힘겹게 살고 있는 하루하루가 바로 내일을 살아갈 기적이 된다는 희망. 그녀가 생의 마지막까지 말하려 한 것은, 바로 희망의 힘이다. 『내 생애 단 한번』 출간 이후, 지난 9년 동안 장영희 교수에게는 많은 일들이 있었다.",3,국내도서-에세이
2,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
3,9788961888110,3302695,공부하는 독종이 살아남는다,"11,700원",650원,이시형,중앙북스(books),"대한민국을 대표하는 정신과 전문의 이시형 박사가 뇌과학적 근거를 통해 불황을 극복하는 창조적 인재로 거듭날 수 있는 공부법을 말하고 있는 책이다. 이 책은 ‘모든 것이 흔들리는 불확실하고 불안한 시대, 무엇을 할 것인가?’란 물음에 대한 답을 제시하고 있다. 저자는 지금 사회가 필요로 하는 인재는 문제의 핵심을 꿰뚫어 보고 해결책을 찾아내는 사람이라고 말하면서 오직 끝없이 배우는 사람만이 새로운 세상에서 살아남을 수 있으며 이를 위해‘배우는 법’에 대한 현실적이고 명쾌한 답을 제시하고 있다.",2,국내도서-자기계발
4,9788932908700,3310381,신 4,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다. 베르베르는 『신』이 '이 우주의 어딘가에 지구의 역사를 처음부터 죽 지켜본 증인들이 숨어 있다고 상상하는 ...",3,국내도서-소설/시/희곡
5,9788987175195,274798,"여보, 나좀 도와줘","7,650원",420원,노무현,새터,"故노무현 대통령의 고백 에세이. 생전에 털어놓은 사적인 이야기로, 1994년 발간되었으며 2002년 대선후보 당시 개정판으로 다시 출간되었다. 그는 이 책을 통해서 그 동안 간직해 왔던 생각들을 마치 수다처럼 술술 풀어내고 있다. '사람사는 세상'에 대한 이상을 품고 여의도에 입성하였으나 쉽지많은 않았던 의정 생활을 돌아보고, 김영삼·김대중 두 정치인과 있었던 일들도 들려준다. 그가 담담하게 털어놓는 이 이야기들 속에서 우리는 원칙을 가지고 걷고자 하는 노력을 느낄 수 있다.",3,국내도서-에세이
6,9788901093154,3361501,넛지,"13,950원",770원,리처드 H. 탈러/캐스 R. 선스타인/안진환/최정규,리더스북,"어떠한 금지나 인센티브 없이도, 인간 행동에 대한 적절한 이해를 바탕으로 원하는 결과를 얻어내는 힘이자 똑똑한 선택을 유도하는 부드러운 힘, 넛지(nudge)에 관한 이야기를 전하고 있는 책이다. 이 책은 선택 설계자가 사람들에게 어떤 선택을 금지하거나 그들의 경제적 인센티브를 훼손하지 않고도, 예상 가능한 방향으로 그들의 행동을 변화시키는 넛지라는 개념을 살펴보고 이와 관련된 구체적 사례를 제시하고 있다.",3,국내도서-경제 경영
7,9788932908694,3310370,신 3,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다.",3,국내도서-소설/시/희곡
8,9788993285550,3241614,4개의 통장,"9,900원",550원,고경호,다산북스,통장 4개를 이용해 돈의 용도를 구분하여 자동으로 돈이 쌓이고 불어나게 하는 통장 관리의 기술을 소개하고 있는 책이다. 이 책은 소중하게 번 돈을 모으고 묶고 굴리며 진짜 부자의 길을 걷게 하는 비법을 제시하고 있다.,1,국내도서-경제 경영
9,9788957090343,1437751,더 리더,"9,720원",540원,베른하르트 슐링크/김재혁,이레,"케이트 윈슬렛 주연, 스티븐 달드리 감독 영화 《더 리더-책 읽어주는 남자》의 원작 소설. 독일어권 소설 최초로 뉴욕 타임스 베스트셀러 1위를 기록하며 미국에서만 1백만 부 넘게 판매된 《더 리더-책 읽어주는 남자》의 한국어판이 영화 개봉을 기념하여 새롭게 출간되었다. 1999년 2월 《오프라 윈프리 쇼》의 ‘북클럽’ 코너에 소개되면서 미국 내에서만 1백만 부가 넘게 판매된 책이다. 당시 뉴욕타임스에서는 “감동과 시대적 의미를 모두 갖추고 있으면서 궁극적으로는 희망을 가득 담고 있는 소설.",3,국내도서-소설/시/희곡
10,9788946417700,157667,내 생애 단 한번,"9,000원",500원,장영희,샘터,"故 장영희 교수가 보여준 문학과 삶에 대한 의지, 희망 혹독한 병마와 싸워오면서도 세상 사람들에게 희망과 긍정적인 삶을 보여주었던 이름 장영희. 이 책은 그녀가 우리말로 쓴 첫 수필집이자 「샘터」에 연재되어 수많은 독자들에게 호평받은 바 있는 글과 새로운 원고를 모아 묶은 것이다. 이 책의 주요 테마는 '생명의 소중함' '희망' '신뢰'의 메시지로, 삶의 곳곳에서 마주치는 편린들을 통해 우리가 결코 잊어서는 안될 삶의 중요한 가치들을 감동적으로 엮어내고 있다.",1,국내도서-에세이
