순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788960865570,10992584,미생 - 아직 살아있지 못한 자 (총9권) 완간 박스세트,"89,100원","4,950원",윤태호,위즈덤하우스,"대한민국 직장인들을 ‘미생 신드롬’에 빠뜨린 『미생 - 아직 살아 있지 못한 자』 완간 세트. 바둑만 알던 청년 장그래가 무역회사에 입사하면서 벌어지는 일들을 사실적으로 그려내어, 신입사원부터 사장까지 모두의 공감을 자아낸 샐러리맨 만화의 역작이다. 취업준비생과 신입사원에게는 직장생활을 어떻게 해야 하는지 알려주고, 매너리즘에 빠져 관성적으로 하루하루를 보냈던 대리, 과장에게는 자신의 일에 대한 긍지를 안겨주었으며, 미래를 꿈꾸기보다 과거를 돌아보는 일이 많아졌던 차장, 부장의 가슴을 새롭게 뛰게 해주었다.",3,국내도서-만화/라이트노벨
2,9788972756194,8157957,나미야 잡화점의 기적,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"지난 10년간 한국에서 가장 많이 팔린 소설이자 히가시노 게이고의 대표작. 30여 년째 비어 있는 폐가, ‘나미야 잡화점’에 숨어든 삼인조 좀도둑이 뜻밖에도 과거로부터 도착한 고민 상담 편지에 답장을 하면서 겪게 되는 기묘한 하룻밤의 이야기를 그린다. 작가는 시공간을 넘나드는 편지라는 설정을 단순한 판타지가 아닌 추리적인 향기와 깊이가 담긴 소재로 승화시킨다.",1,국내도서-소설/시/희곡
3,9788991984998,5702812,칼 비테의 자녀교육 불변의 법칙,"3,960원",220원,베스트트랜스,미르에듀(MIREDU),평범한 내 아이도 영재로 키울 수 있을까? ‘아이는 부모하기 나름’이라는데 어떻게 지도하면 될까? 지금 당장 칼 비테식 자녀교육을 시작하라. 내 아이도 영재가 될 수 있다. 독일에서뿐만 아니라 전 유럽이 주목했던 천재 학자 Jr. 칼 비테를 키운 아버지 칼 비테가 양육의 해법을 제시한 자녀교육서. 그가 주목 받은 이후부터 아버지 칼 비테의 교육 사상은 전 세계적으로 인정받기에 이른다. 선천적으로 타고난 재능보다 중요한 것은 후천적으로 개발되는 잠재력.,3,국내도서-가정 살림
4,9788993335347,4824437,심리학의 즐거움,"31,500원","1,750원",김문성,휘닉스Dream,"세상을 이기는 가장 확실한 지식을 만난다 세상의 모든 인간관계는 상대의 마음을 읽고 마음을 얻는 것이다. 『심리학의 즐거움 1,2,3』 시리즈를 합본하여 개정 증보한 이 책은, 사회생활을 하면서 인생을 살아가는 데 가장 유익하고 가장 궁금하기도 한 마음의 매커니즘과 마음을 읽고, 마음을 사로잡는 기술을 흥미진진하게 정리하였다. 따라서 이 책은 어렵게만 느껴지던 심리학을 누구라도 쉽게 이해하고 재미있게 읽을 수 있도록 전문용어를 순화시킨 대중심리학의 교과서라 할 수 있다.",3,국내도서-인문
5,9791196045500,5982086,어떻게 원하는 것을 얻는가 밀리언 특별판,"14,400원",800원,스튜어트 다이아몬드/김태훈,8.0(에이트 포인트),"수없이 많은 찬사와 사례로 검증된 전설적 강의록, 20년 연속 와튼스쿨 최고 인기강의 선정 기념! 밀리언 특별판 출간! 2011년 11월 말 국내 출간되어 전국 서점가에 ‘협상’ 바람을 불러일으키고 이듬해인 2012년 ‘올해의 책’으로 선정된 뒤 지금까지도 스테디셀러로 무수한 독자들을 만나온 책, 연간 5만 달러가 넘는 MBA 학비를 내고도 쉽게 들을 수 없는 수업을 단 한 권으로 정리해 놀라움을 산 책, 매년 그 기록을 갱신하며 ‘20년 연속 와튼스쿨 최고 인기강의’라는 명예의 전당에 선 책! 『어떻게 원하는 것을 얻는가』를 꼭 6년 만에 밀리언 특별판으로 다시 선보입니다.",1,국내도서-자기계발
6,9791185502076,14155992,비밀의 정원 Secret Garden,"10,800원",600원,조해너 배스포드,클,"아날로그적인 재미와 일상과 거리 두기로 전 세계에 열풍을 일으켰던 스테디셀러 컬러링북! 『비밀의 정원』 한국어판 출간 5주년 기념 특별 리커버 에디션 출간! 컬러링북이라는 말이 생소하던 2014년에 등장한 『비밀의 정원』은 전 세계 1300만, 우리나라 155만 독자가 선택할 만큼 놀라운 기세로 컬러링북 열풍을 불러일으켰다. 이 책은 컬러링북의 대명사이자, 새로운 취미를 탄생하게 한 책으로, 2014년 올해의 책으로 선정되었으며, 출간 이후 지금까지 전 연령을 아우르며 이제는 취미와 예술 분야의 스테디셀러로 자리하고 있다. 이 책 『비밀의 정원』이 한국어판 출간 5주년을 맞아, 특별 리커버 에디션을 선보인다. 전 세계 어디에서도 찾아볼 수 없는 아름다운 디자인의 표지에는 오직 우리나라 독자만을 위한 작가의 감사 인사와 친필 사인이 인쇄되었다. 본문은 초판과 같다.",1,국내도서-건강 취미
7,9788915080515,5902811,루브르 박물관보다 재미있는 세계 100대 명화,"10,800원",600원,박현철,삼성출판사,"명화, 예술적 감성과 폭 넓은 관점의 지성을 키우는 밑거름입니다. 명화는 잘 그려진, 많은 사람들에게 사랑을 받는 그림을 말합니다. 전 세계의 수많은 화가들이 자신의 느낌, 생각, 이야기를 그림으로 표현하며 많은 이들에게 감동을 주지요. 레오나르도 다빈치부터 피카소까지 시대와 나라를 넘나들며 사람들에게 사랑을 받은 70여명의 화가와 100점의 작품을 선정하여 우리 어린이들의 상상력을 키워주고 더 넓은 세상을 바라볼 수 있도록 구상하였습니다.",3,국내도서-어린이
8,9788954610971,3849110,어두운 상점들의 거리,"9,000원",500원,파트릭 모디아노/김화영,문학동네,"잃어버린 시간을 찾아 어두운 기억의 거리를 헤매는 한 남자의 쓸쓸하면서도 아름다운 여정 프랑스 최고 권위의 문학상인 공쿠르상을 수상작이자 프랑스 현대문학의 거장 파트릭 모디아노의 대표작이다. 기억상실증에 걸린 한 퇴역 탐정이 자신의 과거를 추적하는 여정을 그린 소설로, 흥신소의 퇴역 탐정인 작중 화자는 조악한 단서 몇 가지에 의지해 마치 다른 인물의 뒤를 밟듯 낯선 자신의 과거를 추적한다.",1,국내도서-소설/시/희곡
9,9788964808719,8596027,세상에서 가장 행복한 100층 버스,"10,800원",600원,노은정/마이크 스미스,사파리,"여느 때와 똑같은 화요일, 버스 기사 아저씨는 똑같은 생활이 지겨워 처음 가 보는 길로 모험을 떠나기로 했어요. 빨간 2층 버스가 처음 보는 정류장과 처음 보는 마을을 지나는 동안, 함께 모험을 떠나려는 사람들이 계속해서 버스에 타 버스는 3층, 4층, 5층……, 자꾸자꾸 키가 커졌어요. 바다가 가로막아도, 다리에 막혀 지나갈 수 없어도 기발한 방법으로 계속 달리며 결국 100층까지 높아졌지요. 그런데 갑자기 이상한 소리가 나면서 버스가 멈춰 버렸어요.",1,국내도서-유아
10,9788996746416,6262207,나는 까칠하게 살기로 했다,"13,500원",750원,양창순,센추리원,"자존감을 지키며 건강한 인간관계를 유지하는 법 상처받지 않고 사람을 움직이는 관계의 심리학 자신의 자존감을 지키면서도 사람의 마음을 움직이는 심리적 방법을 다양한 임상 사례와 심리학 이론을 통해 쉽고 재미있게 풀어, 우리 일상에 바로바로 적용할 수 있도록 소개한 책이다.",3,국내도서-자기계발
