순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788973374939,318766,눈먼 자들의 도시,"13,050원",720원,주제 사라마구/정영목,해냄,"이 세상 모든 사람들이 보지 못한다면? 인간의 욕망의 끝을 파헤치는 주제 사라마구의 대표작 사람들은 갑자기 앞을 볼 수 없는 전염병에 걸리고, 그들은 수용소에 격리된다. 1998년 노벨문학상을 수상한 주제 사라마구가 그려내는 디스토피아의 모습이다. 본다는 것은 식별한다는 것이고, 이것은 곧 이성을 바탕으로 한 행위이다. 이렇듯 이성을 잃어버린 도시는 아비규환, 그 자체가 돼 버린다. 작가는 인간이 극한 상황에서 얼마나 사악해지는지 숨김없이 내보인다.",1,국내도서-소설/시/희곡
2,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
3,9788937832468,3210177,이클립스,"12,600원",700원,스테프니 메이어/윤정숙,북폴리오,"영화와 소설로 신드롬을 일으킨 「트와일라잇」 시리즈의 정점이자 최고로 스펙터클한 3부, 『이클립스』!! 달이 태양을 가리는 현상인 일식, 그것을 이클립스(eclipse)라 부른다. 차가운 달이 뱀파이어 에드워드를, 뜨거운 태양이 늑대인간 제이콥을 각각 상징한다. 에드워드의 곁에서 행복을 느끼면서도, 가장 힘들었던 시절 자신의 곁을 지켜준 제이콥에게 계속 마음이 쓰인다. 하지만 에드워드는 늑대 인간들 곁에 있는 게 위험하다는 이유로 벨라가 제이콥을 만나지 못하게 하는데...",2,국내도서-소설/시/희곡
4,9788995904961,3128475,아름다운 마무리,"10,350원",580원,법정,문학의숲,"읽고 또 읽어도 좋다. 법정 스님의 새 산문집! 몇 번을 읽어도 항상 새로운 울림과 깨달음을 주는 법정 스님의 산문집. 1년 전, 병으로 삶과 죽음의 경계를 넘나들었던 스님이 우리에게 전하는 메시지는, '삶은 순간순간이 아름다운 마무리이자 새로운 시작이어야 한다'는 것이다. 상처 입은 이에겐 따뜻한 위안을, 방향을 잃고 흔들리는 이에겐 당당한 삶의 길을 제시하는 귀한 책.",3,국내도서-에세이
5,9788932908557,3116465,신 1,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』1부가 드디어 출간된다. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다.",3,국내도서-소설/시/희곡
6,9788937832215,3034049,뉴문,"11,700원",650원,스테프니 메이어/변용란,북폴리오,"뉴욕타임즈 베스트셀러 1위를 31주간 차지한 아마존, 뉴욕타임즈 No. 1 베스트셀러 『뉴 문』! 뉴욕타임즈 베스트셀러 리스트에 130주간이나 올라 있었던 베스트셀러 『트와일라잇』. 뱀파이와의 금지된 사랑을 그린 이 소설은 나의 뱀파이어 연인 〈트와일라잇〉 시리즈의 두 번째 책으로, 전 세계 33개국에 번역 출간되었다. 〈트와일라잇〉 시리즈의 첫 번째 책인 『트와일라잇』은 130주간이나 뉴욕타임즈 베스트셀러 리스트에 올랐으며, 이 시리즈의 세 번째 책 『이클립스』의 초판 발행 부수는 무려 1,000,000부였다.",1,국내도서-소설/시/희곡
7,9788984370906,3105361,사랑을 찾아 돌아오다,"9,900원",550원,기욤 뮈소/김남주,밝은세상,"기욤 뮈소가 다시 돌아오다! 『구해줘』, 『당신 거기 있어줄래요?』, 『사랑하기 때문에』 등 발표하는 소설마다 공전의 히트를 기록한 세계적인 베스트셀러 작가 기욤 뮈소. 그가 허를 찌르는 반전의 미스터리 소설을 들고 다시 찾아왔다. 프랑스 출간 당시 초판 부수만도 30만 부에 달해 독자들의 기대를 실감케 했으며, '기욤 뮈소 현상은 현재진행형', '노련한 추리작가의 방식으로 감성소설을 쓰는 데 탁월하다'는 언론의 호평이 이어지기도 했다.",1,국내도서-소설/시/희곡
8,9788932908564,3116469,신 2,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』1부가 드디어 출간된다. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다. 베르베르는 『신』이 '이 우주의 어딘가에 지구의 역사를 처음부터 죽 지켜본 증인들이 ...",3,국내도서-소설/시/희곡
9,9788937832208,3020469,트와일라잇,"11,700원",650원,스테프니 메이어/변용란,북폴리오,"전 세계 33개국에 번역 출간 뉴욕타임즈 베스트셀러 리스트에 130주간 오른 아마존, 뉴욕타임즈 No. 1 베스트셀러 『트와일라잇』! 뉴욕타임즈 베스트셀러 리스트에 130주간이나 올라 있었던 베스트셀러 『트와일라잇』. 뱀파이와의 금지된 사랑을 그린 이 소설은 나의 뱀파이어 연인 〈트와일라잇〉 시리즈의 첫 번째 책으로, 전 세계 33개국에 번역 출간되었다.",1,국내도서-소설/시/희곡
10,9788954606417,3021432,개밥바라기별,"9,000원",500원,황석영,문학동네,"탁월한 성장소설: 거장 황석영의 비밀창고를 열다 수많은 네티즌들의 뜨거운 호응, 누적 방문자 수 180만! 우리 문학계의 거장, 황석영이 드디어 그 자신의 소년시절을 소설로 썼다. 공사판과 오징어잡이배, 빵공장을 떠돌다 입산하여 행자생활을 하고, 다시 또 베트남전에 차출되었던, 아픈 방랑의 시간들이 그대로 소설이 되었다. 세상과 온몸으로 부딪혀온 그의 청춘이 고스란히 담겨 있기에, 어느 때보다 더 아프고 진한 감동이 배어나는 소설이다.",2,국내도서-소설/시/희곡
11,9788995816769,3196257,"지금 사랑하지 않는 자, 모두 유죄","9,000원",500원,노희경,김영사on,"'거짓말', '꽃보다 아름다워', '굿바이 솔로', '그들이 사는 세상' 등 치유의 드라마를 통해 가족애, 사랑, 희망이라는 온기를 전해주는 작가, 노희경. 작가의 이름으로 기억되는 드라마를 만들지만, 많은 사람들의 관심 속에서도 좀처럼 속내를 드러내지 않던 그녀의 산문집이 출간되었다. 그녀가 10여 년간 써온 진솔하고 내밀한 고백을 담은 첫 산문집이다. 그녀는 말한다. 아름다운 대사보다는 ""밥 먹었니"" ""잘자"" 하는 우리 일상의 평범한 말에 힘을 싣는 글을 쓰고 싶다고.",3,국내도서-에세이
12,9788954606837,3081243,흐르는 강물처럼,"10,800원",600원,파울로 코엘료/박경희,문학동네,"전세계 1억 독자들의 영혼을 뒤흔든 『연금술사』의 작가 파울로 코엘료 첫 산문집! 그가 일상에서 건져올린 경이로운 삶의 기적들 긴 세월 먼 길을 돌아 서른여덟 살에 작가의 꿈을 이룬 파울로 코엘료. 그는 세계 각국을 돌아다니며 그 여정에서 사람들을 만나고, 그 만남들에서 영감을 얻고, 그 영감으로 소설을 쓴다.",1,국내도서-에세이
13,9788996047636,2875607,네가 어떤 삶을 살든 나는 너를 응원할 것이다,"12,960원",720원,공지영,오픈하우스,"『즐거운 나의 집』의 주인공 위녕과 그녀의 엄마를 다시 만난다. 이번에는 소설 속 등장인물이 아닌 진짜 가족의 모습으로. 공지영 작가가 하나뿐인 딸에게 보내는 편지. 아니, 험난한 세월을 살아가는 이 땅의 모든 아들, 딸들에게 보내는 응원의 메시지를 담은 책이다.",3,국내도서-에세이
14,9788960510197,2711149,나쁜 사마리아인들,"12,600원",700원,장하준/이순희,부키,"『사다리 걷어차기』 『쾌도난마 한국경제』의 저자 장하준 교수가 쓴 일반인을 위한 교양경제서. 자유 무역이 진정 개발도상국에게도 도움이 되는지, 경제를 개방하면 외국인 투자가 정말 늘어나는지, 공기업 문제가 과연 민영화로 해결 가능한지, 지적재산권이 실제 기술 혁신을 촉진하는지, 민주주의와 경제 발전은 어떤 특별한 상관관계가 있는지, 경제 발전에 적합한 문화나 민족성이 있는지 등 우리 시대의 현안들에 대해 우리에게 널리 알려진 책이나 영화 등을 소재로 유쾌하면서도 신랄하게 답해주고 있다....",1,국내도서-경제 경영
15,9788984072978,3193351,폰더 씨의 실천하는 하루,"10,800원",600원,앤디 앤드루스/하윤숙,세종서적,"“실패나 좌절은 더 이상 내 이야기가 아니다. 어제와 같은 미래는 없다!” 『폰더 씨의 위대한 하루』의 작가 앤디 앤드루스가 전하는 일곱 가지 결단 실천편! 재취업은커녕 당장 딸아이의 수술비도 구할 수 없는 절망적인 상황에서 기적처럼 만나게 된 역사 속 위인들을 통해 삶과 행복, 성공의 의미를 일깨워주었던 『폰더 씨의 위대한 하루』를 기억하는가.",3,국내도서-자기계발
16,9788990700582,3103556,해커스 토익 Reading 리딩,"17,860원",190원,데이비드 조,해커스어학연구소,"문법 · 독해 · 어휘에서 실전까지 대비한 토익 기본서 최신 경향을 반영하여 문법, 독해, 어휘를 종합 구성한 토익 리딩의 기본서. 또한 많은 최신의 실전문제를포함하고 있는 실전서이기도 하다. Grammar 섹션의 일목요연한 포인트 문법설명과 Vocabulary/Reading 섹션의 출제유형 및 핵심 전략으로 토익의 경향을 정리한 후, 실전보다 더 실전다운 토익 문제를 풀어봄으로써, 가장 효율적이고도 확실한 방법으로 토익실전을 대비할 수 있도록 하였다.",3,국내도서-국어 외국어 사전
17,9788976776075,3103608,오바마 이야기,"5,850원",320원,헤더 레어 와그너 /유수경,명진출판,"청소년 눈높이에 맞춰 기획한 버락 오바마의 인생 풀 스토리 미국 최초의 흑인 대통령 버락 오바마의 삶을 통해 청소년들에게 희망과 자신감을 심어주는 책이다. 출생부터 미국 대통령이 되기까지의 오바마 인생 풀 스토리를 담았다. 버락 오바마는 혼혈, 부모 이혼, 정체성의 혼란 등 자신 앞에 놓인 수많은 벽들을 뛰어넘어 스스로 희망과 변화의 상징이 되었다.",3,국내도서-청소년
18,9788990794529,2299464,사랑해 사랑해 사랑해,"9,970원",100원,신형건/버나뎃 로제티 슈스탁/캐롤라인 제인 처치,보물창고,"기억나니? 네가 아기였을 적에 엄마 품에서 셀 수도 없을 만큼 듣고 또 들은 그 말. '사랑해 사랑해 사랑해...' 귀엽고 예쁜 우리 아가를 무릎에 앉혀 놓고 얼마나 사랑하는지 표현해 주세요! 숨을 쉬고, 밥을 먹고, 배설을 하는 것처럼 ‘책읽기’는 당연하게 여겨져야 하는 것 중의 하나입니다. 아기이기 때문에 어른들보다 작은 숨을 쉬고, 적게 먹을지는 모르지만 아기에게도 이 모든 것은 절대적으로 필요합니다.",1,국내도서-유아
19,9788937832451,3140380,트와일라잇 특별판,"14,400원",800원,스테프니 메이어/변용란,북폴리오,"전 세계 33개국에 번역 출간 뉴욕타임즈 베스트셀러 리스트에 130주간 오른 아마존, 뉴욕타임즈 No. 1 베스트셀러 『트와일라잇』! 美 아마존, 뉴욕타임즈 베스트셀러 1위는 물론, 30개국 이상의 나라에 번역 출간되어 가히 신드롬이라 할 만한 인기를 얻은 소설 『트와일라잇』의 영화 개봉 기념 특별판. 뱀파이와의 금지된 사랑을 그린 이 소설은 나의 뱀파이어 연인 〈트와일라잇〉 시리즈의 첫 번째 책으로, 전 세계 33개국에 번역 출간되었다.",3,국내도서-소설/시/희곡
20,9788901083353,3005081,English Restart Basic,"8,100원",450원,I.A.Richards/Christine Gibson,뉴런(NEWRUN),"1945년 출간된 뒤 40개국 이상에서 출판된 베스트셀러. 문법, 단어, 발음을 몰라도 말하기, 듣기, 읽기를 한 번에 해결할 수 있으며, 한글 해석은 하나도 없고 오로지 영어 문장과 그림만 있지만 자신도 모르게 책장을 넘기게 되도록 만들어졌다.",3,국내도서-국어 외국어 사전
21,9788990700568,3103577,해커스 토익 Listening 리스닝,"17,860원",190원,데이비드 조,해커스어학연구소,"유형별 접근을 통해 실전 공략한 토익 기본서 최신 경향을 반영하여 Part1에서 Part4까지 종합 구성한 토익 리스닝의 기본서이다. 또한 많은 최신의 실전문제를 포함하고 있는 실전서이기도 하다.각 파트별로 소개된 고득점 전략을 토대로 '기초 다지기'와 '실전 고수 되기'까지 토익 리스닝의 핵심을 단계별로 충분히 습득한 후, 풍부하게 수록된 실전 문제를 풀어봄으로써, 가장 효율적이고도 확실한 방법으로 토익실전을 대비할 수 있도록 하였다.",3,국내도서-국어 외국어 사전
22,9788976333896,3199539,SERI 전망 2009,"16,200원",900원,"권순우,전영재 등저",삼성경제연구소,"글로벌 금융위기로 충격에 휩싸인 한국 경제, 그 돌파구를 찾는다! 삼성경제연구소에서 매년 발간하는 한국경제와 세계경제 보고서 『SERI 전망 2009』. 삼성경제연구소의 각 분야 전문가들이 2009년 한국의 경제, 산업, 기업, 사회의 핵심 이슈를 도출하고 구조적 변화의 트렌드를 제시하고 있다. 단순히 경제지표나 표면적 현상만을 나열한 전망서가 아니라, 발상의 전환을 통해 미래의 방향을 제대로 파악하고 실천적 대안까지 제시하는데 초점을 맞추고 있다.",3,국내도서-경제 경영
