순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788954605908,2960561,[예스리커버] 로드,"11,700원",650원,코맥 매카시/정영목,문학동네,"320 페이지의 절망, 그리고 단 한 줄의 가장 아름다운 희망. 코맥 매카시의 『로드』. 2007 퓰리처상 수상, 아마존과 뉴욕타임스 베스트 1위, 오프라 윈프리 북클럽 선정 등 세계적인 화제의 책이다.",1,국내도서-소설/시/희곡
2,9788973379507,2867778,하악하악,"13,050원",720원,이외수/정태련,해냄,"포기하지 말라 절망의 이빨에 심장을 물어 뜯겨본 자만이 희망을 사냥할 자격이 있다 ‘영혼의 연금술사’ 이외수와 ‘생명의 전령사’ 정태련이 자연과 생명의 소중함, 꿈꾸는 삶의 가치를 담아 탄생시킨 세밀화 에세이 2탄! 지난해 이외수의 소통법『여자도 여자를 모른다』에 대한 독자들의 열화와 같은 호응에 힘입어 다시 한 번 세상에 감동 파종을 시도한다.",1,국내도서-에세이
3,9788996047636,2875607,네가 어떤 삶을 살든 나는 너를 응원할 것이다,"12,960원",720원,공지영,오픈하우스,"『즐거운 나의 집』의 주인공 위녕과 그녀의 엄마를 다시 만난다. 이번에는 소설 속 등장인물이 아닌 진짜 가족의 모습으로. 공지영 작가가 하나뿐인 딸에게 보내는 편지. 아니, 험난한 세월을 살아가는 이 땅의 모든 아들, 딸들에게 보내는 응원의 메시지를 담은 책이다.",3,국내도서-에세이
4,9788974254896,2547786,꿈꾸는 다락방,"12,150원",670원,이지성,국일미디어,세상에는 일평생 허리가 휘도록 일하고도 자기 집 한 채 장만하지 못하는 사람들이 있는가 하면 놀 것 다 놀면서도 어마어마한 재산을 마련하고 엄청난 유명세를 타는 사람들이 존재한다. 노력이 성공의 비결이라는 것이 이론적으로도 말이 안 되는 것은 ‘세상에는 당신과 같은 나이이지만 당신보다 열 배 스무 배 성공한 사람들이 존재한다.’는 사실만 보더라도 알 수 있다. 만일 노력이 성공의 비결이라면 그들은 당신보다 열 배 스무 배 더 많이 노력한 사람들이어야만 한다.,3,국내도서-자기계발
5,9788952206503,2599166,The Secret 시크릿,"12,420원",690원,론다 번/김우열,살림Biz,"인생을 성공으로 이끄는 ‘위대한 비밀’의 단편들은 오래 전부터 구전과 문학과 종교와 철학에서 발견되었다. 이제 최초로 ‘비밀’의 모든 조각이 하나로 묶여 세계에 소개되었다. 이 책에서 독자는 돈, 건강, 인간관계, 행복 등 삶의 모든 면에서 ‘비밀’을 활용하는 법을 배울 것이다. 내면에 잠재되어 숨겨진 힘을 이해하기 시작할 터이고, 그리하여 모든 측면에서 기쁨을 발견하게 되리라. 『영혼을 위한 닭고기 수프』의 잭 캔필드, 『화성에서 온 남자 금성에서 온 여자』의 존 그레이 등 24명의 대가들이 비밀을 활용해 건강과...",1,국내도서-자기계발
6,9788992825238,2913213,무지개 원리,"9,000원",500원,차동엽,위즈앤비즈,"한국 실정에 잘 맞는 자기계발서로, 행복과 성공의 가장 빠른 길을 제시했다는 호평을 받은 『무지개 원리』가 '스마트 버전'으로 새롭게 출간되었다. 『무지개 원리』의 내용을 줄이고, 크기와 무게는 가볍게 하여 바쁜 직장인이나 학생들도 시간과 장소에 구애받지 않고 읽을 수 있게 만들었다. 전체적인 사이즈는 줄었지만 『무지개 원리』의 핵심적인 내용은 그대로 담았으며, 독자들의 지성 계발과 감성 계발, 의지계발을 위해 각 장마다 실천의 팁을 제시하고 예화와 삽화를 보강하였다.",3,국내도서-자기계발
7,9788984370869,2769949,사랑하기 때문에,"8,820원",490원,기욤 뮈소/전미연,밝은세상,"『사랑하기 때문에』의 주인공들인 커너, 마크, 에비, 앨리슨은 저마다 깊은 상처와 고통이 있다. 사회적인 성공이나 부의 축적과는 무관하게 상처는 현재를 어둠 속으로 밀어 넣는 동시에 미래마저 암울한 빛깔을 띠게 한다. 이 소설은 상처를 딛고 일어서는 사람들의 이야기다. 가해자와 피해자, 상처를 입힌 자와 상처받은 자들은 서로 화해와 용서를 통해 삶을 어둠 속으로 이끄는 상처를 극복해간다. 라일라, 다섯 살짜리 여자아이가 로스앤젤레스의 한 쇼핑몰 근처에서 실종된다. 부모는 극심한 충격에 휩싸인다.",1,국내도서-소설/시/희곡
8,9788991147515,1949215,돈 걱정 없는 노후 30년,"9,900원",550원,최병희/고득성/정성진,다산북스,"자산평가 방법부터 노후자금 마련 방법까지, 실천적 노후대책 지침을 수록하고 있는 책이다. 이 책은 자칫 딱딱해지기 쉬운 노후대책에 대한 이야기를 쉽고도 재미있게 풀어내고 있으며 쉽고 재미있으면서도 노후준비에 필요한 정보를 알차게 제공하고 있다. 특별히 이 책은 2006년에 출간되었던 책의 증보판ㅇ로 4장 세대별 실전지침에서 각 세대별 대표 사례를 추가하여 자산설계의 기능을 보다 강화하였다. 35세의 어느 날, 35년 후의 미래를 미리 경험하게 되는 이 책의 주인공 김민석 씨.",1,국내도서-경제 경영
9,9788932017150,2129707,[예스리커버] 달콤한 나의 도시,"10,800원",600원,정이현,문학과지성사,"최강희, 지현우, 이선균 주연의 SBS 드라마 '달콤한 나의 도시' 원작! 소설 속 주인공은 서른한 살의 직장생활 7년차 여성. 외부 업체 프리젠테이션에 어린 여직원 두 명을 배경 삼아 데려가자는 부장의 질척한 요구쯤 묵묵히 받아들일 수 있는 내공(?)을 지닌 미혼 여성이다. 어느 날 그녀는 헤어진 지 6개월이 된 옛 애인으로부터 청첩장을 받는다. 그의 결혼식 날, 예상했던 분노나 질투, 눈물은커녕 평소와 다름없이 아무렇지도 않게 출근을 하고 점심을 먹은 나.",1,국내도서-소설/시/희곡
10,9788935207428,2937746,현영의 재테크 다이어리,"10,800원",600원,현영,청림출판,"취미가 재테크인 여자 현영의 쉽고 재미난 부자 되기 노하우를 담은 책 『현영의 재테크 다이어리』. 화려한 겉모습에 걸맞게 ‘억’ 소리가 심심찮게 들려오는 연예계라지만 그에 못지않게 재산은 속빈 강정인 경우가 많은 연예인들. 그 속에서 전문가 수준의 재테크실력을 발휘하며 알부자로 살고 있는 똑 부러지는 그녀, 현영이 자신의 재테크 비밀을 공개했다.",3,국내도서-경제 경영
