순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
2,9788984314207,4179691,스님의 주례사,"10,800원",600원,법륜/김점선,휴(休),행복한 결혼을 꿈꾸는 남녀에게 쏟아지는 축복 같은 조언 이 책은 '스님의 주례사'라는 제목으로 오랫동안 인터넷을 통해 회자되며 결혼 전 반드시 읽어야 할 대표적인 글로 화제가 된 법륜 스님의 남녀 마음 이야기들을 모은 것이다.,3,국내도서-종교
3,9788937833663,6779868,돈으로 살 수 없는 것들,"14,400원",800원,마이클 샌델/안기순/김선욱,와이즈베리,"전 세계가 기다려온 샌델식 토론의 결정판 하버드대학교 최신 인기강의 MARKETS & MORALS를 책으로 만나다 이 책의 내용은 2012년 봄학기부터 ‘Markets & Morals’라는 이름으로 하버드대학교 철학강의로 개설되었고 강의 첫날, 수강신청에 성공하지 못한 학생들도 몰려드는 바람에 더 넒은 강의실로 장소를 옮겨 강의하는 해프닝까지 벌어졌다. 이 책은 마이클 샌델 1998년 옥스퍼드대학교의 ‘인간 가치에 관한 태너 강의’에서 논의한 ‘시장과 도덕(Markets & Morals)’에서 출발했으며, 2000-2002년 카네기 연구재단의 지원을 받으면서 더욱 진전되었다.",1,국내도서-사회 정치
4,9788984315112,5764559,엄마 수업,"10,800원",600원,법륜/이순형,휴(休),"자녀 문제로 괴로워하는 부모에게 법륜 스님이 주는 다정한 조언이자 지혜로 가득 찬 양육 지침서. 저자는 부모와 아이의 관계 특성, 상황별·시기별로 아이를 올바르게 키우는 방법, 좋은 부모의 역할과 자격 등을 소개하며 이것을 바탕으로 우리 아이를 올바르게 사랑하는 지혜를 보여 주고 있다. 오늘날 많은 부모가 자식을 남 보기에 좋은 물건처럼 취급한다. 얼굴 예쁘고, 신체 건강하고, 공부 잘하고, 말 잘 듣고 그런 아이를 원한다.",1,국내도서-가정 살림
5,9788960865273,6516084,하루 15분 정리의 힘,"12,420원",690원,윤선현,위즈덤하우스,"국내 1호 정리 컨설턴트에게 제대로 배운다! tvN 「화성인 바이러스」 난장판녀 편에 출연해 컨설팅 모습을 보여주면서 큰 이슈가 된 국내 1호 정리 컨설턴트 윤선현 베리굿정리컨설팅 대표. 그가 전하는 그동안 우리가 몰랐던 정리 컨설팅 책이다. 저자는 한국의 수많은 정리 컨설팅 사례를 통해 그동안 우리가 정리에 대해 잘못 알고 있었던 점들을 바로 짚어주고, 쉽고 간단한 정리 습관을 체계적으로 익힐 수 있도록 돕는다.",1,국내도서-자기계발
6,9788994013503,6994115,내가 알고 있는 걸 당신도 알게 된다면,"12,600원",700원,칼 필레머/박여진,토네이도,"우리가 알고 있는‘행복’의 프레임을 깨는 책! 우리는 매일 버거운 삶을 살아간다. 그 버거운 삶을 조금이라도 덜어내고자 우리는 유명작가의 책을 읽고, 전문가들의 강연에 참석하고, SNS를 통해 수많은 사람들의 목소리에 귀를 기울인다. 그럼에도 인생의 지혜에 대한 갈증은 좀처럼 해소되지 않는다.",1,국내도서-자기계발
7,9788934939603,3863865,정의란 무엇인가,"13,500원",750원,마이클 샌델/이창신,김영사,"20년 간 하버드대 최고의 명강의로 손꼽히는 정치철학자 샌델의 '정의(Justice)'는 '정의란 무엇인가'라는 질문에 대한 해답을 찾는 과정에서 나타나는 딜레마를 다룬다. 책은 여러 논쟁을 통해, 우리가 시민으로 살면서 부딪히는 어려운 질문들을 설득력있게 풀어간다.",1,국내도서-사회 정치
8,9788960652811,6779598,달팽이가 느려도 늦지 않다,"12,600원",700원,정목,공감,"불교방송‘마음으로 듣는 음악’과 인터넷 유나방송으로 헤아릴 수없이 많은 청취자와 네티즌에게 위안과 감동을 선물하고 있는 정목스님의 정갈한 산문집 『달팽이가 느려도 늦지 않다』. 정목스님은 감사, 자비, 분노, 사랑, 화해, 평화 등을 주제로 행복을 찾는 현대인들에게 마치 족집게 과외 선생님처럼 기쁨과 휴식의 정답을 선사한다.",3,국내도서-에세이
9,9788985961691,6309604,깨달음,"10,800원",600원,법륜,정토출판,"후회없는 인생을 위하여! 다시 새로운 출발! 『스님의 주례사』『엄마수업』『기도』 등으로 행복하게 사는 법을 전하는 법륜 스님의 신간 『깨달음』은 누구나 자신이 서 있는 그 자리에서 자유로운 삶, 행복한 삶을 누릴 수 있으며, 그러기 위해서는 먼저 내 눈을 떠야 한다는 근본 가르침이다. 많은 사람들이 지나간 과거에 매달리거나 아직 오지 않은 미래를 상상하며 두려워한다.",1,국내도서-종교
10,9788954610681,3772727,은교,"12,150원",670원,박범신,문학동네,"거부할 수 없는 홀림, 그 관능을 좇는 어느 시인의 음악적 살인 인간의 '갈망'을 그려낸 박범신의 신작 장편소설 영혼의 리얼리티를 추구하는 작품들을 통해 인생의 깊은 심연을 그려온 작가 박범신. 『은교』에 대해 작가는 『촐라체』와 『고산자』와 함께 ‘갈망의 삼부작(三部作)’이라고 소개한다.",1,국내도서-소설/시/희곡
