순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788995932582,3087151,적을 만들지 않는 대화법,"10,800원",600원,샘 혼/이상원,갈매나무,샘 혼은 “16년 전에 쓴 책 《적을 만들지 않는 대화법Tongue Fu!》이 한국에서 베스트셀러에 올랐다기에 놀랐다”면서 “한국처럼 빠르게 발전하는 사회일수록 ‘텅후Tongue Fu’로 방어해야 할 일이 많기 때문이 아니겠나”라고 말했다. “사회가 빠르게 발전할수록 대인 관계 스트레스는 커지게 마련입니다. 한국은 특히 인터넷이 매우 발달했고 거의 모든 사람이 스마트폰을 쓰잖아요. 그것은 곧 더 많은 사람과 더 많은 커뮤니케이션을 하는 사회라는 뜻이죠. 자연히 사람과 소통하며 스트레스 또한 늘어날 수밖에 없어요. 옛날 같으면 그냥 고개를 돌려버리면 그만이었을 문제가 이제는 컴퓨터를 켜거나 스마트폰만 열어도 재발하고 있는 것이죠.” -조선일보 Weekly BIZ 샘 혼 인터뷰 중에서 커뮤니케이션 분야의 스테디셀러 《적을 만들지 않는 대화법》이 2015년 좀 더 새로운 모습으로 독자를 찾아왔다.,4,국내도서-자기계발
2,9788995501443,1403766,꾸뻬 씨의 행복 여행,"12,150원",670원,프랑수아 를로르,오래된미래,"마음의 병을 앓고 있는 사람들을 치료하던 정신과 의사가 행복의 참된 의미를 찾아 여행을 떠난다는 소설이다. 이 소설의 주인공처럼 저자는 정신과 의사이다. 늘 불안한 심리 상태로 살아가는 사람들을 지켜보면서 어떤 심리학적 설명보다 한 편의 이야기가 더 사람의 마음을 움직일 수 있다고 생각했고, 자신의 환자들을 진료하며 얻은 경험과 생각들을 바탕으로 소설을 썼다. 현재 12개국의 언어로 번역되어 현대인의 복잡한 심리의 핵심을 짚어내면서 누구나 공감할 수 있는 이야기로 사람들의 마음을 움직이고 있다....",1,국내도서-소설/시/희곡
3,9788993964585,8890191,고구려 5,"11,520원",640원,김진명,새움,"슬프고도 아름다운 고국원왕의 마지막 이야기 2011년 11월 출간된 고국원왕편의 첫 이야기에 이어서 마침내 고국원왕편이 완결되었다. 특유의 속도감 있는 문체, 치밀한 구성, 짜임새 있는 줄거리, 개성 있는 인물의 등장과 박진감 넘치는 상황 묘사로 독자들을 사로잡는다. 낙랑을 정복한 미천왕 을불의 두 아들 사유와 무. 모든 사람들이 앞으로의 고구려를 이끌어 갈 왕은 강한 무여야 한다고, 그가 태자가 될 거라는 사실을 의심하지 않았다. 그러나 을불은 왕의 재목이라 일컬어지던 동생 무가 아닌, 형 사유를 택했다. 굳세고 용맹한 무가 아닌 유약하기만 했던 사유를 태자로 세운 것이다. 미천왕의 죽음 이후 왕이 된 사유는 과연 나라를 잘 다스릴 수 있을까? 고구려 역사상 위기의 시대로 일컬어지는 고국원왕 시절, 가장 비참했던 왕으로 손꼽히는 고국원왕. 그러나 그는 다른 어떤 왕보다 백성들을 생각했던 왕이었고, 또한 백성들이 사랑한 군주였다.",1,국내도서-소설/시/희곡
4,9788956607030,8966571,28,"13,050원",720원,정유정,은행나무,"“독자를, 내가 그려낸 세계에 데려다 놓고 싶다” 치밀하고 압도적인 서사, 숨 쉴 틈 없이 달려가는 문장, 폭발하는 이야기의 힘! 제1회 세계청소년문학상 수상작『내 인생의 스프링 캠프』와 제5회 세계문학상 수상작 『내 심장을 쏴라』, 2011년 베스트셀러 장편소설 『7년의 밤』의 작가 정유정의 신작 장편소설 『28』. 이 소설은 ‘불볕’이라는 뜻의 도시 ‘화양’에서 28일간 펼쳐지는 인간과 살아 있는 모든 것들의 생존을 향한 갈망과 뜨거운 구원에 관한 이야기다. 작가는 리얼리티 넘치는 세계관과 캐릭터 설정을 바탕으로 순식간에 무저갱으로 변해버린, 파괴된 인간들의 도시를 독자의 눈앞에 생생하게 그려내고 있다. 5명의 인물과 1마리 개의 시점을 톱니로 삼아 맞물린 6개의 서사적 톱니바퀴는 독자의 심장을 움켜쥔 채 현실 같은 이야기 속으로 치닫는다.",1,국내도서-소설/시/희곡
5,9788954620666,8565080,달에게 들려주고 싶은 이야기,"12,150원",670원,신경숙,문학동네,"작가 신경숙이 들려주는 명랑하고 상큼한 유머, 환하게 웃다 코끝이 찡해지는 스물여섯 개의 보석 같은 이야기 그저 무엇에라도 탓을 하고 싶은 날이 있다. 모든 것이 비 탓이라고, 혹은 눈 탓이라고, 바람이 불어서라고, 봄빛이 너무 좋아서라고…핑계를 찾고 싶은 날. 그래서 누구라도 붙잡고 이야기 하고 싶은 날. 이런 날은, 가까운 이에겐 오히려 입 열고 싶지 않은, 그런 날이다. 그런 날, 가만히 내 이야기를 대신 말해줄 것 같은 작가 신경숙이 낮은 목소리로 풀어놓는 짧은 소설, 『달에게 들려주고 싶은 이야기』가 출간되었다. 이 이야기는 그러니까, 작가가 다른 어떤 지인도 아닌 우리에게 보내는 꼭 그 마음이다. 작가의 어느 한순간에 스며든 어떤 마음. 모르는 이의 뜬금없는 안부인사가 지친 일상을 잠시 보듬듯, 그렇게 우리를 쓰다듬는 손길. 시간이 흐르는 일에 끝은 없고, 그래서 이별이나 죽음마저도 마지막이 아니다.",1,국내도서-소설/시/희곡
6,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
7,9788991731493,4467871,부모라면 유대인처럼,"12,420원",690원,고재학,위즈덤하우스,"물고기를 주어라, 한 끼를 먹을 것이다. 물고기 잡는 법을 가르쳐 주어라, 평생을 먹을 것이다 탈무드식 자녀교육을 표현할 때 가장 많이 인용되는 표현이다. 이제까지의 우리 교육은 그때 그때 필요한 물고기만 던져주고 성적 좋은 헛똑똑이를 키워내는데 열중했다. 이제 물고기 낚는 법을 가르치는 탈무드식 자녀교육에 주목해야 한다. 잠깐은 느리고 서툰 것 같더라도, 그것이 우리 자녀들을 우물 안 개구리를 벗어나서 아인슈타인이나 래리 페이지처럼 글로벌 인재로 키우는 현명한 방법이다.",1,국내도서-가정 살림
8,9788954429900,8824817,마법의 순간,"12,330원",680원,파울로 코엘료/김미나/황중환,자음과모음,"세계적 작가 파울로 코엘료의 트윗 글과 한국의 황중환 작가의 그림과 만나 책으로 완성되다! 국경을 초월하고 광속으로 퍼져나가는 파울로 코엘료의 트윗 글에 여운이 남은 독자들을 위해, 한국의 그림 작가와 손을 잡고 한권의 책으로 태어났다. 파울로 코엘료의 트위터 팔로어는 7백30만 명에 이른다. 매일 영어, 스페인어, 불어 등 각 나라의 언어로 올라오는 한마디 글은 전 세계 사람들을 하나로 뜨겁게 만들어 버리는 마법의 힘이 있다. 그의 글은 사람들의 주의를 집중시키고, 삶을 꿰뚫는 에너지가 전해진다. '트위터'는 영어로 새들의 지저귐을 뜻한다. 온라인상에서 너나 할 것 없이 아무 소리나 짹짹거릴 수 있는 곳이 바로 트위터다. 그래서 각종 홍보와 마케팅, 시시콜콜한 일상사 수다, 일파만파의 스캔들, 사소한 시비들이 국경도 없이 광속으로 퍼져나가는 장이 되고 있다. 이런 현란하고 복잡하고 시끄러운 트윗의 세계 속에 코엘료의 트위터는 '힐링'의 지저귐이다.",1,국내도서-에세이
9,9788937487927,9104090,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,"13,320원",740원,무라카미 하루키/양억관,민음사,"모든 것이 완벽했던 스무 살 여름으로 서른여섯 살 다자키 쓰쿠루는 순례를 시작했다 무라카미 하루키가 3년 만에 발표한 장편소설이다. 일본에서 50만 부라는 파격적인 초판 부수로 기대를 모으고, 출간 이후에는 7일 만에 100만 부를 돌파하는 등 베스트셀러의 역사를 다시 쓴 세계적 화제작이다. 철도 회사에서 근무하는 한 남자가 잃어버린 과거를 찾기 위해 떠나는 순례의 여정을 그린 이 작품은 개인 간의 거리, 과거와 현재의 관계, 상실과 회복의 과정을 담아내고 있다. 프란츠 리스트 「순례의 해」의 간명하고 명상적인 음률을 배경으로 인파가 밀려드는 도쿄의 역에서 과거가 살아 숨 쉬는 나고야, 핀란드의 호반 도시 헤멘린나를 거쳐 다시 도쿄에 이르기까지, 망각된 시간과 장소를 찾아 다자키 쓰쿠루는 운명적인 여행을 떠난다.",1,국내도서-소설/시/희곡
10,9788937460753,370331,위대한 개츠비,"7,200원",400원,스콧 피츠제럴드/김욱동,민음사,"제1차 세계대전 직후 미국의 사회상을 실감나게 묘사한 수작. 60여년간 반복된 오류를 바로잡고 출간됐다. 1991년 영국 케임브리지대학교출판부에서 나온 '결정판' 텍스트를 바탕으로, 작품의 배경과 저자의 의도를 보여주는 주석을 덧붙였다. 가령 ""'캐나다로 연결되어 있는 지하 파이프라인' 같은 소문들이 그와 관련지어졌고..."" 같은 표현의 경우, 금주법 시행 당시 캐나다로부터 지하 파이프를 통해 술을 밀수한다는 소문이 나돌던 시대상을 설명한다.",1,국내도서-소설/시/희곡
