순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788965236504,60820106,3층 서기실의 암호,"18,000원","1,000원",태영호 저,기파랑,"무자비한 독재자인 게 틀림없는데, 떠들썩한 하루 동안의 환영 이벤트로 김정은의 이미지는 더 할 수 없이 미화되었다. 여론조사에서 77.5%가 김정은에게 신뢰가 간다고 답했다 한다. 과연 그럴까? 김정은은 누구이며 북한은 어떤 사회인가? 온 세계의 이목이 북한과 그 지도자 김정은에게 쏠리고 있는 지금, 태영호 전 주영 북한대사관 공사가 밝히는 평양 심장부 이야기는 한국만이 아니라 온 세계 사람들에게 북한의 정확한 실상을 보여 줄 것이다. 우선 한반도 비핵화 문제. 북한 핵폐기냐, 한반도 비핵화냐 라는 용어 중 이번 남북정상 합의문은 한반도 비핵화를 택했다. 이것은 북한이 줄기차게 주장해 온 것으로 결국 주한 미군을 몰아내겠다는 전략에 다름 아니다. 김정은은 결코 핵을 포기하지 않을 것이다. 태공사의 다음과 같은 증언이 그것을 분명하게 확인시켜 준다.",1,국내도서-사회 정치
2,9788925563350,59070026,"곰돌이 푸, 행복한 일은 매일 있어","10,800원",600원,곰돌이 푸 원작,알에이치코리아(RHK),"나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. 곰돌이 푸의 긍정적인 기운과 '나의 삶은 나의 방식으로 정한다'라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다.",1,국내도서-에세이
3,9788925563367,60606247,"곰돌이 푸, 서두르지 않아도 괜찮아","12,420원",690원,곰돌이 푸 원작,알에이치코리아(RHK),"추억의 친구 ‘곰돌이 푸’가 전하는 지치지도, 포기하지도 않고 적당한 속도로 인생을 살아가는 방법. 『곰돌이 푸, 행복한 일은 매일 있어』의 두 번째 이야기이다. 전작에서 추억의 친구인 푸를 다시 만나는 기쁨을 느낄 수 있었다면, 이번 책에서는 인생의 위기들을 여유 있게 웃어넘기는 푸의 모습 속에서 만만치 않은 인생 내공을 느낄 수 있다.",1,국내도서-에세이
4,9791162922552,60496366,문재인의 운명 취임 1주년 기념 한정판 세트,"30,600원","1,700원",문재인,북팔,"“대통령 문재인, 그가 걸었던 발자취를 읽는다.” 대한민국 제19대 문재인 대통령 취임 1주년을 맞이하여 특별하게 제작된 이번 『문재인의 운명』 취임 1주년 기념 한정판은 금박으로 장식한 고급스런 케이스와 더불어 양장으로 재탄생한 『문재인의 운명』, 기존 특별판에 수록되어 있던 화보 사진과 2011년부터 2017년 대선 직전까지의 사진을 모아 구성한 화보집, 화보집에 실리지 않은 사진엽서 4종으로 구성되었다. 『문재인의 운명』은 노무현 전 대통령 서거 2주기를 맞아 노 대통령이 생전에 “노무현의 친구 문재인이 아니라, 문재인의 친구 노무현”이라고 표현할 만큼 신뢰했던 평생의 동지, 문재인의 시각에서 본 노무현 전 대통령과 참여정부에 대한 증언이다.",1,국내도서-사회 정치
5,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
6,9791158510978,59613748,지금 하지 않으면 언제 하겠는가,"13,500원",750원,팀 페리스/박선령/정지현,토네이도,"""인생 전체가 바뀌는, 결정적인 한 가지를 찾아내라!"" 밀리언셀러『타이탄의 도구들』저자 팀 페리스가 하버드대 석학부터 글로벌 CEO에 이르기까지 세계 최고 멘토 133명의 '선택과 집중'을 위한 지혜 52가지를 한 권의 책에 담았다. 삶의 가장 소중한 가치와 꿈, 목표를 이루는 방법에 대한 모든 지혜를 총동원해 출간 즉시 2018년 《뉴욕 타임스》베스트셀러 1위, 2018년 아마존 자기계발 분야 베스트셀러 1위에 오르며 큰 화제를 모았다.",1,국내도서-자기계발
7,9791162202913,58603565,모든 순간이 너였다,"12,420원",690원,하태완,위즈덤하우스,"SNS와 전작 『#너에게』를 통해 50만 명에 이르는 독자들에게 사랑받은 하태완 작가의 두 번째 에세이. 위로받고 싶을 때, 설레고 싶을 때, 사람에 사랑에 상처받았을 때… 삶의 모든 순간에 특별한 위로와 공감을 건넨다. 소중한 모든 순간을 나누고픈 사랑하는 사람에게, 미처 의식하지 못했던 지금 이 빛나는 순간을 조금 더 단단해진 마음으로 맞이하고 싶은 나에게, 선물해주고 싶은 책이다.",1,국내도서-에세이
8,9788957369364,57817824,무례한 사람에게 웃으며 대처하는 법,"12,420원",690원,정문정,가나출판사,"사람들과 만나 수많은 이야기를 하고 온 날, 마음이 헛헛할 때가 있다. 나는 왜 그렇게 말했을까? 그 사람은 내게 왜 그렇게 무례했을까? 그들은 내게 상처를 주고 당혹감을 안기며, 기껏 붙잡고 사느라 힘든 자존감을 뒤흔들어 놓는다. 어떤 인간관계는 유지하는 그 자체만으로 지나치게 에너지가 들 때가 있다. 내 속마음을 말하고 싶지만, 오해받을까 봐, 이기적인 사람처럼 보일까 봐, 하고 싶은 말을 속으로만 삭이게 된다. 그런 이들에게 감정의 동요 없이 “금 밟으셨어요” 하고 알려줄 방법은 없을까? 당연히 있다. 다만 그 방법을 실제로 사용하려면 연습이 좀 필요하다. 책에는 작가가 지금까지 시도한 훈련법 중 가장 효과적이었던 방법과 그 과정에서 깨달은 것들을 담았다. 앞으로 무례한 사람을 만나도 절대 기죽지 말자.",1,국내도서-에세이
9,9791162335123,60564391,추리 천재 엉덩이 탐정 6,"10,800원",600원,김정화/트롤,미래엔아이세움,"얼굴로 뿡! 방귀를 뿡! 입으로 뀌는 방귀로 사건을 해결하는 ‘추리 천재 엉덩이 탐정’이 새로운 이야기로 찾아왔습니다! 자칭 신뢰도 NO.1! 마을 최고의 명탐정이라 일컬으며 평화로운 마을에 홀연히 나타난 ‘캐롯 말스 탐정 사무소’의 소장, 캐롯 말스 탐정. 그는 마을 사람들의 마음을 단숨에 사로잡지만, 아이큐 1,104의 추리 천재 엉덩이 탐정은 캐롯 말스에게서 수상한 냄새를 맡게 되는데…….",1,국내도서-어린이
10,9791187119845,33529377,나는 나로 살기로 했다,"12,420원",690원,김수현,마음의숲,"진짜 ‘나’로 살기 위한 뜨거운 조언들. 어른이 처음인 당신을 위한 단단한 위로들. 이 책은 우리가 온전한 ‘나’로 살아가기 위해 무엇이 필요한지 말해준다. 돈 많고 잘나가는 타인의 SNS를 훔쳐보며 비참해질 필요 없고, 스스로에게 변명하고 모두에게 이해받으려 애쓰지 말라고 이야기한다. 불안하다고 무작정 열심히 할 필요 없고, 세상의 정답에 굴복하지 말라고 응원한다. 인생의 지나가는 사람들에게 더 이상 상처받지 말고, 누군가의 말에 흔들리지 말고, 자신만의 문제라고 착각하지 말라고. 우리에게 가장 필요한 말, 나답게 살라고 말한다.",1,국내도서-에세이
11,9791130616636,59618221,나는 둔감하게 살기로 했다,"12,600원",700원,와타나베 준이치,다산초당,"“더 이상 무례하고 사소한 것들에 신경 쓰지 않겠습니다!” 함부로 던지는 가시 돋친 말에, 자꾸만 어긋나는 인간관계에, 오늘도 내 마음 쓰라리게 아팠다면? 300만 베스트셀러 작가 와타나베 준이치가 전하는 소중한 내 인생을 위한 마음 처방전 100만 부 판매 밀리언셀러 『나는 까칠하게 살기로 했다』 양창순 박사 추천 불행하게도 현대인의 일상은 스트레스를 주는 일로 가득하다. 매일 아침 빠지지 않고 치르는 출근 전쟁부터, 사사건건 잔소리를 늘어놓는 직장 상사, 뒤에서 험담을 일삼는 동료, 속을 아는지 모르는지 자기 자랑만 늘어놓는 친구까지…… 마음에 상처 주는 일은 끊임없이 반복되고, 그 영향은 우리 건강에도 적신호를 보낸다. 가슴이 답답하고, 머리가 깨질 듯 아프고, 쉽게 잠을 이루지 못하는 건 그만큼 마음이 힘들기 때문이다.",2,국내도서-인문
12,9791188007134,58998723,엄마의 말하기 연습,"13,320원",740원,박재연,한빛라이프,"엄마인 나를 위로하고 아이의 자존감을 회복시켜주는 공감 대화법 아이를 키우면서 부딪치는 많은 상황에서 아이의 마음을 현명하게 어루만지고 자존감 높은 아이로 만들어주는 대화를 이어간다면 육아가 좀 더 수월해질 것이다. 그러기 위해서는 우선 엄마가 자신을 바로 볼 수 있어야 한다. 이 책에서는 육아에 지쳐 자신을 잃어버린 엄마들에게 자신을 이해하고 공감하는 법을 먼저 소개한다. 그런 다음 아이를 키우면서 만나게 되는 여러 가지 문제에 대해 실천 가능한 최소한의 행동 방침, 대화 방법을 일러준다. 저자가 오랫동안 부모와 교사들을 대상으로 진행해온 대화 훈련 사례와 ‘맘스라디오 - 박재연의 공감톡’을 통해 소개된 에피소드를 중심으로 엮어 실생활에 적용할 수 있는 육아 팁을 얻을 수 있을 것이다.",1,국내도서-가정 살림
13,9791188874088,59382931,설민석의 한국사 대모험 6,"9,450원",520원,스토리박스/설민석 /정현희,아이휴먼,"만나기만 하면 으르렁 으르렁, 설쌤, 황 대감님! 언제까지 싸우실 거예요? 역사를 통해 진정한 라이벌이란 무엇인지 생각하는 시간을 가져보세요! 한때 고구려를 위해 함께 뜻을 모으자고 다짐했었던 설쌤과 황 대감, 하지만 지금은 각각 온달과 공갈을 부마 자리에 앉히기 위해서 서로 경쟁하는 상황입니다. 거기에 둘은 만나기만 하면 서로 트집을 잡아 싸우기에 바쁩니다. 이런 설쌤과 황 대감을 화해시킬 수 있는 방법은 정말 없는 것일까요? 『설민석의 한국사 대모험』 6권에서는 설쌤과 황 대감의 관계 회복을 위한 시간 여행을 통해서 역사 속의 진정한 라이벌을 찾아 나섭니다.",1,국내도서-어린이
14,9788972756194,8157957,나미야 잡화점의 기적,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"지난 10년간 한국에서 가장 많이 팔린 소설이자 히가시노 게이고의 대표작. 30여 년째 비어 있는 폐가, ‘나미야 잡화점’에 숨어든 삼인조 좀도둑이 뜻밖에도 과거로부터 도착한 고민 상담 편지에 답장을 하면서 겪게 되는 기묘한 하룻밤의 이야기를 그린다. 작가는 시공간을 넘나드는 편지라는 설정을 단순한 판타지가 아닌 추리적인 향기와 깊이가 담긴 소재로 승화시킨다.",1,국내도서-소설/시/희곡
15,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
16,9791196219321,60710380,카밍 시그널 calming signals,"13,320원",740원,투리드 루가스/다니엘 K.엘더/강형욱,혜다,"‘카밍 시그널’과 ‘퍼피 라이센스’의 창시자로 널리 알려진 노르웨이의 반려견 훈련사 투리드 루가스. 매년 1,000마리에 가까운 반려견들을 교육하며 얻은 경험과 지식을 모아 펴낸 이 책은 반려견과 진정으로 소통하고 관계를 개선해 나가고자 하는 반려인들이라면 꼭 한번 읽어 봐야할 내용들로 가득하다. 카밍 시그널이란 반려견들이 다른 반려견과 소통할 때 사용하는 몸짓 언어이다. 저자는 15가지 정도의 주요 시그널에 대해 자세히 소개하며 반려견들이 어떤 상황에서 어떤 시그널을 사용하는지, 그 시그널의 의미는 무엇인지 친절히 설명해주고 있다. 또한 오랜 기간 반려견들을 훈련해 온 경험을 바탕으로 다양한 사례와 적절한 조언들도 함께 수록해 놓았다. 특히 함께 실린 다양하고 구체적인 사진 자료들은 경험이 짧은 반려인의 이해를 돕는데 큰 도움을 준다.",1,국내도서-건강 취미
