순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9791133440054,34765847,너의 이름은,"9,900원",550원,신카이 마코토,대원씨아이(단행)(대원키즈),"애니메이션의 신경지를 개척한 『너의 이름은.』! 신카이 마코토 감독이 기적 같은 사랑이란 테마 속에 또 하나의 메시지를 소설에 담았다. 2016년 일본 애니메이션 영화의 흥행 역사를 새로 쓴 『너의 이름은.』. 일본 영화 흥행순위 역대 7위, 1300만 관객 동원 (2016.11월 기준), 이 작품으로 신카이 마코토 감독은 차세대 거장으로 우뚝 섰다. 줄곧 자신의 애니메이션을 소설로 각색해왔으며 이번에도 그의 섬세한 문체로 완성되어 일본 소설 판매 100만부를 돌파하였다(2016.11월 기준). 『너의 이름은.』은 처음에는 소설을 집필할 생각이 없었지만, 애니메이션과의 상호보완적 역할을 위해 영화 완성 3개월 전에 썼다고 한다. 영화에서는 남녀의 시공을 초월한 사랑에 초점이 맞춰졌다면, 소설에서는 이 사랑이라는 테마 위에 또 하나의 메시지를 얹었다고 볼 수 있다. 그것은 작품 속 혜성의 등장이 말해주고 있다. “형식에 새겨진 의미는 언젠가 반드시 되살아난다.",1,국내도서-소설/시/희곡
2,9788959139309,18182099,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"11,520원",640원,김용택,예담,"김용택 시인이 권하는 따라 쓰기 좋은 시 101+10 ‘섬진강 시인’이란 별칭으로 잘 알려진 시인 김용택. 2001년 사람들이 주목하지 않았던 문학 장르인 시를 엮어 《시가 내게로 왔다》를 소개하며 대중에게 시가 좀 더 친숙해지는 계기를 만든 장본인이기도 하다. 그런 그가 이번에는 여러 문인의 시를 직접 읽고 따라 써보며 ‘독자들도 꼭 한번은 따라 써보길 바라는 마음’으로 101편의 시를 엄선했다. 이 책에는 김소월, 이육사, 윤동주, 백석 같이 교과서에서 접해 친근한 작가의 작품은 물론, 김혜순, 황지우, 천양희, 이성복, 신경림 등 한 시대를 풍미한 문인의 시, 폴 엘뤼아르, 프리드리히 니체, 요한 괴테 등 외국 작가의 메시지까지 다양하게 수록하였고, 독자들이 사랑하는 김용택 시인의 시 10편도 함께 소개했다.",1,국내도서-소설/시/희곡
3,9788933870693,29433467,설민석의 조선왕조실록,"19,800원","1,100원",설민석,세계사,"대한민국 대표 한국사 강사 설민석이 27명의 조선의 왕들을 한 권으로 불러 모아 핵심적인 주요 사건들을 풀어썼다. 설민석 특유의 흡입력 있는 간결함과 재치 있는 말투를 그대로 책에 녹여냈고, 책 중간중간의 질의응답 구성을 통해 바로 앞에서 강연을 듣고 있다는 느낌을 준다.",1,국내도서-역사
4,9791133437900,34765740,너의 이름은. Another Side : Earthbound,"6,300원",350원,신카이 마코토,대원씨아이(단행)(대원키즈),"미츠하를 둘러싼 주변 인물들의 심리를 섬세하게 그려낸 특별판! 과연 그들은 그 때, 어떤 생각을 하고 있었을까?! 본편 소설과 애니메이션에서는 미처 담지 못했던 사이드 스토리, 총4편 수록! 도쿄에 사는 남자 고등학생 타키는 꿈을 통해 시골 마을의 여고생 미츠하와 몸이 바뀌게 된다. 낯선 여자의 몸과 아무것도 모르는 시골 생활에 당황하면서도, 서서히 적응해가는 타키. 그 몸의 주인인 미츠하에 관해서 더 알고 싶다고 생각하기 시작했을 무렵, 평소와 다른 미츠하를 이상하게 생각한 주변 사람들도 그녀와 관련된 기억을 떠올리기 시작하는데-. 신카이 마코토 감독의 장편 애니메이션 『너의 이름은.』의 세계관을 더욱 파고드는 특별판.",1,국내도서-만화/라이트노벨-라이트노벨
5,9791160486735,34569935,완벽한 공부법,"17,820원",990원,고영성/신영준,로크미디어,"지금까지 이런 ‘공부법’ 책은 없었다 모두를 위한 최고의 공부 지침서 수많은 공부법 책이 있지만 많은 책들이 한 사람의 인지적 활동인 공부에 대한 본질적인 이해가 ‘결여’된 상태에서 개인의 특정 ‘경험’을 과학적 근거 없이 경솔하게 일반화시키거나 공부를 ‘시험’이라는 협소한 영역에 국한시키고 있다. 하지만 『완벽한 공부법』은 다르다. 이 책은 교육학, 인지심리학, 뇌과학, 행동경제학 등이 밝혀낸 이론을 통한 과학적 접근뿐만 아니라 실제 수천 명의 학생 및 직장인들과의 상담을 통해 축적된 실전적 노하우가 함께 녹여져 있다. 공부의 본질에 그 어떤 책보다 가깝게 다가섰으며 실질적으로 도움이 되는 공부법을 종합적으로 제시하고 있다. 또한 『완벽한 공부법』은 박사와 독학자라는 뚜렷이 대비되는 학습자 둘이 만든 작품이다. 신영준 박사는 아시아 최고대학인 싱가포르국립대학에서 박사학위를 받고 200회 이상 인용되는 수많은 논문을 썼다.",1,국내도서-자기계발
6,9788925560908,35195874,도깨비 포토에세이,"17,820원",990원,화앤담픽쳐스/스토리컬쳐,알에이치코리아(RHK),"2016~2017 화제의 드라마 [도깨비 포토에세이 출간! 불멸이라는 낭만적 저주에 걸린 도깨비, 김신 그와 기묘한 동거를 시작한 기억상실증의 저승사자 그들 앞에 나타는 도깨비 신부, 지은탁 그들이 펼쳐내는 낭만적 설화를 포토에세이로 만난다! ★ 매회 방영 즉시 뜨거운 화제가 되었던 초감동 에피소드들과 명대사들, 스토리가 생생하게 담겨 있는 ‘포토에세이’ ★ 한 번도 공개된 적 없던 공유x이동욱x육성재x김고은x유인나의 완벽한 케미가 돋보이는 초고화질 현장 스틸컷 ★ 드라마에서 전부 공개되지 않은 비하인드 스토리까지 한눈에 볼 수 있는 기회 케이블 방송사임에도 높은 시청률을 기록하며, 매회 화제를 불러일으킨 tvN 드라마 [도깨비]. 특이하고 매력적인 소재, 현실감 있는 캐릭터, 김은숙 작가 특유의 감각적인 대사는 기본이고, 거기에 더해진 수려한 영상미는 보는 이들의 마음을 흔들기에 충분했다.",1,국내도서-에세이
7,9788960863132,35095534,영어책 한 권 외워봤니?,"12,600원",700원,김민식,위즈덤하우스,"영어가 잘 되면 인생이 술술 풀린다! 영어 고수, 30년 독학의 신이 알려주는 영어 공부 필살기 자동번역기와 각종 어플리케이션의 등장으로 그 어느 때보다 쉽게 영어를 학습할 수 있는 때이다. 그럼에도 불구하고 사람들은 여전히 스트레스를 받으며, 영어 공부에 돈을 쏟아 붓고 있다. 보통의 성인들이 학창시절부터 영어 공부를 한 햇수는 20년은 족히 넘을 것이다. 또 부모가 되어서는 자식에게도 큰돈을 들이면서 영어에 집착한다. 이러한 현실에서 중학교 영어 교과서 외우기로 영어 세계에 입문하여 아무도 토익, 토플을 공부하지 않던 시절에 취미로 공부한 영어 덕분에 외국계 기업에 취직하고, 미국의 [프렌즈] 같은 시트콤을 만들고 싶어 드라마 피디가 된 사람이 있다. 그는 유학은커녕 어학연수, 회화 학원 한 번 다니지 않고 30년 독학으로 습득한 영어 공부 노하우를 『영어책 한 권 외워봤니?』에 담아냈다.",1,국내도서-자기계발
8,9788950968847,35241778,대한민국이 묻는다,"15,300원",850원,문재인/문형렬,21세기북스,"함께 다시 만들어 세워야 하는 완전히 새로운 나라, 지금 대한민국이 원하는 대한민국을 문재인에게 묻고 문재인이 직접 답한다! “주권자 혁명은 비폭력적이고 평화적인 혁명입니다. 우리에게 일상적인 행복을 빼앗아간 비겁한 권력으로부터 우리의 행복을 되찾아 오는 혁명입니다. 일상적인 행복을 추구하는, 안전한 나라를 만들고 싶습니다.” 세월호 그리고 박근혜 게이트를 겪으며 대한민국 국격은 바닥으로 떨어졌다. 아주 평범한 국민들조차 남녀노소 구분 없이 촛불을 들고 변혁을 외치기 시작했다. 총체적인 국가 위기 앞에서, 한결 같은 정치인 문재인은 다시 희망을 말한다. 국민 모두의 뜻이 하나로 모인 지금이야말로 아래로부터의 진정한 개혁이 가능하다고. 그는 그릇된 과거와 부패 청산을 그 어느 때보다도 강조하며, 지금 우리에게 필요한 시대정신은 상식과 정의의 회복이라고 역설한다.",1,국내도서-사회 정치
9,9791186757093,30548474,자존감 수업,"12,600원",700원,윤홍균,심플라이프,"심리학 책 아무리 읽어도 자존감 그대로인 사람에게 추천하는 책! 정신과 의사 ‘윤답장’ 선생의 자존감 셀프 코칭법 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려주는 책. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다.",1,국내도서-자기계발
10,9791133432677,34706136,만화 너의 이름은 1,"4,950원",270원,코토네 란마루/신카이 마코토,대원,"만난 적 없는 두 사람의 해후 천 년마다 나타난다는 혜성의 출현을 한 달 앞둔 일본. 깊은 산속의 시골 마을에 사는 여고생 미츠하는 우울한 일상을 보내고 있었다. 이장인 아버지의 선거운동에, 가계(家系)인 신사의 낡은 관습. 작고 좁은 마을에서 주변의 시선이 더욱 신경 쓰이는 나이인 만큼, 도시를 향한 동경심만 날로 커져갈 뿐이었다. 그러던 어느 날, 자신이 남자가 되는 꿈을 꾼다. 낯선 방, 낯선 친구, 눈앞에 펼쳐지는 도쿄의 거리의 풍경. 당황해하면서도, 그토록 바라던 도시에서의 생활을 마음껏 즐기는 미츠하. 「이상한 꿈이네…….」 한편, 도쿄에 사는 남고생 타키도 기묘한 꿈을 꾼다. 가본 적도 없는 산속 마을에서 자신이 여고생이 되어 있는 것이다ㅡ. 그들이 경험한 꿈의 비밀은? 만난 적 없는 두 사람의 해후 소녀와 소년의 기적 같은 이야기가 지금 시작된다.",1,국내도서-만화/라이트노벨
