순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788996991342,15058512,미움받을 용기,"13,410원",740원,기시미 이치로/고가 후미타케,인플루엔셜,"프로이트, 융과 어깨를 나란히 하며 ‘심리학의 3대 거장’으로 일컬어지고 있는 알프레드 아들러의 심리학을 쉽고 재미있게 구성했다. 인간은 변할 수 있고, 누구나 행복해질 수 있다. 단 그러기 위해서는 '용기'가 필요하다. 자유로워질 용기, 평범해질 용기, 행복해질 용기, 그리고 미움받을 용기.",1,국내도서-인문
2,9788933870648,22659314,내 안에서 나를 만드는 것들,"13,500원",750원,러셀 로버츠/이현주/애덤 스미스,세계사,"250년 전 쓰여진 가장 완벽한 인생 조언 수많은 사람들의 인생을 뒤바꾼 책 일과 관계, 부와 행복에 관한 숨겨진 보물 같은 책 나를 만드는 것은 무엇일까? 나 자신일까, 또 다른 무엇일까? 그 누구도 아닌 나 자신에 대한 질문인데 쉽게 답이 나오지 않는다. 혹시 내가 아닌 다른 외부적 요소들이 나를 만들고 있는 것은 아닐까? 직업, 사는 곳, 자동차, 통장 잔고 등 지금 나는 내 바깥에서 만들어지고 있는지도 모를 일이다. 왜 이 질문이 중요한가? 살아가면서 우리가 원하는 확실한 한 가지 때문이다. ‘잘되는 나’, 더 나은 삶을 이루고 싶은 마음이 그것이다. 그렇다면 진짜 ‘잘되는 나’는 어떻게 만들어질까? 『국부론』의 저자, ‘자본주의 아버지’라 불리는 애덤 스미스는 어떤 거창한 주장을 펼쳤을까? 애덤 스미스는 이런 인간의 본 모습을 일찍이 알아차렸던 것 같다.",1,국내도서-인문
3,9788984372757,23192660,지금 이 순간,"12,420원",690원,기욤 뮈소/양영란,밝은세상,"사랑과 감동의 마에스트로 기욤 뮈소의 판타지 심리스릴러! -2015년 프랑스 베스트셀러 1위! 전 세계 40여 개국 출간! 기욤 뮈소가 10년 넘게 베스트셀러 작가로 자리매김할 수 있었던 비결은 무엇일까? 초창기만 해도 트렌드에 민감한 젊은이들의 감성을 대변하는 작가라는 평가를 받았지만 매년 변신을 거듭하며 새로운 영역을 개척하고 있다는 점이 독자들로부터 변함없는 사랑을 받는 비결이다. 기욤 뮈소의 작품은 치열한 탐구와 변신을 위한 노력의 결정체라고 해도 과언이 아니다. 2013년 작 《내일》과 2014년 작 《센트럴파크》를 통해 스릴러에 도전장을 내밀어 크게 성공을 거둔 바 있었고, 2015년 《지금 이 순간》은 스릴러와 판타지를 결합한 로맨스 작품으로 새로운 도전에 나서 괄목할 만한 성과를 거두었다. 《지금 이 순간》은 기욤 뮈소가 새로운 스타일의 작품을 쓰기 위해 얼마나 섬세하고 치밀하게 연구하는지 확인할 수 있는 작품이다.",1,국내도서-소설/시/희곡
4,9788994120966,15281236,지적 대화를 위한 넓고 얕은 지식,"14,400원",800원,채사장,한빛비즈,"신자유주의가 뭔지, 보수와 진보가 무엇인지, 왜 사회문제가 일어나는지도 몰라서 지식수준이 들통 날까 봐 대화 자리가 두려운 당신에게 오늘도 당신은 수시로 사람들과 만난다. 담배 한 대를 피우는 막간의 시간이든, 점심을 먹는 조금 긴 시간이든, 상사와 외근을 나가야 하는 긴 차 안이든, 대화는 필요하다. 어떤 대화로 연명해왔는가? 쉽게는 어제 뭐 봤니 부터 시작해서 잘 나가는 연예인 이야기를 거쳐 상사 뒷담화로 이어지는 대화의 패턴이 반복되다 보면, 상대가 누구든 그 관계조차 시시해지는 기분이 든다. 그러다 가끔 색다른 상대에 의해 한 차원 높은 지식을 요하는 대화가 시작되면 금방 들통 나는 지식의 한계에 부끄러움마저 느낄 것이다. 현실의 필수적인 지식을 외면한 채, TV 오락과 연예 스캔들, 상사 뒷담화에만 열을 올리는 대화는 허무하다.",1,국내도서-인문
5,9788960868434,19419272,혼자 있는 시간의 힘,"11,520원",640원,사이토 다카시/장은주,위즈덤하우스,"사이토 다카시는 현재 메이지대 인기 교수이자 유명 저자이지만 사실 서른 살이 넘도록 변변한 직업이 없었다. 그러나 그는 재수 생활을 시작한 열여덟 살부터 첫 직장을 얻은 서른두 살까지 철저히 혼자 시간을 보내면서 목표를 현실로 만들기 위해 묵묵히 내공을 쌓았다. 그리고 그 시간이 지금의 그를 만들었다. 저자는 혼자 있는 시간의 필요성을 이야기하며, 혼자 있는 시간을 효율적으로 보내기 위한 방법에 대해 알려준다.",1,국내도서-자기계발
6,9791186805114,23208678,나는 단순하게 살기로 했다,"12,420원",690원,사사키 후미오/김윤경,비즈니스북스,"이미 ‘발 디딜 틈 없는 공간’에 살면서도 하나라도 더 갖기 위해, 남들보다 더 좋아 보이는 것을 사기 위해 하루하루 살아가던 저자가 미니멀리스트가 되기로 마음을 먹으며 소유한 물건들을 버리면서 얻게 된 변화와 행복에 대해 기록한 책이다. 저자는 물건을 버리기 시작하면서 자신에게 진정으로 필요한 것에 대해 스스로 묻고 생각하게 되었고, 남과 비교하는 습관이 없어졌다고 고백한다.",1,국내도서-자기계발
7,9788959893638,22481548,트렌드 코리아 2016,"14,400원",800원,최지혜/김서영/전미영/이향은/이준영/김난도,미래의창,"MONKEY BARS : 원숭이의 재치와 날렵함으로 침체의 늪을 건너뛰다. 풍요와 빈곤이 극적으로 교차하는 Plan Z의 시대. 브랜드의 몰락, 가성비의 부상이 가속화된다. 서울대 소비트렌드분석센터가 전망한 2016년 대한민국 10대 소비트렌드 키워드는 MONKEY BARS로 요약된다. ‘멍키바’는 어린이 놀이터나 군대 유격장에서 볼 수 있는 구름다리를 말한다. 2016년 대한민국을 둘러싼 정치?사회?경제적 위기의 깊은 골을 원숭이가 구름다리를 넘듯 신속하고 현명하게 무사히 건너, 안정된 2017년에 도달하고자 하는 소망을 담았다. 한국 경제가 원숭이의 재치와 날렵함으로 “나무에서 떨어지는 일 없이” 경기침체의 수렁에서 빠져나오는 한 해가 되기를 바라는 소망도 동시에 담았다. 트렌드 코리아가 전망하는 2016 대한민국 소비트렌드를 포괄적으로 품고 있는 키워드는 바로 ‘플랜 Z’ 소비다.",2,국내도서-경제 경영
8,9791158510244,22793441,5년 후 나에게 Q&A a day (2020 로즈골드 특별 한정판),"15,120원",840원,포터 스타일/정지현,토네이도,"“나를 위해 한 권, 그를 위해 한 권 선물했다. 그리고 우리의 삶은 아름다워졌다.” _미국 아마존 독자 “이 책은 삶의 가장 빛나는 순간을 찾아가는 타임캡슐이다.” _영국 아마존 독자 아마존 젊은 독자들의 격찬을 받은 ‘가장 선물하고 싶은 책!’ 아름답고 유려한 디자인, 틈날 때마다 손쉽게 꺼내 생각하고 기록할 수 있는 지혜롭고 영감에 찬 질문들, 가방에 쏙 들어가는 휴대성 등이 이 책을 전 세계 수백만 독자의 사랑을 끌어낸 비결이다. 우리 시대 가장 위대한 예술가 앤디 워홀은 이렇게 말했다. “흔히들 시간이 지나면 자연스럽게 모든 것이 변할 것이라고 생각한다. 하지만 우리 자신이 변하지 않으면 아무것도 변하지 않는다.” 이 책은 지금 이 순간을 살아가는 사람들에게 스스로 변화할 수 있는 기회를 제공한다.",1,국내도서-자기계발
9,9791130605210,17932082,오베라는 남자,"12,420원",690원,프레드릭 배크만/최민우,다산책방,"스웨덴의 한 블로거를 전 세계적 스타 작가로 만든 데뷔 소설. 무엇이든 발길질을 하며 상태를 확인하는 남자. BMW 운전자와는 말도 섞지 않는 남자. 키보드 없는 아이패드에 분노하는 남자. 웬만하면 마주치고 싶지 않은 까칠한 이웃 남자, 오베가 나타났다! 주변 모든 사람들에게 까칠하고 버럭버럭 화를 내는 오베의 모습에 웃음이 나오다가도, 아내를 그리워하며 자살을 준비하는 모습에 코끝이 찡해지기도 한다. 하지만 자살을 하기 위해 필요한 장비를 챙기며 ‘물건 하나 제대로 못 만드는 세상’이라며 투덜대는 모습은 또다시 배꼽을 잡게 만든다. 시종일관 유쾌하고, 불현듯 감동적인 소설.",1,국내도서-소설/시/희곡
10,9788972756194,8157957,나미야 잡화점의 기적,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"지난 10년간 한국에서 가장 많이 팔린 소설이자 히가시노 게이고의 대표작. 30여 년째 비어 있는 폐가, ‘나미야 잡화점’에 숨어든 삼인조 좀도둑이 뜻밖에도 과거로부터 도착한 고민 상담 편지에 답장을 하면서 겪게 되는 기묘한 하룻밤의 이야기를 그린다. 작가는 시공간을 넘나드는 편지라는 설정을 단순한 판타지가 아닌 추리적인 향기와 깊이가 담긴 소재로 승화시킨다.",1,국내도서-소설/시/희곡
