순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788971998557,61385099,역사의 역사,"14,400원",800원,유시민,돌베개,"『거꾸로 읽는 세계사』로부터 30년, 작가 유시민 글쓰기의 새로운 시작. 헤로도토스의 『역사』, 투키디데스의 『펠로폰네소스 전쟁사』부터 유발 하라리의 『사피엔스』까지 고대로부터 최근까지 역사를 사로잡은 18권의 역사서들을 9장으로 나누어 훑으며 ‘역사’라는 화두를 전개해간다. 각 역사서의 주요 내용과 시대적인 맥락, 서사의 새로운 초점과 해석, 역사가의 생애 등을 유시민만의 언어로 요약했다. 여기에 역사가의 속마음을 전달하고, 놓치지 말아야 할 부분을 체크해 주거나, 이해하지 못해도 좋다고 위로하고 격려하는 안내자 역할까지 맡았다. 역사에 대한 애정과 역사 공부의 중요성을 몸소 보여주며, 자신의 역사 공부법을 공개하는 셈이다. 역사의 힘과 논리, 역사가의 생각과 감정, 역사 공부의 재미와 깨달음을 함께 나누는 가운데 저마다 '어떻게 살 것인가'라는 질문으로 나아가게 한다.",1,국내도서-역사
2,9791162202913,58603565,모든 순간이 너였다,"12,420원",690원,하태완,위즈덤하우스,"SNS와 전작 『#너에게』를 통해 50만 명에 이르는 독자들에게 사랑받은 하태완 작가의 두 번째 에세이. 위로받고 싶을 때, 설레고 싶을 때, 사람에 사랑에 상처받았을 때… 삶의 모든 순간에 특별한 위로와 공감을 건넨다. 소중한 모든 순간을 나누고픈 사랑하는 사람에게, 미처 의식하지 못했던 지금 이 빛나는 순간을 조금 더 단단해진 마음으로 맞이하고 싶은 나에게, 선물해주고 싶은 책이다.",1,국내도서-에세이
3,9788925563350,59070026,"곰돌이 푸, 행복한 일은 매일 있어","10,800원",600원,곰돌이 푸 원작,알에이치코리아(RHK),"나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. 곰돌이 푸의 긍정적인 기운과 '나의 삶은 나의 방식으로 정한다'라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다.",1,국내도서-에세이
4,9788932919126,60896840,고양이 1,"11,520원",640원,베르나르 베르베르/전미연,열린책들,"인간이 상상하기 어려운 타자의 시각을 도입하여, 인간 중심주의를 해체하고 이 지구에서 인간이 차지해야 할 적절한 위치를 끊임없이 고민해 온 베르나르 베르베르가 『개미』에 이어 『고양이』에서는 좀 더 성숙하고 발전된 문제 의식을 보여준다. 파리에서 살고 있는 암고양이 바스테트의 시각에서 바라본 인간의 문명을 그린 장편 소설.",1,국내도서-소설/시/희곡
5,9788932919133,60896871,고양이 2,"11,520원",640원,베르나르 베르베르/전미연,열린책들,"인간이 상상하기 어려운 타자의 시각을 도입하여, 인간 중심주의를 해체하고 이 지구에서 인간이 차지해야 할 적절한 위치를 끊임없이 고민해 온 베르나르 베르베르가 『개미』에 이어 『고양이』에서는 좀 더 성숙하고 발전된 문제 의식을 보여준다. 파리에서 살고 있는 암고양이 바스테트의 시각에서 바라본 인간의 문명을 그린 장편 소설.",1,국내도서-소설/시/희곡
6,9788965236504,60820106,3층 서기실의 암호,"18,000원","1,000원",태영호 저,기파랑,"무자비한 독재자인 게 틀림없는데, 떠들썩한 하루 동안의 환영 이벤트로 김정은의 이미지는 더 할 수 없이 미화되었다. 여론조사에서 77.5%가 김정은에게 신뢰가 간다고 답했다 한다. 과연 그럴까? 김정은은 누구이며 북한은 어떤 사회인가? 온 세계의 이목이 북한과 그 지도자 김정은에게 쏠리고 있는 지금, 태영호 전 주영 북한대사관 공사가 밝히는 평양 심장부 이야기는 한국만이 아니라 온 세계 사람들에게 북한의 정확한 실상을 보여 줄 것이다. 우선 한반도 비핵화 문제. 북한 핵폐기냐, 한반도 비핵화냐 라는 용어 중 이번 남북정상 합의문은 한반도 비핵화를 택했다. 이것은 북한이 줄기차게 주장해 온 것으로 결국 주한 미군을 몰아내겠다는 전략에 다름 아니다. 김정은은 결코 핵을 포기하지 않을 것이다. 태공사의 다음과 같은 증언이 그것을 분명하게 확인시켜 준다.",1,국내도서-사회 정치
7,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
8,9788925563367,60606247,"곰돌이 푸, 서두르지 않아도 괜찮아","12,420원",690원,곰돌이 푸 원작,알에이치코리아(RHK),"추억의 친구 ‘곰돌이 푸’가 전하는 지치지도, 포기하지도 않고 적당한 속도로 인생을 살아가는 방법. 『곰돌이 푸, 행복한 일은 매일 있어』의 두 번째 이야기이다. 전작에서 추억의 친구인 푸를 다시 만나는 기쁨을 느낄 수 있었다면, 이번 책에서는 인생의 위기들을 여유 있게 웃어넘기는 푸의 모습 속에서 만만치 않은 인생 내공을 느낄 수 있다.",1,국내도서-에세이
9,9791162540183,60853787,27년 동안 영어 공부에 실패했던 39세 김과장은 어떻게 3개월 만에 영어 천재가 됐을까,"12,600원",700원,김영익,비즈니스북스,"독하게 500문장만 외우면 영어 면접, 회의, PT가 가능해진다. 매일 연습량만 채우면 3개월 후 입이 트이는 영어 훈련법. 초ㆍ중ㆍ고 그리고 대학교까지 우리가 영어를 접해온 시간만 최소 10년, 그런데 왜 아직도 외국인만 보면 피하고 싶고 영어가 두려운 것일까? 애플, 나이키, 구글, MS 등 외국계 기업 직장인들이 열광한 바로 그 영어 공부법! 딱이만큼 영어연구소의 김영익 소장의 영어 훈련법을 한 권의 책에 담았다. 직장인은 공부할 시간이 부족한 데다 당장 직장에서 영어를 써야 하는 경우가 많기 때문에 최단 시간에 최대 효과를 낼 수 있는 훈련을 해야 한다. 저자는 자신의 수준에 맞는 문장을 추려 혼잣말로 반복하고, 알아듣기 어려운 리스닝 공부는 과감히 버리며, 원어민처럼 말하려 하지 말고 불완전한 콩글리시를 최대한 구사하는 등 실제 3,000여 명의 수강생을 통해 검증된 독특한 프리토킹 방법론을 상세히 알려준다.",1,국내도서-자기계발
10,9791162335123,60564391,추리 천재 엉덩이 탐정 6,"10,800원",600원,김정화/트롤,미래엔아이세움,"얼굴로 뿡! 방귀를 뿡! 입으로 뀌는 방귀로 사건을 해결하는 ‘추리 천재 엉덩이 탐정’이 새로운 이야기로 찾아왔습니다! 자칭 신뢰도 NO.1! 마을 최고의 명탐정이라 일컬으며 평화로운 마을에 홀연히 나타난 ‘캐롯 말스 탐정 사무소’의 소장, 캐롯 말스 탐정. 그는 마을 사람들의 마음을 단숨에 사로잡지만, 아이큐 1,104의 추리 천재 엉덩이 탐정은 캐롯 말스에게서 수상한 냄새를 맡게 되는데…….",1,국내도서-어린이
