순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937483943,5788279,스티브 잡스,"22,500원","1,250원",월터 아이작슨/안진환,민음사,"10월 25일, 전 세계 동시 출간! 스티브 잡스가 인정한 유일한 공식 전기 그의 마지막 육성을 만난다 애플의 공동 창업주이자 전 CEO, 21세기를 움직인 혁신의 아이콘 스티브 잡스. CNN의 전 최고 경영자이자 《타임》 전 편집장인 월터 아이작슨의 독점 인터뷰를 통해 그의 전 생애와 우리 모두의 디지털 삶을 바꾼 혁신의 핵심 원천이 최초로 밝혀진다.",3,국내도서-경제 경영
2,9788971848685,5715338,닥치고 정치,"12,150원",130원,김어준/지승호,푸른숲,"침묵을 깨고 김어준이 돌아왔다! 명랑한 시민으로 살기 위한 이 시대의 정치교본을 들고! 그 어디서도 들어본 적 없는 이론과 무학(無學)의 혜안과 통찰이 난무한다. 보수와 진보를 사바나 시절 인간의 본능적 습성으로부터 구분 짓기 시작해 현 정권, 삼성, BBK 등 구체적인 주체와 사건을 통해서 우리나라 보수의 현주소를 보여주고, 또 한편으로 그 반대편에 서 있다고 말하기도 민망한 진보 정당의 한계 또한 확실하게 꼬집는다.",2,국내도서-사회 정치
3,9788901130460,5696349,시골의사 박경철의 자기혁명,"14,400원",800원,박경철,리더스북,"대한민국의 지성, 실천하는 비판가, 열정적 독서광, 청춘의 멘토 시골의사 박경철이 이 시대 청춘에게 던지는 통렬한 자기혁명의 메시지! ‘알지만 실천하지 못하는 후회를 담은 시행착오의 기록’이라는 박경철의 말처럼 그의 치열했던 고뇌의 기록인 동시에, 청년들과 나눈 소통의 흔적이며, 함께 노력하겠다는 의지를 보여준다.",1,국내도서-자기계발
4,9788991643154,2119989,뿌리 깊은 나무 1,"10,800원",600원,이정명,밀리언하우스,"<뿌리깊은 나무>는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다.",3,국내도서-소설/시/희곡
5,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
6,9788991643161,2119991,뿌리 깊은 나무 2,"10,800원",600원,이정명,밀리언하우스,"는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다. 는 한반도 역사상 가장 융성했던 세종 시대, 훈민정음 반포 전 7일간 경복궁에서 벌어지는 집현전 학사 연쇄살인사건을 다룬다. 위대한 군왕인 세종 치세의 궁궐 안 살인사건이라는 설정은 당혹스러울 수도 있다. 그러나 는 모두?..",3,국내도서-소설/시/희곡
7,9788982641206,5703370,"중용, 인간의 맛","11,700원",650원,김용옥,통나무,"중용, 21세기 인류의 정신세계를 리드한다 도올 김용옥 교수는 2008년부터 한글세대를 위하여 중국고전을 번역하는 ""동방고전한글역주대전"" 작업에 혼신의 힘을 쏟아왔다. 최근에 『중용한글역주』를 내었는데, 이 책은 『중용』에 관한 동서고금의 주석을 총망라하여 자신의 철학을 논한 책으로 688페이지에 달하는 방대한 내용이다. 이 책은 자세한 고증, 훈고, 자의字義 통석을 담은 매우 학술적 가치가 높은 책이다. 『중용한글역주』를 어렵게 느낄 일반대중을 위하여 쉽게 쓴 책이 『중용, 인간의 맛』이다.",1,국내도서-인문
8,9788993949469,5912070,달려라 정봉주,"12,150원",670원,정봉주,왕의서재,"나꼼수 4인방 중 유일한 정치인인 정봉주 전 의원이 국민의 열화와 같은 성원에 탄력 받아 더 거대한 꼼수를 거침없이 파헤친 책! 저자가 몸소 체험하거나 간접 체험한 실화를 바탕으로, 현 정부의 아킬레스건이라고 할 수 있는 저축은행비리부터 등록금 인하와 직접 관련 있는 사학법 문제, 아직 끝나지 않은 BBK의 진실공방 등을 낱낱이 분석하고, 사적이지만 깊은 저자만의 정치 이야기도 담아냈다.",1,국내도서-사회 정치
9,9788984315112,5764559,엄마 수업,"10,800원",600원,법륜/이순형,휴(休),"자녀 문제로 괴로워하는 부모에게 법륜 스님이 주는 다정한 조언이자 지혜로 가득 찬 양육 지침서. 저자는 부모와 아이의 관계 특성, 상황별·시기별로 아이를 올바르게 키우는 방법, 좋은 부모의 역할과 자격 등을 소개하며 이것을 바탕으로 우리 아이를 올바르게 사랑하는 지혜를 보여 주고 있다. 오늘날 많은 부모가 자식을 남 보기에 좋은 물건처럼 취급한다. 얼굴 예쁘고, 신체 건강하고, 공부 잘하고, 말 잘 듣고 그런 아이를 원한다.",1,국내도서-가정 살림
10,9788956251622,5802530,흑산 黑山,"12,420원",690원,김훈,학고재,"김훈의 신작 장편소설 『흑산』은 18세기 말과 19세기 초 조선 사회의 전통과 충돌한 정약전, 황사영 등 지식인들의 내면 풍경을 다룬다. 당시 부패한 관료들의 학정과 성리학적 신분 질서의 부당함에 눈떠가는 백성들 사이에서는 ‘해도 진인’이 도래하여 새 세상을 연다는 '정감록' 사상이 유포되고 있었다. 서양 문물과 함께 유입된 천주교는 이러한 조선 후기의 혼란을 극복하고자 한 지식인들의 새로운 대안이었던 셈이다.",1,국내도서-소설/시/희곡
11,9788954615211,5815659,십자군 이야기 2,"13,110원",270원,시오노 나나미/송태욱,문학동네,"“신이 그것을 바라신다”, 이 한 마디의 힘은 엄청났다. 교황 우르바누스 2세의 이 한 마디에 먼 이국땅 오리엔트로 원정을 떠난 유럽 각국의 빈민들과 제후, 그리고 성직자들. 그리고 그들 1차 십자군은 그리스도교도의 성도 예루살렘을 되찾고 에데사 백작령, 안티오키아 공작령, 트리폴리 백작령, 예루살렘 왕령으로 구성된 십자군 국가를 세운다. 하지만 이슬람 세력에 포위된 채 절대적인 병력부족에 시달리는 십자군 국가의 운명은 위태롭기만 하다. 이에 시토파 수도사인 베르나르두스의 주창에 의해 프랑스 왕과 독일 황제 등으로 구성된 2차 십자군이 출정하지만 원정은 실패하고 만다. 십자군 국가는 템플 기사단과 성 요한 기사단의 양대 종교기사단과 이들이 팔레스티나 전역에 축조한 성채들, 그리고 피사, 제노바, 베네치아 등 이탈리아 도시국가의 경제력과 해군력의 지원으로 2차 십자군 원정 실패의 후폭풍을 감당해나가지만, 곧 이슬람측의 영웅 살라딘의 등장으로 위기를 맞는다.",1,국내도서-역사
12,9788936433703,3428863,도가니,"10,800원",600원,공지영,창비,"작가 공지영, 거짓과 맞서 희망을 쓰다! “진실을 결코 개들에게 던져줄 순 없습니다” 작가가 이 소설을 처음 구상하게 된 것은 어떤 신문기사 한 줄 때문이었다고 한다. 그것은 마지막 선고공판이 있던 날의 법정 풍경을 그린 젊은 인턴기자의 스케치기사였다. 그 마지막 구절은 아마도 ""집행유예로 석방되는 그들의 가벼운 형량이 수화로 통역되는 순간 법정은 청각장애인들이 내는 알 수 없는 울부짖음으로 가득 찼다""였던 것 같다.",3,국내도서-소설/시/희곡
13,9788936433635,2849279,완득이,"11,520원",640원,김려령,창비,"마해송문학상과 문학동네 어린이문학상, 창비청소년문학상을 석권한 주목받는 젊은 작가 김려령의 청춘소설. 집도 가난하고 공부도 못하지만 싸움만큼은 누구에게도 지지 않는 열일곱 소년 완득이가 성장해가는 과정을 따뜻하게 그려내었다. 이 소설은 가진 건 타고난 두 주먹뿐인 뜨거운 청춘 도완득, 학생들을 살살 약 올리는 재미로 학교에 나오는 건 아닐까 의심스러운 담임선생 ‘똥주’, 전교 1, 2등을 다투는 범생이지만 왠지 모르게 완득이에게서 눈길을 떼지 못하는 윤하 등 매력적인 인물들을 등장시켜 재미를 더한다.",1,국내도서-소설/시/희곡
14,9788963706320,5635366,독서 천재가 된 홍대리,"11,700원",650원,이지성/정회일,다산북스,"나를 살리는 생존 독서를 시작하라 스무 권이 넘는 책을 펴내고 국내에서만 총 200만부가 넘게 팔려나가며 미국, 일본, 중국, 대만, 베트남 등에서도 활발히 활동하고 있는 이지성 작가의 독서 사랑은 이미 전작을 통해서도 알려져 있는 바이다. 지금의 독서 고수가 되기까지, 그는 처음 어떻게 책을 읽기 시작했을까? 이 책에는 그러한 궁금증을 해결해줄 국민 멘토 이지성의 100% 독서 스토리가 공개되어 있다.",3,국내도서-자기계발
15,9788962170436,5789440,나는 꼼수다 뒷담화,"10,350원",570원,김용민,미래를소유한사람들,"대한민국 정치를 향해, 사회를 향해 직설적으로 딴지를 거는, 배고픈 네 남정네의 세련된 골방 수다! ‘나는 꼼수다’의 오리지날 뒷이야기 2011년 4월 28일, 첫 방송을 시작한 인터넷방송 ‘나는 꼼수다’. 이후 ‘나는 꼼수다’의 행보는 눈부시다는 말로는 부족할 만큼 자발적인 청취자들의 폭발적인 다운로드 속에 대한민국 방송, 언론의 역사를 다시 쓰고 있다.",1,국내도서-사회 정치
16,9788993964349,5911925,고구려 4,"11,520원",640원,김진명,새움,"『무궁화꽃이 피었습니다』의 작가 김진명이 선보이는 필생의 역작. 속도감 있는 전개와 치밀한 구성으로 빚어낸 또 하나의 고구려. 현실과 픽션을 넘나들며 펼치는 과감하고 흥미진진한 이야기로 대한민국 역사소설의 새로운 장을 연 작가 김진명. 그가 데뷔 당시부터 숙원해온 작품 『고구려』를 들고 새롭게 독자들을 찾는다. 김진명의 『고구려』는 고구려 역사 중 가장 극적인 시대로 손꼽히는 미천왕 때부터 고국원왕, 소수림왕, 고국양왕, 광개토대왕까지 다섯 왕의 이야기를 다룬다. 낙랑을 정복한 미천왕 을불의 두 아들, 사유와 무. 형 사유는 성격이 온순하고 동생 무는 활달하여 둘의 성격은 크게 달랐다. 어미를 잃은 새끼가 가엾어 어린 노루에게 활을 겨누지 못하는 사유에 비해 무는 뛰어난 무예솜씨를 선보인다. 모든 사람들이 앞으로의 고구려를 이끌어 갈 왕은 강한 무여야 한다고, 그가 태자가 될 거라는 사실을 의심하지 않았다. 그러나 을불의 선택은 사유였다.",1,국내도서-소설/시/희곡
17,9788960864818,5787732,3무 경영,"11,700원",650원,하지해,위즈덤하우스,"1960년대 한국전쟁으로 온 나라가 황폐했던 시절, 제과업으로 사업을 시작한 롯데. 이후 롯데호텔, 롯데백화점, 롯데마트 등 서비스업으로 영역을 확대해나갔다. 사실 제과업은 미래가 불투명한 업종이며, 서비스업 역시 높은 부가가치를 창출해내기 어려운 업종이라서 재계 5위의 자리에 오르기까지 롯데의 남다른 노력이 뒷받침되었음이 분명하다.",3,국내도서-경제 경영
