순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9791187498384,66997133,고요할수록 밝아지는 것들,"13,500원",750원,혜민,수오서재,"『멈추면, 비로소 보이는 것들』로 자신을 돌아보는 계기를, 『완벽하지 않은 것들에 대한 사랑』으로 나와 타인과 세상에 대한 깊은 이해를 선사한 혜민 스님의 신작 에세이. 혜민 스님의 마음돌봄 3부작의 완성이라 할 수 있는 이 책은 분주하고 복잡하고 소란한 세상, 그 안에서 내가 누구인지, 진짜 하고 싶은 일은 무엇인지 나 자신을 잃어가는 현대인들을 위한 메시지를 담았다. 마음이 고요해질 때 비로소 드러나는 내 안의 소망, 진정 꿈꾸는 삶의 방향과 가치를 찾는 계기, 혹은 오랫동안 눌러놓았던 감정과 기억으로부터 치유되는 계기가 될 것이다. ‘고요함은 나에게 주는 가장 큰 선물’이라는 저자의 말처럼 나 자신을 찾고 싶은 이들에게 이 책은 ‘나에게로 가는 길’의 안내서가 되어줄 것이다.",1,국내도서-에세이
2,9791196552404,67327115,"고마워, 우리 함께했던 모든 순간들 (한정특전 B_투명북마크 11종 세트)","43,650원",480원,스톤뮤직엔터테인먼트,Stone Music Entertainment,"최근 첫 정규앨범을 발매하고 마지막 음반 활동 중인 워너원이 팬들을 위한 포토 에세이를 발간했다. 『워너원 포토 에세이 ‘고마워, 우리 함께했던 모든 순간들’』은 ‘우리 기억 잃어버리지 않게’ 이어서 시즌 2 포토 에세이로 출간되며, 2018년 1년간의 활동들을 사진과 이야기로 엮었다. 특히 이번 포토 에세이는 VOL.1과 VOL.2 두 권으로 구성돼 더욱 풍성한 내용으로 다채로운 워너원의 매력을 느낄 수 있다. VOL.1에는 두 번째 미니앨범 ‘0+1=1 (I PROMISE YOU)’과 세 번째 미니앨범 ‘1÷χ=1 (UNDIVIDED)’의 앨범 재킷 촬영 현장과 뮤직비디오 촬영 현장 등 워너원의 앨범 제작 과정과 비하인드 스토리를 담았고, VOL.2에는 올 한 해 성황리에 마친 워너원 월드투어 ‘ONE : THE WORLD’ 콘서트의 백스테이지 및 라이브 무대 모습을 실어 함께 하지 못했던 팬들의 아쉬움을 달랜다.",1,국내도서-에세이
3,9791196067694,66360714,12가지 인생의 법칙,"15,120원",840원,조던 B. 피터슨,메이븐,"2018년 전 세계를 뒤흔든 전 하버드대 심리학과 교수 조던 피터슨의 불확실한 인생을 꿰뚫는 명강의. ‘어깨를 펴고 똑바로 서라’, ‘세상을 탓하기 전에 방부터 치워라’ ‘당신에게 최고의 모습을 기대하는 사람만 만나라’ 같은 인생의 진리를 심리학, 생물학, 신화, 철학, 종교 등을 바탕으로 써내려간 책이다. 미국과 캐나다, 영국 젊은이들을 비롯해 전 세계에서 ‘피터슨 현상’을 일으키며 200만 부가 넘는 판매 부수를 기록했다. ‘인생은 고통이다. 하지만 무너지지 않을 길은 있다’라고 말하는 이 책은 고된 삶에 무너지지 않고 의미 있는 삶을 사는 지혜를 12가지 법칙에 담아 전하고 있다.",1,국내도서-인문
4,9791157280292,24259730,꽃을 보듯 너를 본다,"9,000원",500원,나태주,지혜,나태주 시집 『꽃을 보듯 너를 본다』. 이 시집은 시인 나태주의 시 가운데 인터넷의 블로그나 트위터에서 자주 오르내리는 시들만 모아 엮은 책이다.,1,국내도서-소설/시/희곡
5,9788959895526,65100984,트렌드 코리아 2019,"15,300원",850원,김난도/이수진/서유현/최지혜/김서영/전미영/이향은/이준영/권정윤,미래의창,"김난도 & 서울대 소비트렌드분석센터의 2019 전망. 2018년 대한민국을 흔들어 놓은 10대 상품을 선정해 트렌드 속 숨겨진 메시지를 분석하고, 다가올 2019년 한국 소비 문화의 흐름을 예측한다. 김난도 교수는 2019년의 소비 흐름을 “원자화·세분화하는 소비자들이 환경변화에 적응하며 정체성과 자기 컨셉을 찾아가는 여정”이라는 한 문장으로 요약했다. ‘1인 마켓(세포마켓)’으로 빠르게 세포분열이 진행되고 있는 시장에서 개인과 기업 모두 살아남기 위해서는 ‘컨셉력’을 갖춰야 한다. 또 하나 중요한 흐름은 밀레니얼 세대가 만들어가는 신(新) 가족풍속도인 ‘밀레니얼 가족’의 등장이다. 밥 잘 해주는 것이 아니라 밥 잘 사주는 예쁜 엄마가 지금 시장을 바꾸고 있다. 타인의 시선을 무시하고 자기만의 기준으로 세상을 사는 ‘나나랜드’ 소비자들의 당당함이 주목받는 한편으로, 감정 표현마저 ‘감정 대리인’에게 외주를 맡기는 약한 마음근육의 소유자들이 늘어나는 현상도 포착된다.",1,국내도서-경제 경영
6,9788925563350,59070026,"곰돌이 푸, 행복한 일은 매일 있어","10,800원",600원,곰돌이 푸 원작,알에이치코리아(RHK),"나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. 곰돌이 푸의 긍정적인 기운과 '나의 삶은 나의 방식으로 정한다'라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다.",1,국내도서-에세이
7,9788984373617,66909910,아가씨와 밤,"13,050원",720원,기욤 뮈소/양영란,밝은세상,"『아가씨와 밤』은 한국에서 15번째로 출간하는 기욤 뮈소의 장편소설이다. 기욤 뮈소가 독자들로부터 변함없이 사랑받고 있는 이유는 끊임없이 변신을 모색해온 덕분이다. 기욤 뮈소는 판타지, 로맨스, 스릴러가 복합적으로 가미된 소설을 써오다가 근래 들어 스릴러의 비중을 높였다. 『아가씨와 밤』은 판타지적인 요소는 없지만 흥미진진한 스토리와 강렬한 서스펜스로 독자들의 시선을 사로잡는다. 독특한 개성을 가진 다양한 인물들이 등장하며 깊이 있고 섬세한 심리묘사를 통해 인물들의 내면세계를 흥미롭게 그려내고 있다.『내일』이후 기욤 뮈소는 뛰어난 스릴러 작가로 변신했다.『아가씨와 밤』은 기욤 뮈소 스릴러의 정점에 있는 작품이라고 해도 과언이 아니다.",1,국내도서-소설/시/희곡
8,9791162339466,67032106,추리 천재 엉덩이 탐정 7,"10,800원",600원,김정화/트롤,미래엔아이세움,"얼굴로 “뿡!”, 방귀를 “뿡!” 입으로 뀌는 ‘방귀’로 사건을 해결하는 ‘추리 천재 엉덩이 탐정’이 새로운 이야기로 찾아왔습니다. 해 질 무렵, 엉덩이 탐정 사무소의 문을 두드린 코알라 양! 비장한 표정을 한 ‘코알라 양’에게서 나온 말은…… “귀신 잡으러 같이 가 주세요!” 평화로운 마을, 언덕 끝에 자리한 텅 빈 ‘전망 여관’에 눈알 귀신이 나타났다! 이 오싹한 눈알 귀신의 정체는 과연……? 이번 사건도 IQ 1,104의 엉덩이 탐정이 척척 해결합니다. 다들, 코 막을 준비하세요!",1,국내도서-어린이
9,9788954653817,67018988,"걷는 사람, 하정우","13,950원",770원,하정우,문학동네,"배우 하정우의 에세이. 무명 배우 시절부터 천만 배우로 불리는 지금까지, 서울을 걸어서 누비며 출퇴근하고, 기쁠 때도 어려울 때도 골목과 한강 변을 걸으면서 스스로를 다잡은 기억을 생생하게 풀어놓는다. ‘배우로서 지금까지 걸어온 길과 실제로 그가 두 다리로 땅을 디디며 몸과 마음을 달랜 걷기의 노하우와 걷기 아지트, 그리고 걸으면서 느낀 몸과 마음의 변화’에 대한 이야기가 이 책에 모두 담겨 있다. 그가 길 위에서 바라본 노을, 무지개, 하늘, 그의 새벽 걷기 코스의 쉼터이자 카페가 되어주는 한강 편의점, 걸은 후에 그가 직접 조리한 요리 등 그가 모아둔 일상의 단편들이 스냅사진으로 실려 있다.",1,국내도서-에세이
10,9788965962823,64610518,골든아워 1,"14,220원",790원,이국종,흐름출판,"외상외과 의사 이국종 교수가 눌러쓴 삶과 죽음의 기록이다. 저자는 17년간 외상외과 의사로서 맞닥뜨린 냉혹한 현실, 고뇌와 사색, 의료 시스템에 대한 문제의식 등을 기록해왔다. 때로는 짧게 때로는 길게 적어 내려간 글은 그동안 ‘이국종 비망록’으로 일부 언론에 알려졌다. 그 기록이 오랜 시간 갈고 다듬어져 두 권의 책(1권 2002-2013년, 2권 2013-2018)으로 출간됐다. 이국종 교수의 『골든아워』는 대한민국 중증외상 의료 현실에 대한 냉정한 보고서이자, 시스템이 기능하지 않는 현실 속에서도 생명을 지키려 애써온 사람들-의료진, 소방대원, 군인 등-의 분투를 날 것 그대로 담아낸 역사적 기록이다.",1,국내도서-에세이
11,9788971998557,61385099,역사의 역사,"14,400원",800원,유시민,돌베개,"『거꾸로 읽는 세계사』로부터 30년, 작가 유시민 글쓰기의 새로운 시작. 헤로도토스의 『역사』, 투키디데스의 『펠로폰네소스 전쟁사』부터 유발 하라리의 『사피엔스』까지 고대로부터 최근까지 역사를 사로잡은 18권의 역사서들을 9장으로 나누어 훑으며 ‘역사’라는 화두를 전개해간다. 각 역사서의 주요 내용과 시대적인 맥락, 서사의 새로운 초점과 해석, 역사가의 생애 등을 유시민만의 언어로 요약했다. 여기에 역사가의 속마음을 전달하고, 놓치지 말아야 할 부분을 체크해 주거나, 이해하지 못해도 좋다고 위로하고 격려하는 안내자 역할까지 맡았다. 역사에 대한 애정과 역사 공부의 중요성을 몸소 보여주며, 자신의 역사 공부법을 공개하는 셈이다. 역사의 힘과 논리, 역사가의 생각과 감정, 역사 공부의 재미와 깨달음을 함께 나누는 가운데 저마다 '어떻게 살 것인가'라는 질문으로 나아가게 한다.",1,국내도서-역사
12,9791187119845,33529377,나는 나로 살기로 했다,"12,420원",690원,김수현,마음의숲,"진짜 ‘나’로 살기 위한 뜨거운 조언들. 어른이 처음인 당신을 위한 단단한 위로들. 이 책은 우리가 온전한 ‘나’로 살아가기 위해 무엇이 필요한지 말해준다. 돈 많고 잘나가는 타인의 SNS를 훔쳐보며 비참해질 필요 없고, 스스로에게 변명하고 모두에게 이해받으려 애쓰지 말라고 이야기한다. 불안하다고 무작정 열심히 할 필요 없고, 세상의 정답에 굴복하지 말라고 응원한다. 인생의 지나가는 사람들에게 더 이상 상처받지 말고, 누군가의 말에 흔들리지 말고, 자신만의 문제라고 착각하지 말라고. 우리에게 가장 필요한 말, 나답게 살라고 말한다.",1,국내도서-에세이
13,9788965746669,64694842,당신이 옳다,"14,220원",790원,정혜신,해냄,"저자는 이 책을 통해 ‘적정심리학’이란 새로운 패러다임을 통해 강력한 치유 원리와 구조를 제시한다. 이는 간단하지만 본질을 건드려 세상을 변화시키는 적정기술처럼, 사람의 마음과 존재의 본질을 움직여 상처를 치유하고 삶을 회복시키는 심리학을 뜻한다. 복잡한 이론과 전문가의 진단에만 의존하지 않고 스스로 나와 남을 돌보고 치유할 수 있는 간단하지만 강력한 치유법, 집밥 같은 치유법이다. 그 핵심은 바로 ‘공감’이며, 스스로는 물론 한 사람의 고통에 마음을 포개려는 섬세한 시선과 지지에 바탕을 둔다. 공감은 다름 아닌 치유자 정혜신이 극한 상황에서 사람을 살린 결정적 무기이다. 십수 년 동안 ‘거리의 치유자’로서 국가폭력 피해자를 비롯, 쌍용자동차 해고 노동자, 세월호 참사 피해자들의 치유와 회복에 힘써오며, 저자는 공감이야말로 어떤 치료제나 전문가의 고스펙 자격증보다 강력하게 사람의 마음을 되살리는 힘을 발휘함을 확인했다.",1,국내도서-인문
