순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
2,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
3,9791156757016,44266464,주진우의 이명박 추격기,"13,500원",750원,주진우,푸른숲,"나에겐 꿈이 있다. 이명박을 검찰청 포토라인에 세우는 꿈. 벌써 10년이 넘었다. 사라지는 돈을 쫓아다닌 지. 싱가포르로 사라지고, 캐나다로 사라지고, 케이맨제도로 사라지고……. 자꾸 돈이 사라지는 불가사의한 일이 연이어 생긴다. 그런데 돈이 사라지는 언저리에 이명박이 어른거린다 자꾸만. 난 하나만 하려고 한다. 오직 한 사람만 쫓고 있다. 이명박. 가는 길이 평탄하지만은 않다. 그래도 포기할 수 없다. 정보가 있는 사람에게는 무조건 찾아가 정성을 다했다. 변심한 애인에게 매달리듯 매달리고 또 매달렸다. 돌아이 기자의 이명박 재산 찾아주기 프로젝트. 그 처절한 실패 연대기를 시작해보겠다.",1,국내도서-사회 정치
4,9788954622035,9196011,살인자의 기억법,"9,000원",500원,김영하,문학동네,"첫 문장의 강렬함이 채 사라지기 전에 마지막 문장의 마침표까지, 숨 가쁘게 내달린다. 그리고 문득 눈앞을 가리는 아득한 심연! 수식어가 필요 없는 작가, 다른 누구도 아닌 바로 그 김영하다. 올해로 데뷔한 지 19년. 하지만 그는 독보적인 스타일로 여전히 가장 젊은 작가다. 그의 소설은 잔잔한 일상에 ‘파격’과 ‘도발’을 불어넣어 우리를 흔들어 깨운다. 그가 일깨운 우리의 일상은, 매순간이 비극인 동시에 또한 희극이다. 슬픔과 고독, 아이러니와 패러독스의 인물들을 마주할 때마다 내 곁을 스쳐지나간 사람들의 얼굴이 하나하나 떠오른다. 김영하는 어느새 우리 삶에 깊숙이 침투해 있다. 데뷔작 『나는 나를 파괴할 권리가 있다』에서 김영하는 우리에게 자살안내인을 소개했다. 판타지이고 허구인 줄만 알았던 그의 역할이 오래지 않아 현실이 되는 기이한 현상을 목도한 우리는 이제 다시 그 강렬했던 경험을 만나게 된다.",1,국내도서-소설/시/희곡
5,9791186560433,40936880,[예스리커버] 명견만리_새로운 사회 편,"14,220원",790원,KBS 명견만리 제작팀,인플루엔셜,"향후 인류에게 가장 중요한 문제들에 관해 새로운 담론을 제기하며 충격을 던졌던 『명견만리』. 인구쇼크, 교육, 기술 등 소수 엘리트 집단이 독점해오던 이슈들을 대중의 장으로 끌고 나옴으로써 우리 사회의 절박한 어젠다를 효과적으로 공론화해왔다는 평가를 받는다. 서울시, 서울시교육청, KT경제연구소, 박원순 서울시장 등 각종 기관과 각계각층 명사들의 관심을 모았다. 『명견만리: 새로운 사회 편』에서는 ‘정치, 생애, 직업, 탐구’ 네 주제를 통해 과거와 확연히 다른 모습으로 다가올 새로운 사회를 조명하고, 내일을 열어가기 위한 인류의 노력과 지혜를 모두 모았다. “더 나은 세상을 향한 아이디어가 여기에 있다.",1,국내도서-경제 경영
6,9791196025861,45001049,설민석의 한국사 대모험 4,"9,450원",520원,설민석 /스토리박스/정현희,아이휴먼,"구석기 시대, 신석기 시대, 청동기 시대, 철기 시대 설쌤과 함께 선사시대 우리 선조들의 생활과 문화를 체험하는 역사 여행을 시작하세요! 선사 시대 우리 조상들의 모습은 어땠을까? 비록 많은 기록이 남아있지는 않지만, 우리는 당시의 유물들을 통해 선사 시대 사람들의 삶의 모습을 유추하고 있습니다. 그리고 수만 년 전부터 꾸준하게 발전되어온 모습들이 결국 현재 우리의 삶에 큰 줄기가 되었음을 부인할 수는 없습니다. 황 대감의 계략으로 우연히 구석기 시대로 떨어지게 된 설쌤 일행은 구석기, 신석기, 청동기, 철기 시대를 거치면서 당시의 사회와 생활을 체험합니다. 그곳에서 흥수아이일지도 모르는 돌돌이를 만나 뜨거운 우정을 나누기도 했으며, 주몽의 도움을 받아 위험을 벗어나기도 합니다. 이런 일련의 사건들을 통해서 『설민석의 한국사 대모험 4』는 선사 시대의 모습을 어린이들에게 좀 더 생생하고 재미있게 이야기하고 있습니다.",1,국내도서-어린이
7,9791186560204,30666296,[예스리커버] 명견만리_미래의 기회 편,"14,220원",790원,KBS 명견만리 제작팀,인플루엔셜,"전국서점 경제경영 1위! KT경제연구소·박원순 시장 등 다수 추천 화제의 KBS 〈명견만리〉, 두 번째 화두를 던지다 인구쇼크, 일자리, 경제, 의료 등 향후 인류에게 가장 중요한 문제들에 대해 새로운 담론을 제기하며 충격을 던졌던 명견만리. KT경제연구소 휴가철 추천도서, 고려아카데미컨설팅 세대공감 추천도서, 박원순 서울시장 휴가철 추천도서 등 각종 기관과 시·도지사들의 추천을 받아 경제경영 분야 1위에 오르며 독자들의 꾸준한 사랑을 받고 있다. 전편 『명견만리』에서 인구, 경제, 북한, 의료 분야를 중심으로 기존의 예측을 깨는 내용들을 보여줬다면, 이번 『명견만리_미래의 기회 편』에서는 윤리, 기술, 중국, 교육 분야를 중심으로 우리 공동체와 개인의 미래를 바꿀 기회들을 탐색한다. 김영란법, 착한소비, 융합교육, 4차 산업혁명, 플랫폼 혁명, 주링허우 세대, 인공지능처럼 과거와 확연히 달라질 미래의 기회들을 모두 모았다.",1,국내도서-경제 경영
8,9788997092772,39441749,말의 품격,"13,050원",720원,이기주,황소북스,"『언어의 온도』로 많은 독자의 사랑을 받은 이기주 작가의 에세이집. 경청, 공감, 반응, 뒷말, 인향, 소음 등 24개의 키워드를 통해 말과 사람과 품격에 대한 생각들을 풀어낸다. 고전과 현대를 오가는 인문학적 소양을 바탕으로 작가 특유의 감성을 더해 볼거리와 생각할 거리를 동시에 전한다.",1,국내도서-자기계발
9,9791185716541,45513086,엄마 반성문,"12,600원",700원,이유남,덴스토리(DENSTORY),"“문제아는 없습니다! 문제 부모가 있을 뿐입니다” 『엄마 반성문』은 초등학교 교장 선생님인 저자가 아들딸에게 쓰는 반성문이다. 또한 이 책은 사랑이라는 이름으로 자녀들을 불행하게 만들고 있는 이 땅의 부모님들에게 같이 반성문을 쓰자고 권하는 책이기도 하다. ‘1등 교사’-‘1등 엄마’로 자신만만했던 저자는, ‘전교 1등’ 고3아들의 느닷없는 자퇴선언을 시작으로 악몽 같은 사건을 연이어 겪는다. 그리고 ‘아이들을 살리고 봐야겠다’는 절박한 심정으로 시작한 코칭을 통해서 무엇이 잘못되었는지 깨닫게 된다. 자신은 ‘부모가 아니라 감시자였고, 무자격 부모’였다는 것을. 저자의 생생하고 진솔한 경험담을 통해 배우는 ‘행복한 자녀, 존경 받는 부모’가 되는 방법을 소개한다.",1,국내도서-가정 살림
10,9791186560167,27916697,[예스리커버] 명견만리_인류의 미래 편,"14,220원",790원,KBS 명견만리 제작팀,인플루엔셜,"“《명견만리》는 우리의 시야를 한 단계 끌어올리는 책이다.” - 김난도(서울대 소비자학과 교수, 《트렌드 코리아》 저자) 오늘날 가장 뜨겁고, 앞으로 인류에게 가장 중요하게 닥칠 문제들은 무엇일까? 또 기회는 어디에 있을까? 인구 변화, 일자리 소멸, 유전자 혁명, 새로운 소비 형태의 등장 등…. 가까운 일상의 풍경부터 우리가 쉽게 접하지 못하고 예상 못하는 이슈들까지, 지금 우리가 가져야 할 미래지식을 모두 담았다.",1,국내도서-경제 경영
