순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788960865570,10992584,미생 - 아직 살아있지 못한 자 (총9권) 완간 박스세트,"89,100원","4,950원",윤태호,위즈덤하우스,"대한민국 직장인들을 ‘미생 신드롬’에 빠뜨린 『미생 - 아직 살아 있지 못한 자』 완간 세트. 바둑만 알던 청년 장그래가 무역회사에 입사하면서 벌어지는 일들을 사실적으로 그려내어, 신입사원부터 사장까지 모두의 공감을 자아낸 샐러리맨 만화의 역작이다. 취업준비생과 신입사원에게는 직장생활을 어떻게 해야 하는지 알려주고, 매너리즘에 빠져 관성적으로 하루하루를 보냈던 대리, 과장에게는 자신의 일에 대한 긍지를 안겨주었으며, 미래를 꿈꾸기보다 과거를 돌아보는 일이 많아졌던 차장, 부장의 가슴을 새롭게 뛰게 해주었다.",3,국내도서-만화/라이트노벨
2,9791185502076,14155992,비밀의 정원 Secret Garden,"10,800원",600원,조해너 배스포드,클,"아날로그적인 재미와 일상과 거리 두기로 전 세계에 열풍을 일으켰던 스테디셀러 컬러링북! 『비밀의 정원』 한국어판 출간 5주년 기념 특별 리커버 에디션 출간! 컬러링북이라는 말이 생소하던 2014년에 등장한 『비밀의 정원』은 전 세계 1300만, 우리나라 155만 독자가 선택할 만큼 놀라운 기세로 컬러링북 열풍을 불러일으켰다. 이 책은 컬러링북의 대명사이자, 새로운 취미를 탄생하게 한 책으로, 2014년 올해의 책으로 선정되었으며, 출간 이후 지금까지 전 연령을 아우르며 이제는 취미와 예술 분야의 스테디셀러로 자리하고 있다. 이 책 『비밀의 정원』이 한국어판 출간 5주년을 맞아, 특별 리커버 에디션을 선보인다. 전 세계 어디에서도 찾아볼 수 없는 아름다운 디자인의 표지에는 오직 우리나라 독자만을 위한 작가의 감사 인사와 친필 사인이 인쇄되었다. 본문은 초판과 같다.",1,국내도서-건강 취미
3,9788954625586,14170073,여자 없는 남자들,"12,420원",690원,무라카미 하루키/양윤옥,문학동네,"“우리가 누군가를 완전히 이해한다는 게 과연 가능할까요? 설령 그 사람을 깊이 사랑한다 해도.” 무라카미 하루키 9년 만의 신작 소설집 일본어판 수록 6편 +「사랑하는 잠자」, 총 7편 수록 무라카미 하루키가 단편소설을 묶은 소설집을 출간하는 것은 2005년 『도쿄 기담집』 이후 9년 만이다. 그사이 하루키 월드의 집대성으로 평가되는 대작 『1Q84』를 비롯한 장편소설 집필에 몰두해왔던 그는, 2013년 직접 선별한 영미권 단편소설 모음집 『그리워서』의 번역작업중에 문득 ‘장편을 쓰는 것도 지쳤으니 이제 슬슬 단편들을 써보는 게 어떨까’라는 생각이 들었다고 한다. 그후 그해 말부터 이듬해 봄에 걸쳐 발표한 단편소설 다섯 편과 단행본 출간에 맞춰 새로 쓴 표제작 「여자 없는 남자들」이 모여 이번 소설집이 완성되었고, 이번 한국어 판본에는 『그리워서』에 실렸던 오리지널 단편 「사랑하는 잠자」가 특별히 추가되었다.",2,국내도서-소설/시/희곡
4,9788954610971,3849110,어두운 상점들의 거리,"9,000원",500원,파트릭 모디아노/김화영,문학동네,"잃어버린 시간을 찾아 어두운 기억의 거리를 헤매는 한 남자의 쓸쓸하면서도 아름다운 여정 프랑스 최고 권위의 문학상인 공쿠르상을 수상작이자 프랑스 현대문학의 거장 파트릭 모디아노의 대표작이다. 기억상실증에 걸린 한 퇴역 탐정이 자신의 과거를 추적하는 여정을 그린 소설로, 흥신소의 퇴역 탐정인 작중 화자는 조악한 단서 몇 가지에 의지해 마치 다른 인물의 뒤를 밟듯 낯선 자신의 과거를 추적한다.",1,국내도서-소설/시/희곡
5,9788991984998,5702812,칼 비테의 자녀교육 불변의 법칙,"3,960원",220원,베스트트랜스,미르에듀(MIREDU),평범한 내 아이도 영재로 키울 수 있을까? ‘아이는 부모하기 나름’이라는데 어떻게 지도하면 될까? 지금 당장 칼 비테식 자녀교육을 시작하라. 내 아이도 영재가 될 수 있다. 독일에서뿐만 아니라 전 유럽이 주목했던 천재 학자 Jr. 칼 비테를 키운 아버지 칼 비테가 양육의 해법을 제시한 자녀교육서. 그가 주목 받은 이후부터 아버지 칼 비테의 교육 사상은 전 세계적으로 인정받기에 이른다. 선천적으로 타고난 재능보다 중요한 것은 후천적으로 개발되는 잠재력.,3,국내도서-가정 살림
6,9788967351274,14156539,21세기 자본,"29,700원","1,650원",토마 피케티/장경덕,글항아리,"전 세계에 ‘피케티 신드롬’을 불러일으킨 프랑스 파리경제대 토마 피케티 교수의 『21세기 자본』이 드디어 한국에 상륙한다. 지난해 8월에 프랑스, 올해 4월에 미국에서 번역 출간된 이후 경제계는 물론 세계 지성인의 주목을 한 몸에 받아온 『21세기 자본』은 국내에서도 이미 자본주의에 내재한 불평등의 동학에 대한 참신하고 실증적인 분석과 대담하고 파격적인 대안 제시로 인해 논쟁의 중심에 있다.",1,국내도서-사회 정치
7,9788932916194,9295916,창문 넘어 도망친 100세 노인,"12,420원",690원,요나스 요나손/임호경,열린책들,"전 세계 500만 부 이상 판매된 특급 베스트셀러 100년간 전 세계를 누비며 역사의 현장 한복판에 본의 아니게 끼어든 요절복통 영감님, 101년째 모험을 떠나다! 스웨덴 작가 요나스 요나손의 장편소설이다. 기자와 PD로 오랜 세월 일해 온 작가의 늦깎이 데뷔작인 이 소설은 인구 900만의 스웨덴에서 100만 부, 전 세계적으로 500만 부 이상 팔리며 [백 세 노인 현상]을 일으켰다. 『창문 넘어 도망친 100세 노인』은 1905년 스웨덴의 한 시골 마을에서 태어난 주인공이 살아온 백 년의 세월을 코믹하고도 유쾌하게 그린 작품이다. 급변하는 현대사의 주요 장면마다 본의 아니게 끼어들어 역사의 흐름을 바꿔 놓는 주인공의 활약은 독자로 하여금 역사의 생생한 현장 속으로 빨려 들어가게 한다.",1,국내도서-소설/시/희곡
8,9788993335347,4824437,심리학의 즐거움,"31,500원","1,750원",김문성,휘닉스Dream,"세상을 이기는 가장 확실한 지식을 만난다 세상의 모든 인간관계는 상대의 마음을 읽고 마음을 얻는 것이다. 『심리학의 즐거움 1,2,3』 시리즈를 합본하여 개정 증보한 이 책은, 사회생활을 하면서 인생을 살아가는 데 가장 유익하고 가장 궁금하기도 한 마음의 매커니즘과 마음을 읽고, 마음을 사로잡는 기술을 흥미진진하게 정리하였다. 따라서 이 책은 어렵게만 느껴지던 심리학을 누구라도 쉽게 이해하고 재미있게 읽을 수 있도록 전문용어를 순화시킨 대중심리학의 교과서라 할 수 있다.",3,국내도서-인문
9,9788996746416,6262207,나는 까칠하게 살기로 했다,"13,500원",750원,양창순,센추리원,"자존감을 지키며 건강한 인간관계를 유지하는 법 상처받지 않고 사람을 움직이는 관계의 심리학 자신의 자존감을 지키면서도 사람의 마음을 움직이는 심리적 방법을 다양한 임상 사례와 심리학 이론을 통해 쉽고 재미있게 풀어, 우리 일상에 바로바로 적용할 수 있도록 소개한 책이다.",3,국내도서-자기계발
10,9788983924469,7221040,메이즈 러너,"13,320원",740원,제임스 대시너/공보경,문학수첩,"과거의 기억을 삭제당한 채 거대한 미로 속에 감금된 소년들의 생존과 탈출을 그린 소설. 『메이즈 러너』는 정체를 알 수 없는 존재에 의해 거대한 벽에 둘러싸인 미로에 갇혀버린 소년들의 의문과 갈등, 그리고 살아남기 위한 분투를 폭발적인 액션과 서스펜스가 가미된 방대한 스케일로 풀어낸 소설이다. 이유도 모르는 채 자유를 잃어버린 10대 청소년들의 불안한 심리를 세밀하게 포착하여 페이지를 넘길수록 더욱 흥미를 더해가는 강력한 흡입력을 보여주고 있다. 도대체 그들은 왜 미로 속에 갇힌 것인지, 과연 미로 밖으로 탈출할 수 있을지, 그 해답을 찾는 과정 속에 흐르는 팽팽한 긴장감과 황량한 절망감, 지치지 않고 등장하는 반전과 재미 덕분에 독자는 앞으로 벌어지게 될 사건에서 눈을 뗄 수 없을 것이다.",1,국내도서-소설/시/희곡
11,9788950966959,14684523,꿈이 있는 아내는 늙지 않는다,"13,500원",750원,김미경,21세기북스,"“아내들이여, 가슴 뛰는 삶을 포기하지 마라” 대한민국 30만 아내들이 뜨겁게 공감한 꿈아내로 사는 법 ! 여성들이 가장 만나고 싶어 하는 라이프코치, 국민 강사 김미경이 결혼 이후 자신의 꿈을 성장시켜온 노하우를 토대로 아내와 엄마, 그리고 한 인간으로서 자신의 꿈을 실현하며 살고 싶은 여성들에게 꿈을 설계하고 실현해 나가는 데 필요한 해법을 통쾌하게 전한다. 더 깊고 풍부해진 내용으로 전면 수정·보강된 개정증보판이다.",3,국내도서-자기계발
12,9788997686476,14967861,2015 가계북,"13,500원",750원,그리고책 편집부 저,그리고책,"돈에 끌려 다니지 않고 소비와 지출을 통제하기 위해서는 생활을 기록하고 계획하는 게 중요하다. 〈2015 가계북〉은 사용 내역을 항목으로 나눴고, 각 월마다 총정리 장이 따로 있어서 한 눈에 들어오게 정리할 수 있어 계획적인 소비를 돕는다. 그 외에 경제 상식과 연간, 월간 스케줄 등도 있어 다양하게 활용이 가능하다.",3,국내도서-가정 살림
13,9788983924490,7293199,스코치 트라이얼,"13,320원",740원,제임스 대시너/공보경,문학수첩,"과거의 기억을 삭제당한 채 거대한 미로 속에 감금된 소년들의 생존과 탈출 《메이즈 러너》의 후속편. 소설은 1권의 질문에 대한 해답을 주는 동시에 또 다른 사건과 의문들로 독자의 호기심을 자극한다. 소년들은 어째서 이런 시련을 겪어야만 할까? 오직 소년들만이 세상을 구할 책임을 지고 싸움을 강요당하는 이유는 무엇일까? 충격적인 미래를 배경으로 도덕적 딜레마와 생존의 문제를 생각하게 만들며, 이야기의 힘 덕분에 이런 주제들이 더욱 오싹하고 충격적으로 와 닿는다. 《메이즈 러너》에서 ‘미로 시험’을 통해 몇몇은 목숨을 잃었고 살아남은 아이들을 기다리고 있는 건 ‘사막 통과’ 시험이다. 사막화된 황무지로 뛰어들어 2주 안에 160킬로미터를 통과하는 과제다. ‘사악’이라는 단체는 소년들에게 동기를 부여하기 위해 일부러 바이러스에 감염시키고, 무사히 통과한 이들에게만 치료제를 제공하기로 한다.",1,국내도서-소설/시/희곡
14,9788954625883,14527972,버티는 삶에 관하여,"14,220원",790원,허지웅,문학동네,"그 무엇보다도 ‘버티는 것’만이 삶의 유일한 명제였다는 작가 허지웅에게, 버티는 삶이란 어떤 것일까. 책에는 그의 어머니와 가족에 대한 기억, 20대 시절 그가 맨몸으로 세상에 나와 버틴 경험들과 함께, 소용돌이 가득한 이 시대에 한 사람의 평범한 사회인으로서 견디고 화내고 더 나은 세상의 가능성을 꿈꾸며 써내려왔던 글들이 오롯이 담겨 있다.",1,국내도서-에세이
15,9788983925251,14061459,데스 큐어,"13,320원",740원,제임스 대시너/공보경,문학수첩,"과거의 기억을 삭제당한 채 거대한 미로 속에 감금된 소년들의 생존과 탈출을 그린 「메이즈 러너 시리즈」 제3권 『데스 큐어』. 이 책은 소년들을 의문의 실험 속에 몰아넣었던 ‘사악’의 존재가 차츰 드러나며 퍼즐이 맞춰지고, 삭제되었던 주인공 토머스의 기억이 돌아오면서 예상치 못한 결말을 향해 급물살을 타는데...",1,국내도서-소설/시/희곡
16,9788993964844,14049338,싸드 THAAD,"12,780원",710원,김진명,새움,"왜 지금 저들은 한반도에 싸드를 논하는가? “받으면 중국의 적, 받지 않으면 미국의 적. 그렇다면 우리의 선택은?” 세계은행 연구원으로 능력을 인정받으며 승승장구하던 리처드 김의 갑작스러운 죽음. 원인을 쫓던 변호사 최어민은 그의 죽음에 싸드(Terminal High Altitude Area Defense, 고고도 미사일 방어체계)가 관련되어 있다는 걸 알게 된다. 그러나 너무도 분명하게 눈에 보이는 건 오히려 의심해야 하는 법. 리처드 김이 쫓았던 것은 더 큰 어떤 것, 단순한 미사일 방어체계가 아닌 거대한 어떤 그림이었다. 리처드 김이 본 것은 과연 무엇이란 말인가? 미국도 한국 국방부도 표면적으로는 북한을 방어하기 위한 것이라고 말하는 싸드. 그러나 사실은 다르다. 남한에 싸드를 배치하면 중국의 모든 대륙간탄도탄은 무용지물이 된다. 중국의 공격적 미사일 시스템을 완전히 봉쇄할 수 있는 것이다.",1,국내도서-소설/시/희곡
17,9788997296422,14283712,김우중과의 대화,"14,400원",800원,신장섭 저,북스코프,"대우그룹은 더 이상 존재하지 않는다. 그럼에도 대우의 흔적은 국내와 세계 곳곳에 남아 있다. 대우인터내셔널, 대우건설, 대우조선해양, 두산인프라코어(대우종합기계)는 여전히 세계적 명성과 함께 한국 경제의 주역으로 활동 중이다. 아프리카, 중남미, 동남아 등의 신흥국에서 대우의 가치는 한때 대한민국보다 앞섰지만 정작 우리는 무지했다. 이 책은 대우그룹의 성장과 해체에 관한 진실을 밝히고 그에 따른 역사적 재평가를 위해 탄생했다. 김우중 회장과 대우가 침묵한 15년간 한쪽의 이야기만이 정설처럼 굳어졌기에 『김우중과의 대화』가 불러올 파급은 크다. 그러나 본서는 대우그룹의 성장과 해체의 실체적 진실을 말하면서 동시에 대한민국 금융위기 극복방안의 타당성과 이에 대한 냉정한 평가를 담고 있다.",2,국내도서-경제 경영
