순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9791185502076,14155992,비밀의 정원 Secret Garden,"10,800원",600원,조해너 배스포드,클,"아날로그적인 재미와 일상과 거리 두기로 전 세계에 열풍을 일으켰던 스테디셀러 컬러링북! 『비밀의 정원』 한국어판 출간 5주년 기념 특별 리커버 에디션 출간! 컬러링북이라는 말이 생소하던 2014년에 등장한 『비밀의 정원』은 전 세계 1300만, 우리나라 155만 독자가 선택할 만큼 놀라운 기세로 컬러링북 열풍을 불러일으켰다. 이 책은 컬러링북의 대명사이자, 새로운 취미를 탄생하게 한 책으로, 2014년 올해의 책으로 선정되었으며, 출간 이후 지금까지 전 연령을 아우르며 이제는 취미와 예술 분야의 스테디셀러로 자리하고 있다. 이 책 『비밀의 정원』이 한국어판 출간 5주년을 맞아, 특별 리커버 에디션을 선보인다. 전 세계 어디에서도 찾아볼 수 없는 아름다운 디자인의 표지에는 오직 우리나라 독자만을 위한 작가의 감사 인사와 친필 사인이 인쇄되었다. 본문은 초판과 같다.",1,국내도서-건강 취미
2,9788996991342,15058512,미움받을 용기,"13,410원",740원,기시미 이치로/고가 후미타케,인플루엔셜,"프로이트, 융과 어깨를 나란히 하며 ‘심리학의 3대 거장’으로 일컬어지고 있는 알프레드 아들러의 심리학을 쉽고 재미있게 구성했다. 인간은 변할 수 있고, 누구나 행복해질 수 있다. 단 그러기 위해서는 '용기'가 필요하다. 자유로워질 용기, 평범해질 용기, 행복해질 용기, 그리고 미움받을 용기.",1,국내도서-인문
3,9788926396674,14279857,백종원이 추천하는 집밥 메뉴 52,"8,910원",490원,백종원,서울문화사,"밥, 국, 찌개, 반찬, 일품요리 등 꼭 필요한 핵심 집밥 메뉴 52가지 집에서 늘 만들어 먹는 것이 집밥이지만 요리와 친숙하지 않은 대부분의 사람들은 매일매일의 식단을 생각하면, “오늘은 어떤 국을 끓이고, 어떤 반찬을 만들어 먹을까?”, “마트에 가도 매번 같은 식재료만 사게 되네.”, “오늘은 뭔가 색다른 메뉴를 먹고 싶은데 요리를 못해서…….” 등의 고민을 한 번쯤은 해봤을 것이다. 하지만 기본 몇가지만 제대로 알아두면, 그것을 응용하여 얼마든지 원하는 다양한 요리를 만들 수 있다. 이 책에는 나오는 52가지 기본 메뉴만 익혀두면 된다.",1,국내도서-가정 살림
4,9791130605210,17932082,오베라는 남자,"12,420원",690원,프레드릭 배크만/최민우,다산책방,"스웨덴의 한 블로거를 전 세계적 스타 작가로 만든 데뷔 소설. 무엇이든 발길질을 하며 상태를 확인하는 남자. BMW 운전자와는 말도 섞지 않는 남자. 키보드 없는 아이패드에 분노하는 남자. 웬만하면 마주치고 싶지 않은 까칠한 이웃 남자, 오베가 나타났다! 주변 모든 사람들에게 까칠하고 버럭버럭 화를 내는 오베의 모습에 웃음이 나오다가도, 아내를 그리워하며 자살을 준비하는 모습에 코끝이 찡해지기도 한다. 하지만 자살을 하기 위해 필요한 장비를 챙기며 ‘물건 하나 제대로 못 만드는 세상’이라며 투덜대는 모습은 또다시 배꼽을 잡게 만든다. 시종일관 유쾌하고, 불현듯 감동적인 소설.",1,국내도서-소설/시/희곡
5,9788994120966,15281236,지적 대화를 위한 넓고 얕은 지식,"14,400원",800원,채사장,한빛비즈,"신자유주의가 뭔지, 보수와 진보가 무엇인지, 왜 사회문제가 일어나는지도 몰라서 지식수준이 들통 날까 봐 대화 자리가 두려운 당신에게 오늘도 당신은 수시로 사람들과 만난다. 담배 한 대를 피우는 막간의 시간이든, 점심을 먹는 조금 긴 시간이든, 상사와 외근을 나가야 하는 긴 차 안이든, 대화는 필요하다. 어떤 대화로 연명해왔는가? 쉽게는 어제 뭐 봤니 부터 시작해서 잘 나가는 연예인 이야기를 거쳐 상사 뒷담화로 이어지는 대화의 패턴이 반복되다 보면, 상대가 누구든 그 관계조차 시시해지는 기분이 든다. 그러다 가끔 색다른 상대에 의해 한 차원 높은 지식을 요하는 대화가 시작되면 금방 들통 나는 지식의 한계에 부끄러움마저 느낄 것이다. 현실의 필수적인 지식을 외면한 채, TV 오락과 연예 스캔들, 상사 뒷담화에만 열을 올리는 대화는 허무하다.",1,국내도서-인문
6,9791158160081,18486553,내 옆에 있는 사람,"13,050원",720원,이병률,달,"사람이 그래요. 다시는 만날 수 없고 다시는 볼 수 없을 것 같아서 그것만으로 아름다운 사람. 나에게 그 사람이 바로 당신입니다. [끌림]과 [바람이 분다 당신이 좋다]를 기억하는가. 작가는 그 사이 더 부지런히 걸었고, 더 오래 헤매고, 결국은 더 깊게 사랑하였으므로, 더 진하게 웅숭깊어졌다. 하여 2015년 여름, [끌림]이 출간된 지 정확하게 10년이 되는 날, 세번째 여행산문집 [내 옆에 있는 사람]을 출간한다. ‘여행산문집’이라고 하지만 일련의 제목에서 유추할 수 있듯이, 사람에 대한 애정이 먼저다. 전작들이 주로 전 세계 80여 개국을 종횡무진 다니며 이국적인 풍경을 담아냈다면, 이번에는 그 국내편으로 봐도 무방하다. 그렇게 다닌 곳이 서울 경기 충청 강원 경상 전라 제주, 그야말로 전국 8도를 넘나들고 있으며, 산이고 바다고, 섬이고 육지고 할 것 없다.",1,국내도서-에세이
7,9788950960537,18821471,마법천자문 32,"8,820원",490원,올댓스토리,아울북,"차가운 대륙의 마법천자문을 얻고 잔혹마왕을 쓰러뜨리기 위해 손오공, 젠틀맨, 얼음왕비가 뭉쳤다! 과연 이들의 작전은 성공할 수 있을까? 드디어 열리는 최강전사대회 결승전 날. 혼세까지 작전에 합류하면서 작전에 대한 기대감이 높아진 가운데 잔혹마왕이 얼음의 성을 떠나면서 작전이 시작된다. 얼음왕비는 수면의 꽃의 향기로 성 안의 병사들 모두를 잠재우고 성 밖의 침투 팀에게 신호를 보낸다. 얼음왕비의 신호를 받은 침투 팀, 재빨리 성에 들어와 마법천자문이 있는 비밀의 향하지만 무시무시하고 험난한 장애물을 넘기가 만만치 않다. 고생 끝에 비밀의 방에 들어오지만 이들을 따라온 뜻밖의 누군가와 마주하게 된다. 한편 킹베어로 변신한 손오공이 최강전사대회에 참가하여 시간을 끌지만 지루한 경기 탓에 블랙크로우가 시간제한을 둔다. 이때 삼장으로 변신하여 대기 중이던 소밍이 나서서 손오공을 돕는다.",1,국내도서-어린이
8,9788994120997,15867542,지적 대화를 위한 넓고 얕은 지식 : 현실너머 편,"14,400원",800원,채사장,한빛비즈,"누적 다운로드 150만, 철학 분야 1위, 팟빵 종합 10위 화제의 팟캐스트 [지대넓얕] 진행자 채사장의 두 번째 책 《지적 대화를 위한 넓고 얕은 지식》 현실 세계 편(역사, 경제, 정치, 사회, 윤리 편)에 대한 반응은 폭발적이었다. 출간 2주 만에 베스트셀러에 등극했다. 언론 매체에서 빵빵 터트려준 것도 아니고, 저자가 유명해서도 아니다. 인문학의 진정한 입문서에 대한 독자들의 목마름이 마침내 해갈되어서다. 그간 인문교양 도서들은 꼭 알아야 할 지식을 다이제스트로 나열해놓았다. 먹을 땐 맛있지만 먹고 돌아서면 허한 지식의 성찬이었다. 제 것으로 소화되지 않는 지식은 갈증만 불러왔다. 《지적 대화를 위한 넓고 얕은 지식》은 외워야 하는 숫자도, 인문학 고전이라는 어려운 책 설명도, 유명인의 히스토리도 없다. 지금의 세계를 만들어낸 지식의 흐름이 한 편의 천일야화처럼 재미있게 펼쳐진다. 방대한 영역의 지식이 하나로 연결되는 카타르시스에 독자들은 열광했다.",1,국내도서-인문
9,9791186560020,18497861,"조훈현, 고수의 생각법","13,860원",770원,조훈현,인플루엔셜,"“생각이 바뀌면 행동이 바뀌고, 행동이 바뀌면 인생이 바뀐다!” 인생이라는 승부에서 이기고 싶다면, 삶의 기로에 서서 망설이고 있다면, 나만의 인생을 찾기를 원한다면, 지금 바로, 생각 속으로 들어가라! 생.각.은. 반.드.시. 답.을. 찾.는.다. 바야흐로 정보 과잉의 시대다. 우리는 이제 스마트폰 하나만으로 언제 어디서든 정보와 지식을 찾아낼 수 있다. 자신의 생각도 마음껏 표현할 수 있다. 이런 세상에서 우리는 점점 생각하는 일을 멀리 하고, 어떤 일이 생길 때마다 ‘나의 생각’은 젖혀두고 타인의 의견 혹은 누군가가 이미 간 길을 무작정으로 따라가는 경우가 많다. ‘이미 아무것도 안 하고 있지만, 더욱 격렬하게 아무것도 안 하고 싶다’는 한 광고의 카피처럼 생각하는 것 자체를 피하려고 하는 경우도 많다. 하지만 이럴 때일수록 생각의 힘이 중요하다.",1,국내도서-자기계발
10,9791156173601,18932640,2016 전한길 한국사 합격생 필기노트,"10,800원",600원,전한길,에스티앤북스(ST&BOOKS),"[전한길 한국사 합격생 필기노트(2016)]는 개정된 한국사 교과서 및 국정교과서의 내용을 수록하였고, 판서를 알아보기 쉽도록 썼다.",3,국내도서-수험서 자격증
