순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788995904961,3128475,아름다운 마무리,"10,350원",580원,법정,문학의숲,"읽고 또 읽어도 좋다. 법정 스님의 새 산문집! 몇 번을 읽어도 항상 새로운 울림과 깨달음을 주는 법정 스님의 산문집. 1년 전, 병으로 삶과 죽음의 경계를 넘나들었던 스님이 우리에게 전하는 메시지는, '삶은 순간순간이 아름다운 마무리이자 새로운 시작이어야 한다'는 것이다. 상처 입은 이에겐 따뜻한 위안을, 방향을 잃고 흔들리는 이에겐 당당한 삶의 길을 제시하는 귀한 책.",3,국내도서-에세이
2,9788932910413,3726728,파라다이스 1,"8,820원",490원,베르나르 베르베르/임희근,열린책들,"더욱 기상천외한 이야기로 돌아온 베르나르 베르베르 있을법한 과거와 미래 이야기를 통해 '만약에' 세상 속으로! 톨스토이, 셰익스피어, 헤르만 헤세 등과 함께 한국인이 가장 좋아하는 외국 작가로 선정된 바 있는 베르나르 베르베르가 기상천외한 상상력으로 써내려간 이야기를 가지고 돌아왔다. 『개미』, 『타나토노트』, 『신』 등 발표하는 책마다 특유의 상상력으로 흡입력있는 이야기를 들려주었던 베르나르 베르베르.",3,국내도서-소설/시/희곡
3,9788964350508,3684352,삼성을 생각한다,"19,800원","1,100원",김용철,사회평론,"2007년말 대한민국을 떠들썩하게 만들었던 '삼성 비리' 고발의 주인공, 변호사 김용철의 이야기다. 저자가 양심고백 당시 공개한 내용들과 김 변호사가 삼성의 법무팀에서 7년여간 일하면서 보고 겪은 이야기들로 구성되어 있다. 굴지의 대기업에 대해 기존에 가지고 있던 환상이 부서지고, 수많은 비리를 목격했던 그의 경험을 통해 자본주의 시장경제의 원리가 초법적인 힘을 행사해 왔음을 지적한다. 또한 선진 경영과 세계적인 경쟁력이라는 구호 이면에 가려져 왔던 한국경제와 기업집단 문제들에 관한 분석을 전하고 있기도 하다.",1,국내도서-경제 경영
4,9788932910420,3726742,파라다이스 2,"8,820원",490원,베르나르 베르베르/임희근,열린책들,"더욱 기상천외한 이야기로 돌아온 베르나르 베르베르 있을법한 과거와 미래 이야기를 통해 '만약에' 세상 속으로! 톨스토이, 셰익스피어, 헤르만 헤세 등과 함께 한국인이 가장 좋아하는 외국 작가로 선정된 바 있는 베르나르 베르베르가 기상천외한 상상력으로 써내려간 이야기를 가지고 돌아왔다. 『개미』, 『타나토노트』, 『신』 등 발표하는 책마다 특유의 상상력으로 흡입력있는 이야기를 들려주었던 베르나르 베르베르.",3,국내도서-소설/시/희곡
5,9788957074848,3726752,소현,"10,800원",600원,김인숙,자음과모음(이룸),"이상문학상, 현대문학상 등 유수의 국내문학상을 수상한 김인숙 작가의 신작 역사소설 우리가 기억해야 할 또 한 명의 역사 속 인물, 소현 세자 이야기 비극적인 삶을 살아간 소현세자의 이야기를 담은 김인숙 작가의 신작 장편소설. 소현 세자는 1636년 일어난 병자호란으로 당한 삼전도의 굴욕 이후, 아우 봉림대군과 함께 패전국 세자로, 대국을 배신하지 않겠다는 약속으로 청나라에 볼모로 끌려가 고독과 죽음의 불안 속에서 8년여의 세월을 보낸다.",2,국내도서-소설/시/희곡
6,9788934937494,3726638,그 개는 무엇을 보았나,"13,500원",750원,말콤 글래드웰/김태훈,김영사,"머스터드는 10가지가 넘는데 왜 케첩은 1가지뿐인가? 월스트리트의 이단아, 나심 탈레브는 어떻게 투자에 성공했는가? 염색제 광고에 미국 여성사의 비밀이 숨겨져 있다고? 피임약 개발자도 몰랐던 여성의 몸과 마음의 정체는? 개 심리학자와 교감하는 개의 머릿속 생각은? 유방조영술과 항공사진의 공통적인 문제점은 무엇인가? ‘위축’과 ‘당황’의 차이에 대한 심리적 해석.",3,국내도서-경제 경영
7,9788963700342,3631444,덕혜옹주,"10,620원",590원,권비영,다산책방,"비극적 삶을 살다간 조선의 마지막 황녀가 소설을 통해 다시 살아난다 조선왕조의 마지막 핏줄이었던 덕혜옹주의 비극적 삶을 다룬 소설이다. 고종황제의 막내딸, 조선 최후의 황족, 덕수궁의 꽃이라 불렸던 덕혜옹주는 태어난 순간부터 철저히 정치적 희생자로 살아가게 된다. 어린 나이에 고종황제의 죽음을 목격한 후, 일본으로 끌려가 냉대와 감시로 점철된 십대 시절을 보낸 그녀는 일본 남자와의 강제결혼, 10년 이상의 정신병원 감금생활, 딸의 자살 등을 겪으면서 정서적으로, 신체적으로 쇠약해진다.",3,국내도서-소설/시/희곡
8,9788995757703,1951050,살아 있는 것은 다 행복하라,"8,820원",490원,법정/류시화,조화로운삶,"출가 50년, 법정 스님의 잠언 모음집 행복의 비결은 필요한 것을 얼마나 갖고 있는지가 아니라, 불필요한 것에서 얼마나 자유로운지에 달렸다는 가르침을 전해온 법정 스님의 잠언 모음집. 그의 법문들에서 130여 편의 대표적인 잠언들을 류시화 시인이 가려 뽑았다. 2006년, 법정 스님 출가 50년을 기념하는 의미로 기획된 이 책은, 법정 스님과 가까이 지내는 류시화 시인이 엮은 본문과 세계적인 사진작가 마이클 케나의 명상적인 사진들로 이루어져 있다.",3,국내도서-에세이
9,9788974254896,2547786,꿈꾸는 다락방,"12,150원",670원,이지성,국일미디어,세상에는 일평생 허리가 휘도록 일하고도 자기 집 한 채 장만하지 못하는 사람들이 있는가 하면 놀 것 다 놀면서도 어마어마한 재산을 마련하고 엄청난 유명세를 타는 사람들이 존재한다. 노력이 성공의 비결이라는 것이 이론적으로도 말이 안 되는 것은 ‘세상에는 당신과 같은 나이이지만 당신보다 열 배 스무 배 성공한 사람들이 존재한다.’는 사실만 보더라도 알 수 있다. 만일 노력이 성공의 비결이라면 그들은 당신보다 열 배 스무 배 더 많이 노력한 사람들이어야만 한다.,3,국내도서-자기계발
10,9788971993873,3787802,운명이다,"13,500원",750원,노무현/유시민/사람사는세상 노무현재단,돌베개,"노무현 전 대통령의 서거 1주기를 맞이해 고인이 남긴 저서와 미발표 원고 등 각종 인터뷰와 구술 기록을 토대로, 출생부터 서거에 이르기까지 인생역정 전체를 정리한 '정본' 자서전이다. 기록을 일관된 문체로 정리하는 작업은 유시민 전 장관이 맡았다.",3,국내도서-사회 정치
11,9788950921392,3639227,죽을 때 후회하는 스물다섯 가지,"10,800원",600원,오츠 슈이치/황소연,21세기북스,"지금 무엇을 가장 후회하고 있나요? ""후회 없는 삶과 죽음""을 위한 스물다섯 가지 키워드 인간은 누구나 죽음의 문을 피할 수 없다. 죽음이 있다는 것은 이 땅에서의 삶에 끝이 있다는 것이고, 누구에게나 '마지막'이 있다는 뜻이다. 이 세상에 오는 것은 순서대로 오지만 가는 것은 순서가 없다는 말은 이러한 '마지막'이 언제 어떻게 다가올 지 모르기 때문에 생겨난 말이다. 따라서 하루하루 최선을 다해 살아가는 것이 마지막을 잘 준비하며 살아가는 것일지도 모른다.",3,국내도서-에세이
