순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788954608640,3489078,1Q84 1,"13,320원",740원,무라카미 하루키/양윤옥,문학동네,"당신의 하늘에는 몇 개의 달이 떠 있습니까? 그곳에 사랑이 있다면, 그것이야말로 완벽한 사랑일지 모른다…… 일본 출간 한 달 만에 220만 부 돌파! 전세계 독자가 손꼽아 기다려온 무라카미 하루키의 5년 만의 신작 장편소설! 『세계의 끝과 하드보일드 원더랜드』로 시작하여 『노르웨이의 숲』으로 마무리되는 무라카미 하루키 문학의 집대성! “지금 이 세상에 존재하는 내가 과연 진정한 나일까?” 꽉 막힌 고속도로의 비상계단을 내려오면서 다른 세계로 접어든 여자 아오마메.",1,국내도서-소설/시/희곡
2,9788954608657,3489080,1Q84 2,"13,320원",740원,무라카미 하루키/양윤옥,문학동네,"당신의 하늘에는 몇 개의 달이 떠 있습니까? 압도적인 이야기의 강렬함, 읽기를 멈출 수 없는 놀라운 흡인력 전세계 독자가 손꼽아 기다려온 무라카미 하루키 문학의 결정판! 『세계의 끝과 하드보일드 원더랜드』로 시작하여 『노르웨이의 숲』으로 마무리되는 무라카미 하루키 문학의 집대성! 『해변의 카프카』 이후 7년 만에, 『어둠의 저편』 이후 5년 만에 출간된 무라카미 하루키 장편소설로, 일본에서는 폭발적인 반응을 불러 일으켰다.",1,국내도서-소설/시/희곡
3,9788971848173,3442116,"그건, 사랑이었네","10,800원",600원,한비야,푸른숲,"조용한 집으로 돌아와 당신에게 들려주는 한비야, 그녀가 꿈꾸는 세상 세계의 오지를 누비며 도전 의식을 불태우거나 긴급구호 현장에서 불을 끄는 소방관 같은 활동가의 모습을 보여주었던 한비야. 그녀가 이번에는 자신만의 공간인 집으로 독자들을 초대하여 따뜻한 차 한 잔을 나누면서 서로의 고민을 이야기하고 현장에서의 자신을 돌아본다. 한비야의 맨 얼굴과 마주할 수 있는 흔치 않았던 초대이다.",1,국내도서-에세이
4,9788954608992,3531962,공무도하,"11,700원",650원,김훈,문학동네,"김훈 장편소설, 공무도하! 사랑아, 강을 건너지 마라 ‘공무도하’는 옛 고조선 나루터에서 벌어진 익사사건이다. 봉두난발의 백수광부는 걸어서 강을 건너려다 물에 빠져 죽었고 나루터 사공의 아내 여옥이 그 미치광이의 죽음을 울면서 노래했다. 이제 옛노래의 선율은 들리지 않고 울음만이 전해오는데, 백수광부는 강을 건너서 어디로 가려던 것이었을까. 백수광부의 사체는 하류로 떠내려갔고, 그의 혼백은 기어이 강을 건너갔을 테지만, 나의 글은 강의 저편으로 건너가지 못하고 강의 이쪽에 사는 사람들의 이야기다.",1,국내도서-소설/시/희곡
5,9788959134106,3551450,파페포포 레인보우,"8,820원",490원,심승현,예담,"파페포포 레인보우 2009 대한민국 만화대상 수상! 250만 독자의 사랑을 받은 밀리언셀러 『파페포포』의 심승현 작가가 2년 반 만에 선보이는, 파페포포 그 네 번째 이야기. 인생이라는 복잡다단한 스펙트럼 속에서 찾아내는 나만의 고운 빛깔. 나의 빛과 색으로 스스로 무지개를 그리고 채색하는 삶, 스스로 희망을 만드는 삶. 『파페포포 레인보우』에서 작가는 흐린 날에도 무지개를 스스로 띄우는 능동적인 삶을 이야기하고자 한다.",3,국내도서-만화/라이트노벨
6,9788956250960,3539757,성공과 좌절,"13,500원",750원,노무현,학고재,"故 노무현 전 대통령이 서거 전까지 집필한 회고록. 제목 그대로 그의 성공과 좌절, 굴곡진 삶을 고스란히 담고 있다. 노무현 전 대통령이 회고록 집필을 결심하고 목차를 포함하여 대강의 구성을 직접 작성한 '성공과 좌절'을 비롯하여, 회고록 집필을 결정한 뒤 줄거리를 밝힌 구술 기록 ‘살기 위한 몸부림으로’와 ‘스스로 입지를 해체하는 참담함으로’ 등 살아 생전 그가 마지막으로 남긴 글을 모두 이 책에 담았다.",3,국내도서-사회 정치
7,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
8,9788952755988,3472567,아이의 사생활,"15,120원",840원,EBS 아이의 사생활 제작팀,지식채널,"내 아이의 과거, 현재, 미래를 잇는 이해와 감동 보고서 2008년 2월 EBS에서 방송되어 센세이션을 불러일으킨 다큐멘터리 '아이의 사생활'을 책으로 엮었다. '아이의 사생활'은 어른들이 막연히 생각해오던 우리 아이들의 성격과 지능, 남녀의 차이 등을 과학적으로 증명하고 인간 내면에 대한 탐구와 이해를 바탕으로 한 자녀양육 해법을 제시함으로써, 과학다큐는 딱딱하다는 선입견을 깨고 시청자와 언론의 찬사를 받았다.",1,국내도서-가정 살림
9,9788954608855,3528997,"최강희, 사소한 아이의 소소한 행복","11,700원",650원,최강희,북노마드,"달콤야릇한 매력, 우리 시대 최고의 스타일 아이콘! ‘강짱’ 최강희의 감성 포토 에세이! “떠나고 싶습니다. 어디론가 훌쩍. 날아가고 싶습니다. 내가 숨 쉬는 공기 이상으로. beyond buzz! 벌들의 윙윙거림 그것을 넘어선 그곳으로…” 달콤야릇한 매력의 소유자 ‘강짱’ 최강희! 그녀의 풍부한 예술적 감수성과 자연스러움이 듬뿍 담겨 있는 감성 포토 에세이. 아이슬란드를 배경으로 최강희의 모습이 담긴 사진들은 어젯밤 잠자리에서 미소 띠며 꾸었던 꿈처럼 편안하고 사랑스럽다.",3,국내도서-에세이
10,9788984054844,3518780,위험한 경제학 1,"11,700원",650원,선대인,더난출판사,나라 경제는 좋단다. 당신의 경제도 좋은가? 당신의 재산은 누구도 지켜주지 않는다! 한국경제의 회복을 알리는 온갖 소식들이 지면과 화면을 가득 채우고 있다. 한국이 이번 세계경제위기를 가장 먼저 탈출할 것이라는 전망이 나라 밖에서부터 나오고 있다. 불과 2009년 초만 해도 백척간두의 위기감을 느꼈던 한국경제다. 그런데 정말 한국경제는 그렇게 급속도로 회복되고 있는 것일까. 저자는 한국경제는 여전히 매우 위험한 상황에 놓여 있다고 진단한다. 다가오는 경제 쓰나미의 진단과 생존법을 이 책에 제시하고 있다.,2,국내도서-경제 경영
