순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788901219943,54233937,신경 끄기의 기술,"13,500원",750원,마크 맨슨/한재호,갤리온,"현재 미국에서 가장 주목받는 인플루언서 마크 맨슨은 『신경 끄기의 기술』을 통해, 기존의 자기계발서를 뒤집는 신선한 패러다임을 선보인다. 무조건 믿고 노력하는 것만으로 인생이 특별해지거나 행복해지는 것은 아니며, 앞뒤 따지지 않는 긍정은 오히려 독이라는 것이다. 때론 내려놓고, 포기하고, 더 적게 신경 써야만 인생에서 진짜 중요한 것들을 발견할 수 있기 때문이다.",1,국내도서-자기계발
2,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
3,9788959894819,53232869,트렌드 코리아 2018 (10주년 특별판),"16,200원",900원,최지혜/김서영/전미영/이향은/이준영/김난도/서유현/이수진,미래의창,"발간 10주년 기념 대한민국 메가트렌드 총정리 2018년 키워드는 WAG THE DOGS 『트렌드 코리아』 발간 10주년을 맞이해 2018년판은 서울대 소비트렌드분석센터가 2007년부터 발표해온 10대 소비트렌드를 토대로 지난 12년간 한국 사회를 관통한 9가지 큰 흐름을 도출했다. 트렌드의 트렌드라고 할 수 있는 메가트렌드의 이해를 통해 앞으로 또 10년간 대한민국이 나아갈 방향을 가늠해볼 수 있을 것이다. 2018 황금 개의 해를 맞이하여 『트렌드 코리아』가 뽑은 키워드는 WAG THE DOGS다. ‘꼬리가 몸통을 흔든다’는 뜻의 이 말은 작금의 대한민국 사회가 보여주고 있는 거대한 ‘반전’의 흐름을 정확히 꿰뚫고 있다. 삶의 거창한 목표나 대단한 성취감이 평범하고 소소한 행복(소확행)에 자리를 내주고, 일이 전부였던 산업화 시대의 주역들은 이제 일과 삶의 균형을 외치는 ‘워라밸’ 세대와 공존하는 법을 배워야 한다.",3,국내도서-경제 경영
4,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
5,9791196075170,42702060,운다고 달라지는 일은 아무것도 없겠지만,"10,800원",600원,박준,난다,"『당신의 이름을 지어다가 며칠은 먹었다』의 시인 박준, 그의 첫 산문집 『운다고 달라지는 일은 아무것도 없겠지만』은 ‘시인 박준’이라는 ‘사람’을 정통으로 관통하는 글이다. 총 4부로 나누긴 하였지만 그런 나눔에 상관없이 아무 페이지나 살살 넘겨봐도 또 아무 대목이나 슬슬 읽어봐도 우리 몸의 피돌기처럼 그 이야기의 편린들이 유기적으로 연결되어 있음을 확인할 수 있다. 이 책은 시와 산문의 유연한 결합체다. 어느 날 보면 한 권의 시집으로 읽히고 또 어느 날 보면 한 권의 산문으로 읽힌다. 문장 하나 허투루 쓰인 것이 없으니 내가 그은 밑줄 속에 내가 걸려 넘어지게 된다. 강요하는 말씀이나 주저앉히는 감상을 싹 다 걷어낸 담백한 글인데 울음 끝에 웃음이거나 웃음 뒤로 울음인 그 둘의 뒤섞임이 왕왕이다. 이 책은 읽는 내내 우리와 보폭을 정확히 맞춘다. 까만 뒤통수를 내보이며 앞서 가는 책도 아니고 흰 얼굴로 흐릿하게 멀어지며 뒤로 가는 책도 아니다.",1,국내도서-에세이
6,9788950972226,55282968,엄마의 자존감 공부,"14,400원",800원,김미경,21세기북스,"“엄마 노릇, 참 힘들죠?” 어른들 말씀에 아이야 낳으면 알아서 큰다지만, 모든 엄마들은 알고 있다. 아이 키우는 것만큼 힘든 일이 없다. 하루에도 지옥과 천당을 백 번쯤 오간다. 매일 최선을 다한다지만, 가끔 돌아보면 내가 아이를 망치고 있는 건 아닐까 흔들린다. 미안한 일이 떠오른다. 아이가 잘못되면 내 잘못 같다. 마음이 아파서 눈물 한 바가지를 쏟는다. 김미경이 만난 전국 수만 명의 엄마들은 모두 같았다. 어떻게 키워야 잘 키우는 걸까? 나는 과연 좋은 엄마일까? 대체 부모 노릇이란 무엇일까? 질문이 끝도 없다. 오늘도 수많은 엄마들이 답 없는 고민을 품고 앓고 있다. 김미경에게도 초보 엄마 시절이 있었다. 세 아이를 키우며 엄마 노릇한 지 어느덧 28년. 대한민국 최고의 강사이자 여성의 꿈 스승으로 활약해온 국민언니가 국민엄마로 돌아왔다.",1,국내도서-자기계발
7,9788997092772,39441749,말의 품격,"13,050원",720원,이기주,황소북스,"『언어의 온도』로 많은 독자의 사랑을 받은 이기주 작가의 에세이집. 경청, 공감, 반응, 뒷말, 인향, 소음 등 24개의 키워드를 통해 말과 사람과 품격에 대한 생각들을 풀어낸다. 고전과 현대를 오가는 인문학적 소양을 바탕으로 작가 특유의 감성을 더해 볼거리와 생각할 거리를 동시에 전한다.",1,국내도서-자기계발
8,9791186116173,52892444,운을 읽는 변호사,"12,420원",690원,니시나카 쓰토무/최서희,알투스,"수많은 인생의 첨예한 상황을 지켜본 변호사가 전하는 ‘스스로 자신의 운을 좋게 만드는 법’ 일과 관계 등 인생 전반에서 늘 운이 따르는 사람과 운이 달아나는 사람. 당신은 어느 쪽의 인생을 살고 있는가? 설령 후자라고 해도 낙담할 필요는 없다. 지금부터라도 노력에 의해 얼마든지 좋은 운을 불러들일 수 있기 때문이다. 이 책은 일본에서 50여 년간 존경받는 변호사로 활동중인 저자가 1만 명이 넘는 의뢰인들의 삶을 통해 깨달은 ‘운이 좋은 삶’을 사는 비결을 담고 있다. 저자인 니시나카 변호사는 몇 번이나 똑같은 곤경에 빠져 자신을 찾아오는 ‘운이 나쁜 사람’과 하는 일마다 승승장구하며 행복한 인생을 사는 ‘운이 좋은 사람’의 공통점을 발견한 뒤, 운을 좋아지게 하는 법이 있다는 확신을 갖게 되었다.",1,국내도서-자기계발
9,9788937490347,4251243,남아있는 나날,"11,700원",650원,가즈오 이시구로,민음사,"젊은 날의 사랑은 지나갔지만 남아 있는 날들에도 희망은 있다 일본계 영국작가 가즈오 이시구로에게 부커 상과 함께 세계적인 명성을 안겨준 작품이다. 인생의 황혼 녘에 비로소 깨달은 삶의 가치 그리고 잃어버린 사랑에 대한 허망함과 애잔함을 내밀하게 그려 낸 이 작품은 영국 귀족의 장원을 자신의 세상 전부로 여기고 살아온 한 남자 스티븐스의 인생과, 그의 시선을 통해 근대와 현대가 교차되면서 가치관의 대혼란이 나타난 1930년대 영국의 격동기를 그려내고 있다.",1,국내도서-소설/시/희곡
10,9791157523399,18116912,영어회화 100일의 기적,"12,150원",670원,문성현,넥서스,"평생 영어 초보, 영어 포기자를 위한 D-100 말문트기 프로젝트. 책과 강의, 그리고 스피킹 훈련으로 보고 듣고 말하는 3D 입체 학습을 제공한다. 원어민이 직접 녹음한 생생한 대화문으로 원어민의 뉘앙스와 주요 표현을 익히고, 국내파 영어연수 전문가 문코치의 해설 강의로 탄탄하게 실력을 다진다.",1,국내도서-국어 외국어 사전
