순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788998274795,35552641,돌이킬 수 없는 약속,"13,500원",750원,야쿠마루 가쿠/김성미,북플라자,"제51회 에드가와란포상 수상 작가 야쿠마루 가쿠의 미스터리 추리 소설. ""내 딸을 살해한 놈들을 15년 후에 죽여주세요. 그 약속을 해주면 내 전 재산을 드리리다."" 주인공이 과거에 저지른 죄, 그리고 15년 전에 했던 어느 노파와의 돌이킬 수 없는 약속을 둘러싸고 벌어지는 미스터리한 사건을 숨이 막히도록 치밀하게 그렸다.",1,국내도서-소설/시/희곡
2,9791196394509,61779464,죽고 싶지만 떡볶이는 먹고 싶어,"12,420원",690원,백세희/댄싱스네일,흔,"기분부전장애(가벼운 우울 증상이 지속되는 상태)를 가진 저자와 정신과 전문의와의 12주간의 대화를 엮었다. 겉보기에는 멀쩡하지만 속은 곪아 있는, 지독히 우울하지도 행복하지도 않은 사람들을 위한 책이며, 타인의 시선으로부터 자유롭지 못하고, 불완전하고, 구질구질한 우리 모두의 이야기다. 우리는 울지 않는 사람이 아니라 울고 싶을 때 울 수 있는 사람이어야 한다.",1,국내도서-에세이
3,9791160560510,61557678,열두 발자국,"15,120원",840원,정재승,어크로스,"창의적인 사람들의 뇌에서는 어떤 일이 벌어지고 있을까, 4차 산업혁명 시대, 새로운 기회를 어떻게 발견할 것인가. 숨 가쁘게 변화하는 시대의 한 가운데에서 늘 질문을 던지고 독자들과 함께 해답을 탐색하는 정재승 교수의 지난 10여 년 간의 강연 중 가장 많은 호응을 받았던 12개의 강연을 선별하여 다시 집필했다. 더 나은 선택과 미래를 위해 고군분투하고 있는 청춘들과 이 땅의 리더들에게 주는 뇌과학의 지혜와 통찰이 가득하다.",1,국내도서-인문
4,9788934982975,63733198,21세기를 위한 21가지 제언,"19,800원","1,100원",유발 하라리/전병근,김영사,"『사피엔스』, 『호모 데우스』에 이은 유발 하라리의 ‘인류 3부작’ 완결편. 인류의 과거와 미래를 탐색한 전작에 이어 『21세기를 위한 21가지 제언』에서는 정보기술과 생명기술의 비약적인 발전이 이끄는 유례없는 혁명기, 새로운 도전과 위협에 직면해 있는 인류의 현재를 살핀다. 인공지능은 인간의 일자리를 빼앗아갈 태세다. 가짜 뉴스의 해악과 테러의 공포는 우리의 판단을 흐리고 있으며, 기후변화와 핵전쟁의 위협은 묵시록적인 예언을 낳고 있다. 민족과 종교, 인종주의에 갇혀 반목하고 있는 인류의 오늘은 어떤 내일을 만들어갈 것인가.",1,국내도서-인문
5,9788971998557,61385099,역사의 역사,"14,400원",800원,유시민,돌베개,"『거꾸로 읽는 세계사』로부터 30년, 작가 유시민 글쓰기의 새로운 시작. 헤로도토스의 『역사』, 투키디데스의 『펠로폰네소스 전쟁사』부터 유발 하라리의 『사피엔스』까지 고대로부터 최근까지 역사를 사로잡은 18권의 역사서들을 9장으로 나누어 훑으며 ‘역사’라는 화두를 전개해간다. 각 역사서의 주요 내용과 시대적인 맥락, 서사의 새로운 초점과 해석, 역사가의 생애 등을 유시민만의 언어로 요약했다. 여기에 역사가의 속마음을 전달하고, 놓치지 말아야 할 부분을 체크해 주거나, 이해하지 못해도 좋다고 위로하고 격려하는 안내자 역할까지 맡았다. 역사에 대한 애정과 역사 공부의 중요성을 몸소 보여주며, 자신의 역사 공부법을 공개하는 셈이다. 역사의 힘과 논리, 역사가의 생각과 감정, 역사 공부의 재미와 깨달음을 함께 나누는 가운데 저마다 '어떻게 살 것인가'라는 질문으로 나아가게 한다.",1,국내도서-역사
6,9788925563350,59070026,"곰돌이 푸, 행복한 일은 매일 있어","10,800원",600원,곰돌이 푸 원작,알에이치코리아(RHK),"나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. 곰돌이 푸의 긍정적인 기운과 '나의 삶은 나의 방식으로 정한다'라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다.",1,국내도서-에세이
7,9791162207178,63797580,저절로 몸에 새겨지는 몰입 영어,"12,420원",690원,황농문,위즈덤하우스,"더 이상 잘못된 영어 공부법에 희생당하지 마라! 전작 『몰입』을 통해 100만 독자가 검증한 최고의 몰입전문가, 황농문 교수의 궁극의 영어 학습법. 뇌세포를 활성화해 학습효과를 상승시키고, 뇌를 흥분시켜 저절로 재미를 느끼게 하는 몰입의 과학적인 효과와 방법, 영어회화 핵심패턴을 소개한다. 몰입 영어를 하면 활성화된 뇌세포, 즉 활성화된 시냅스의 수가 최대가 된다. 활성화의 시냅스의 수가 최대가 되면 암묵기억 회로가 발달해 학습효과는 무한상승하며, 뇌는 흥분상태가 되어 저절로 재미를 느끼게 된다고 한다.",1,국내도서-자기계발
8,9791186560785,62776752,수학이 필요한 순간,"14,220원",790원,김민형,인플루엔셜,"한국인 최초 옥스퍼드 대학 정교수이자 세계적인 수학자 김민형 교수. 그가 인간의 사고 능력과 우주에 대한 탐구를 총 7개의 강의를 통해 풀어냈다. 『수학이 필요한 순간』은 현대 수학의 대가가 복잡하고 어려운 수학의 세계를 누구나 이해할 수 있는 상식적인 언어로 설명한 놀라운 작업이다. 이 책을 통해 우리는 인간이 우주를 이해하는 법도, 윤리적인 판단까지도 수학적 사고를 바탕으로 하고 있음을 깨닫게 된다. 더 깊게 생각하는 데서 오는 짜릿하고 매력적인 희열에 빠지게 될 것이다.",1,국내도서-자연과학
9,9788990982728,63811314,살인의 문 1,"13,320원",740원,히가시노 게이고/이혁재,재인,"히가시노 게이고의 장편 『살인의 문』(전 2권)은 어린 시절부터 친구에게 철저히 인생을 농락당해 온 한 남자의 처절한 자기고백이다. 또한 서서히 침몰해가는 주인공이 불타는 복수심과 살인 충동을 증폭시키는 심리적 과정을 주인공 일인칭 시점의 섬세한 필치로 묘사한 문제작이다. 인간 내면의 어두운 심연, 부조리한 사회의 단면을 날카롭게 묘사해 온 작가 특유의 솜씨가 유감없이 발휘되어 있다는 점에서는 부도덕한 사회를 살아가는 인간 군상의 갖가지 모습과 심리를 파헤친 사회심리 소설에 가깝다고도 할 수 있다.",3,국내도서-소설/시/희곡
10,9788965706908,64340664,초격차,"16,200원",900원,권오현 /김상근,쌤앤파커스,"한국을 넘어 세계를 놀라게 한 경영의 귀재, 삼성전자 권오현 회장의 33년 초격차 조직 경영 전략! 리더, 조직, 전략, 인재라는 4가지 핵심 키워드를 기본으로 기술은 물론 조직, 시스템, 공정, 인재 배치, 문화에 이르기까지. 모든 부문에서 그 누구도 넘볼 수 없는, 격이 다른 최고의 전략들을 밝힌다. 권오현은 1985년 미국 삼성반도체연구소 연구원으로 처음 삼성에 입사해 삼성전자 회장 자리까지 오른 신화적 인물이다. 이 책은 삼성전자의 초격차 전략, 권오현 회장이 조직의 시스템을 만들고 진두지휘하면서 발휘한 리더십의 진면목을 명쾌하게 보여준다. 리더, 조직, 전략, 인재라는 4가지 핵심 키워드를 기본으로 기술은 물론 조직, 시스템, 공정, 인재 배치, 문화에 이르기까지 모든 부문에서 그 누구도 넘볼 수 없는 ‘격(格, level)’을 높이는 최고의 전략들을 밝힌다. 불가능한 것을 가능하게 만드는 집념, 한계를 뛰어넘어 누구도 넘볼 수 없는 ‘격’의 차이",1,국내도서-경제 경영
