순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
2,9788957090343,1437751,더 리더,"9,720원",540원,베른하르트 슐링크/김재혁,이레,"케이트 윈슬렛 주연, 스티븐 달드리 감독 영화 《더 리더-책 읽어주는 남자》의 원작 소설. 독일어권 소설 최초로 뉴욕 타임스 베스트셀러 1위를 기록하며 미국에서만 1백만 부 넘게 판매된 《더 리더-책 읽어주는 남자》의 한국어판이 영화 개봉을 기념하여 새롭게 출간되었다. 1999년 2월 《오프라 윈프리 쇼》의 ‘북클럽’ 코너에 소개되면서 미국 내에서만 1백만 부가 넘게 판매된 책이다. 당시 뉴욕타임스에서는 “감동과 시대적 의미를 모두 갖추고 있으면서 궁극적으로는 희망을 가득 담고 있는 소설.",3,국내도서-소설/시/희곡
3,9788932908694,3310370,신 3,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다.",3,국내도서-소설/시/희곡
4,9788993285550,3241614,4개의 통장,"9,900원",550원,고경호,다산북스,통장 4개를 이용해 돈의 용도를 구분하여 자동으로 돈이 쌓이고 불어나게 하는 통장 관리의 기술을 소개하고 있는 책이다. 이 책은 소중하게 번 돈을 모으고 묶고 굴리며 진짜 부자의 길을 걷게 하는 비법을 제시하고 있다.,1,국내도서-경제 경영
5,9788961888110,3302695,공부하는 독종이 살아남는다,"11,700원",650원,이시형,중앙북스(books),"대한민국을 대표하는 정신과 전문의 이시형 박사가 뇌과학적 근거를 통해 불황을 극복하는 창조적 인재로 거듭날 수 있는 공부법을 말하고 있는 책이다. 이 책은 ‘모든 것이 흔들리는 불확실하고 불안한 시대, 무엇을 할 것인가?’란 물음에 대한 답을 제시하고 있다. 저자는 지금 사회가 필요로 하는 인재는 문제의 핵심을 꿰뚫어 보고 해결책을 찾아내는 사람이라고 말하면서 오직 끝없이 배우는 사람만이 새로운 세상에서 살아남을 수 있으며 이를 위해‘배우는 법’에 대한 현실적이고 명쾌한 답을 제시하고 있다.",2,국내도서-자기계발
6,9788932908700,3310381,신 4,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다. 베르베르는 『신』이 '이 우주의 어딘가에 지구의 역사를 처음부터 죽 지켜본 증인들이 숨어 있다고 상상하는 ...",3,국내도서-소설/시/희곡
7,9788960510197,2711149,나쁜 사마리아인들,"12,600원",700원,장하준/이순희,부키,"『사다리 걷어차기』 『쾌도난마 한국경제』의 저자 장하준 교수가 쓴 일반인을 위한 교양경제서. 자유 무역이 진정 개발도상국에게도 도움이 되는지, 경제를 개방하면 외국인 투자가 정말 늘어나는지, 공기업 문제가 과연 민영화로 해결 가능한지, 지적재산권이 실제 기술 혁신을 촉진하는지, 민주주의와 경제 발전은 어떤 특별한 상관관계가 있는지, 경제 발전에 적합한 문화나 민족성이 있는지 등 우리 시대의 현안들에 대해 우리에게 널리 알려진 책이나 영화 등을 소재로 유쾌하면서도 신랄하게 답해주고 있다....",1,국내도서-경제 경영
8,9788933830406,3293222,오두막,"12,420원",690원,윌리엄 폴 영/한은경,세계사,"어렵게 세상에 나온 그 책, 미국 600만 독자를 울리다! 아마존 종합 베스트 1위, 뉴욕타임스 베스트 38주 연속 1위 입에서 입으로, 마음에서 마음으로 전해지며 미국에서 600만 부가 판매된 화제의 책, 드디어 출간! 가는 곳마다 퇴짜를 맞았던 원고가 어렵게 출간되었다. 그런데 그 책이 입소문만으로 미국에서 600만 부가 판매되는 기록을 세웠다. 이 기적 같은 이야기의 주인공, 『오두막』이 이제 당신 가슴에도 기적을 일으킨다. 우리 마음 속 깊은 상처와 고통을 치유하는 감동적인 소설.",3,국내도서-소설/시/희곡
9,9788960861626,3290040,회사가 붙잡는 사람들의 1% 비밀,"10,800원",600원,신현만,위즈덤하우스,"직장인 생존률 높이기, 조직의 생리를 알라 최고의 헤드헌터가 소개하는 직장 생존 노하우를 수록하고 있는 책이다. 이 책은 회사가 붙잡는 인재, 상사가 인정하는 사원, 부하 직원이 따르는 상사가 되는 방법은 무엇인지 묻고 헤드헌터로 직장생활의 최전방에서 기업에 인재를 추천해온 저자의 경험을 바탕으로 지금까지 알고 있던 직장에 대한 잘못된 인식은 바로잡아주고, 소수만이 알고 있는 Top Secret을 공개하여 보여주고 있다.",1,국내도서-자기계발
10,9788993285673,3282781,영어 천재가 된 홍대리,"11,700원",650원,박정원,다산라이프,소설로 읽는 자기계발서로 수익률이 가장 확실한 자기투자인 영어 학습법에 관한 내용을 다루고 있는 책이다. 이 책은 영어는 공부가 아니라 훈련이며 영어는 책상에 앉아 단순 암기를 하거나 이론적 전개를 하는 시험과목이 아니라 일종의 운동과 같이 ‘트레이닝’해야 변화할 수 있는 언어라고 말하면서 우리 주변에서 흔히 볼 수 있는 직장인인 홍대리를 모습을 통해 영어학습에 성공하는 방법을 소개하고 있다.,2,국내도서-자기계발
