순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
2,9791186757093,30548474,자존감 수업,"12,600원",700원,윤홍균,심플라이프,"심리학 책 아무리 읽어도 자존감 그대로인 사람에게 추천하는 책! 정신과 의사 ‘윤답장’ 선생의 자존감 셀프 코칭법 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려주는 책. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다.",1,국내도서-자기계발
3,9788965746126,38092866,할머니는 죽지 않는다,"10,800원",600원,공지영,해냄,"“어쨌든 한 인간이 성장해 가는 것은 운명이다” 베스트셀러 『도가니』『우리들의 행복한 시간』의 작가 공지영이 13년 만에 펴내는 단편소설 모음집 『인간에 대한 예의』(1994년),『존재는 눈물을 흘린다』(1999년),『별들의 들판』(2004년) 출간 이후 13년 만에 공지영 작가가 소설집 『할머니는 죽지 않는다』를 출간한다. 2000년 이후 집필, 발표한 작품들 중 21세기문학상, 한국소설문학상, 이상문학상 등의 수상작과 신작 단편소설을 모은 이번 작품집은, 작가의 매력적인 문장들과 속도감 있는 사건 전개 등이 돋보이는 작품들로 구성되어 있어, 끊임없이 장편소설을 집필하면서도 단편소설이 갖춰야 할 소설 미학을 지속적으로 유지해 왔다고 평가받은 작가의 최근 작품 경향을 한눈에 살펴볼 수 있는 책이다.",1,국내도서-소설/시/희곡
4,9791158510619,37533966,타이탄의 도구들,"13,500원",750원,팀 페리스/박선령/정지현,토네이도,"2017년 아마존 종합 베스트셀러 1위 2017년 [뉴욕 타임스] 베스트셀러 1위 전 세계 20개국 번역 출간 [뉴욕타임스][가디언][포브스][비즈니스 인사이더] 올해의 추천 도서 애플 팟캐스트 비즈니스 분야 최초 1억 회 다운로드 돌파 세계 최정상에 오른 200명이 직접 밝힌 놀라운 생각, 기적의 습관, 압도적 성공의 비밀 2017년 아마존과 [뉴욕 타임스] 베스트셀러 1위를 기록한 『타이탄의 도구들』이 마침내 한국 독자를 찾아왔다. 출간 전부터 전 세계 독자들의 뜨거운 지지와 관심을 받았던 이 책에는 알랭 드 보통, 세스 고딘, 말콤 글래드웰, 파울로 코엘료, 피터 틸, 에드 캣멀 등등 이 시대 가장 성공한 인물들의 생생한 목소리가 담겨 있다. 세계적인 석학과 작가부터 최고의 혁신기업을 세운 창업가와 CEO, 크리에이티브 디렉터, 협상가, 슈퍼리치, 아티스트, 전문직 종사자까지 자기 분야에서 정상에 오른 사람들의 독창적인 성공 노하우가 낱낱이 담겨 있다.",1,국내도서-자기계발
5,9788971998014,35311060,국가란 무엇인가,"13,500원",750원,유시민,돌베개,"당신의 나라 ‘대한민국’은 지금 어떤 모습인가? 국가에 대해 질문하고, 훌륭한 국가를 상상하라 2016년 10월 말부터 나라를 뒤흔든 최순실 국정농단, 세 차례에 걸친 박근혜 대통령의 국민 담화, 이어진 청문회와 특검, 대통령 탄핵 그리고 아직 판결이 내려지지 않은 여러 사안들까지. 그 일련의 과정을 지켜본 사람이라면 한번쯤 이런 질문을 던졌을 것이다. 왜 우리는 이런 국가에서 살고 있는가? 우리가 원하는 대통령, 우리가 원하는 국가는 어떤 모습인가? 시대가 낳은 이런 질문들을 일상적으로 해보게 됐다는 것은 긍정적인 현상이다. 당신이 원하는 대통령, 당신의 국가관이 무엇인지 재점검할 수 있는 귀중한 기회이기도 하다. 좋든 싫든 당신은 대한민국의 국민이지 않은가. 예상보다 빨리 찾아올 대선에서 실수를 반복하지 않기 위해서 우리는 이 시간을 좀 더 진지하게 성찰해야 한다.",1,국내도서-사회 정치
6,9788960863132,35095534,영어책 한 권 외워봤니?,"12,600원",700원,김민식,위즈덤하우스,"영어가 잘 되면 인생이 술술 풀린다! 영어 고수, 30년 독학의 신이 알려주는 영어 공부 필살기 자동번역기와 각종 어플리케이션의 등장으로 그 어느 때보다 쉽게 영어를 학습할 수 있는 때이다. 그럼에도 불구하고 사람들은 여전히 스트레스를 받으며, 영어 공부에 돈을 쏟아 붓고 있다. 보통의 성인들이 학창시절부터 영어 공부를 한 햇수는 20년은 족히 넘을 것이다. 또 부모가 되어서는 자식에게도 큰돈을 들이면서 영어에 집착한다. 이러한 현실에서 중학교 영어 교과서 외우기로 영어 세계에 입문하여 아무도 토익, 토플을 공부하지 않던 시절에 취미로 공부한 영어 덕분에 외국계 기업에 취직하고, 미국의 [프렌즈] 같은 시트콤을 만들고 싶어 드라마 피디가 된 사람이 있다. 그는 유학은커녕 어학연수, 회화 학원 한 번 다니지 않고 30년 독학으로 습득한 영어 공부 노하우를 『영어책 한 권 외워봤니?』에 담아냈다.",1,국내도서-자기계발
7,9788936447014,37211852,아홉 살 마음 사전,"9,900원",550원,박성우/김효은,창비,"어린이를 위한 감정 사전 마음을 표현하는 80개의 단어를 담은 책 『아홉 살 마음 사전』이 출간되었다. 초등학교 저학년 어린이들이 생활에서 활용할 수 있는 감정 표현을 그림과 함께 사전 형태로 소개한다. 구체적이고 실감 나는 그림과 친절한 설명을 통해 다양한 감정 표현을 익힘으로써 자기 마음을 정확하게 이해하고 표현하는 것은 물론, 더 다양한 감정을 느낄 수 있도록 돕는다. 간결하고 서정적인 동시로 사랑받는 박성우 시인이 글을 쓰고, 감성을 자극하는 그림을 선보여 온 김효은 작가가 그림을 그렸다.",4,국내도서-어린이
8,9791130611853,38242331,보노보노처럼 살다니 다행이야,"14,400원",800원,김신회,놀,"『서른은 예쁘다』의 저자 김신회가 발견한 보노보노 속 주옥같은 위로의 문장들! [보노보노]를 좋아할 수밖에 없는 이유는 단순한 그림체에 담긴 가슴 따뜻한 대사와 철학적인 메시지 때문이다. 보노보노와 친구들은 아주 순수하고 솔직하며 뭉클하다. [보노보노]의 만화책과 애니메이션을 봤던 어린이들이 성장해 어른이 되었고, 어른이 되어서 읽어보니 훨씬 더 큰 울림을 받게 된 것이다. 『서른은 예쁘다』, 『여자는 매일 밤 어른이 된다』, 『모든 오늘은 떠나기 전날』 등 서툰 어른들의 깊은 공감을 이끌어낸 김신회 작가가 보노보노를 다시 주목한 이유도 그 때문이다. 보노보노는 아이들이 읽기도 좋지만 어른이 읽었을 때 더 깊은 묘미를 느낄 수 있다는 것이다.",2,국내도서-에세이
9,9791157523399,18116912,영어회화 100일의 기적,"12,150원",670원,문성현,넥서스,"평생 영어 초보, 영어 포기자를 위한 D-100 말문트기 프로젝트. 책과 강의, 그리고 스피킹 훈련으로 보고 듣고 말하는 3D 입체 학습을 제공한다. 원어민이 직접 녹음한 생생한 대화문으로 원어민의 뉘앙스와 주요 표현을 익히고, 국내파 영어연수 전문가 문코치의 해설 강의로 탄탄하게 실력을 다진다.",1,국내도서-국어 외국어 사전
10,9791195677153,33511454,열한 계단,"15,300원",850원,채사장,웨일북,"불편한 지식이 우리를 성장하게 한다! 130만 독자가 사랑한 ‘지대넓얕’ 채사장의 색다른 인문 에세이 성공한 이들 대부분이 독서광이다. 세계적 인물들이 ‘나를 키운 것의 팔 할은 책’이라고 회고하는 이야기들을 우리는 자주 들어왔다. 그런데 바쁜 일상 속에서 어떤 책을, 얼마나 읽어야 할지 방향을 잡기 쉽지 않다. 모처럼 맘먹고 책 한 권을 읽어도, 돌아서면 잊어버리는 게 현실인데 책으로 삶이 바뀌었다는 그 ‘흔한’ 말은 언제나 남의 일처럼 요원하다. 게다가 ‘책 권하는 사회’에서 간과하기 쉬운 점도 있다. 모든 독서광이 ‘훌륭한’ 인물로 성장하는 것은 아니라는 사실이다. 어떤 이들에게 독서는 저주가 되었다. 히틀러가 대표적인 사례다. 그는 매일 500쪽에 가까운 책을 읽었고 2만권이 넘는 장서를 가졌다. 다만 그는 자신의 주장을 뒷받침하고 강화하기 위한 도서들만을 편집적으로 읽었다.",1,국내도서-인문
