순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937832543,3423888,브레이킹 던,"14,400원",800원,스테프니 메이어/윤정숙,북폴리오,"전 세계에 뱀파이어 신드롬을 몰고 온 「트와일라잇」시리즈의 최종편 『브레이킹 던』 전 세계에 '뱀파이어' 신드롬을 일으키며 엄청난 판매부수를 기록한 '트와일라잇' 시리즈의 최종편! 마지막 순간까지 긴장을 늦출 수 없게 만드는 무서운 흡입력, 고비마다 기다리고 있는 놀라운 반전, 그리고 연약한 소녀에서 강인한 전사로 성장한 벨라의 눈부신 변화까지. 페이지를 넘기기 아까울 정도로 재미있다! 에드워드의 청혼을 받아들인 벨라는 대가로 조건을 건다.",1,국내도서-소설/시/희곡
2,9788987175195,274798,"여보, 나좀 도와줘","7,650원",420원,노무현,새터,"故노무현 대통령의 고백 에세이. 생전에 털어놓은 사적인 이야기로, 1994년 발간되었으며 2002년 대선후보 당시 개정판으로 다시 출간되었다. 그는 이 책을 통해서 그 동안 간직해 왔던 생각들을 마치 수다처럼 술술 풀어내고 있다. '사람사는 세상'에 대한 이상을 품고 여의도에 입성하였으나 쉽지많은 않았던 의정 생활을 돌아보고, 김영삼·김대중 두 정치인과 있었던 일들도 들려준다. 그가 담담하게 털어놓는 이 이야기들 속에서 우리는 원칙을 가지고 걷고자 하는 노력을 느낄 수 있다.",3,국내도서-에세이
3,9788946417489,3385113,살아온 기적 살아갈 기적,"9,900원",550원,장영희/정일,샘터,"당신이 지금 힘겹게 살고 있는 하루하루가 바로 내일을 살아갈 기적이 된다! 얼마 전 세상을 떠난 장영희 교수의 유고 산문집. 암투병 중에 완성한 원고이지만, 밝고 따뜻하고 활기에 넘치는 그녀의 평소 모습이 그대로 녹아 있다. 당신이 지금 힘겹게 살고 있는 하루하루가 바로 내일을 살아갈 기적이 된다는 희망. 그녀가 생의 마지막까지 말하려 한 것은, 바로 희망의 힘이다. 『내 생애 단 한번』 출간 이후, 지난 9년 동안 장영희 교수에게는 많은 일들이 있었다.",3,국내도서-에세이
4,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
5,9788995904985,3413626,일기일회 一期一會,"13,500원",750원,법정,문학의숲,"일기일회一期一會, 모든 것은 생애 단 한 번! 법정 스님의 법문, 이 시대의 맑고 향기로운 삶의 화두 우리 시대의 영적 스승인 법정 스님의 법문은 종교를 초월하여 모든 이들에게 진정한 삶의 길을 제시해 왔다. 단순하고 청빈한 생활의 실천가이자 자유로운 정신의 표상인 법정 스님의 맑은 법문은 이 시대의 정신적 양식이자 영혼의 샘물이 되어 주고 있다. 쓸쓸히 잠든 이에게 이불을 끌어당겨 덮어 주고, 외로운 이의 마음속 뒷마당을 정갈하게 쓸어 주는 다정한 손길 같은 말씀.",3,국내도서-에세이
6,9788988537015,3392975,천년의 금서,"12,420원",690원,김진명,새움,이것은 위험한 책이다. 작가 김진명이 파헤친 대韓민국의 비밀! 봉인된 『천년의 금서』를 펼쳐라! 우리 시대 최고의 작가인 김진명이 오랜 침묵 끝에 또다시 대한민국을 강타할 대작을 가지고 왔다. 대한민국 역사의 비밀이 이 한 권의 금서 속에서 펼쳐진다. 『천년의 금서』는 고대사 문제를 새롭게 조명한 또 하나의 문제작이다. 핵융합 발전의 획기적인 발전을 주도했던 ETER의 물리학자 이정서는 대통령의 초청으로 프랑스에서 귀국한다.,1,국내도서-소설/시/희곡
7,9788947527101,3417636,슈퍼 개미의 투자 비밀,"11,700원",650원,최명수/변관열,한국경제신문사(한경비피),"주식시장에서 말 그대로 ‘슈퍼급’의 영향력을 행사하고 있는 한국의 대표적인 슈퍼개미 12인의 숨은 투자의 노하우를 밝힌 책이다. 이 책은 온라인 한국경제신문 한경닷컴에서 폭발적인 관심을 받은 ‘슈퍼개미 열전’을 일목요연하게 정리하고, 취재에 다 못 넣은 얘기를 포함하고 있다. 이름만 대면 아는 슈퍼개미들을 10명의 기자들이 직접 발로 뛰어 인터뷰하여 생생하게 옮겨 담았다.",3,국내도서-경제 경영
8,9788974562700,1459990,미실,"8,550원",480원,김별아,문이당,"'화랑세기'에 기록된 신비의 여인, 미실을 천오백 년의 시공을 뛰어넘어 현대에 되살린 소설. 타고난 미색으로 신라왕실의 권력을 장악해 간 미실의 일대기를 통해 현대와 같은 성모럴이 확립되기 전의 여성성에 대해 말하고 있다. 본능에 충실하면서도 요녀로 전락하지 않은 자유로운 혼의 여인과 그런 여인이 가능했던 신라를 그린 작품으로, 제1회 세계문학상 당선작이다.",3,국내도서-소설/시/희곡
9,9788973370603,3402951,청춘불패,"13,050원",720원,이외수/정태련,해냄,"누구에게나 가슴속에 청춘이 있다 영혼의 연금술사 이외수의 처방전 주변 환경과 사회적 조건 때문에 자꾸만 움츠러드는 요즘의 우리들에게 ‘영혼의 연금술사’ 이외수와 ‘생명의 전령사’ 정태련이 우리에게 전한다. ""그대가 그대 인생의 주인이다.""라고. 열등감과 패배의식을 훌훌 털고 누구나 가슴 속에 품고 있는 청춘을 다시 소생시켜주는 이외수 식 소생의 기술이 여기에 있다.",2,국내도서-에세이
10,9788971993309,3307379,후불제 민주주의,"12,600원",700원,유시민,돌베개,"'돌아온 지식소매상' 유시민의 최신작. 대한민국 헌법에 담긴 민주주의의 이상을 살펴보면서 이를 바탕으로 오늘날 한국 사회의 현실과 자신의 경험을 성찰한다. 저자는 대한민국의 헌법과 민주주의는 충분한 대가를 지불치 않고 손에 넣은 일종의 '후불제'라고 이야기하며, 헌법에 담긴 이상적인 민주주의를 현실에 되살려내야 한다고 말한다.",1,국내도서-사회 정치
11,9788993285550,3241614,4개의 통장,"9,900원",550원,고경호,다산북스,통장 4개를 이용해 돈의 용도를 구분하여 자동으로 돈이 쌓이고 불어나게 하는 통장 관리의 기술을 소개하고 있는 책이다. 이 책은 소중하게 번 돈을 모으고 묶고 굴리며 진짜 부자의 길을 걷게 하는 비법을 제시하고 있다.,1,국내도서-경제 경영
12,9788934917915,1490741,"CEO 안철수, 영혼이 있는 승부","9,810원",540원,안철수,김영사,"서초동 뒷골목의 허름한 사무실에서 3명의 직원으로 출발한 안철수바이러스연구소를 설립하기부터 투명한 기업문화를 자랑하는 기업을 만들기까지 6년에 걸친 안철수의 삶과 기업에 대한 철학을 담고 있는 책이다. 저자가 6년 동안 틈틈이 써 두었던 6,000매의 원고를 다시 정리했다. 권모술수가 난무하는 기업세계에서 무식하리만큼 기본과 원칙만으로 승부해온 안철수의 기업철학이 드러나 있다....",2,국내도서-경제 경영
