순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788957369364,57817824,무례한 사람에게 웃으며 대처하는 법,"12,420원",690원,정문정,가나출판사,"사람들과 만나 수많은 이야기를 하고 온 날, 마음이 헛헛할 때가 있다. 나는 왜 그렇게 말했을까? 그 사람은 내게 왜 그렇게 무례했을까? 그들은 내게 상처를 주고 당혹감을 안기며, 기껏 붙잡고 사느라 힘든 자존감을 뒤흔들어 놓는다. 어떤 인간관계는 유지하는 그 자체만으로 지나치게 에너지가 들 때가 있다. 내 속마음을 말하고 싶지만, 오해받을까 봐, 이기적인 사람처럼 보일까 봐, 하고 싶은 말을 속으로만 삭이게 된다. 그런 이들에게 감정의 동요 없이 “금 밟으셨어요” 하고 알려줄 방법은 없을까? 당연히 있다. 다만 그 방법을 실제로 사용하려면 연습이 좀 필요하다. 책에는 작가가 지금까지 시도한 훈련법 중 가장 효과적이었던 방법과 그 과정에서 깨달은 것들을 담았다. 앞으로 무례한 사람을 만나도 절대 기죽지 말자.",1,국내도서-에세이
2,9788901219943,54233937,신경 끄기의 기술,"13,500원",750원,마크 맨슨/한재호,갤리온,"현재 미국에서 가장 주목받는 인플루언서 마크 맨슨은 『신경 끄기의 기술』을 통해, 기존의 자기계발서를 뒤집는 신선한 패러다임을 선보인다. 무조건 믿고 노력하는 것만으로 인생이 특별해지거나 행복해지는 것은 아니며, 앞뒤 따지지 않는 긍정은 오히려 독이라는 것이다. 때론 내려놓고, 포기하고, 더 적게 신경 써야만 인생에서 진짜 중요한 것들을 발견할 수 있기 때문이다.",1,국내도서-자기계발
3,9791188380169,58477927,좀비고등학교 코믹스 5,"8,820원",90원,배아이/라임스튜디오,겜툰,"교장 사무엘은 재단의 눈을 피해 가람에 대한 조사를 시작하고 가람은 동진과 함께 사라진 윤슬을 찾기 위해 계속 학교 안을 돌아다니지만 갑작스런 Dr.구의 등장으로 막혀버린다. 되풀이되어가는 것을 느낀 가람이 의문에 빠진 사이, 동석은 또 다시 알 수 없는 통증에 시달리는데…. 사라졌다고 여겼던 윤슬이 등장하면서 가람은 더욱 혼란에 빠진다.",1,국내도서-어린이
4,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
5,9791163890119,58069236,연애의 행방,"12,420원",690원,히가시노 게이고/양윤옥,소미미디어,"히가시노 게이고가 ‘연애’라는 미스터리에 도전한다! 『연애의 행방』은 한국인이 가장 사랑하는 일본 작가, 히가시노 게이고의 첫 연애소설이다. 추리, 스릴러, 판타지 등 온갖 장르를 넘나드는 히가시노 게이고로서도 단 한 번도 도전해본 적이 없는 장르! 그러나 히가시노 게이고는 ‘연애’라는 낯선 소재에도 능숙하게 자기만의 색깔을 녹여낸다. 흔히 볼 수 있는 평범한 사람들의 연애사를 스키장이라는 장소를 배경으로 맛깔나게 풀어내는 그의 입담은 가히 이야기꾼이라고 할 만하다. 살인 사건도 악인도 없지만 여전히 뒷내용이 궁금해 자꾸 페이지를 넘기게 만드는, 히가시노 게이고만이 써낼 수 있는 소설이다. 사랑에 빠지는 ‘마법’ 앞에서는 누구나 조금은 한심해지기 마련! ‘겔렌데 마법’이라는 것이 있다. 스키장에서는 사랑에 빠지기 쉽다는 법칙이다. 설원의 분위기가 단점은 가려주고 장점은 부각시켜주기 때문에 생기는 현상이라고 한다. 그래서인지 스키장에서는 사람들이 자꾸 사랑에 빠진다.",1,국내도서-소설/시/희곡
6,9791186560617,57885127,불행 피하기 기술,"14,220원",790원,롤프 도벨리 /유영미,인플루엔셜,"좋은 삶은 대단한 뭔가를 추구하기 이전에 멍청한 것, 어리석은 것, 잘못된 것 등을 피할 때 이루어진다. 문제는 이 '하지 말아야 할 것'들을 안 하기가 더 어렵다는 것이다. 가장 주목받는 지식경영인 롤프 도벨리가 알려주는 '불행을 피하는 기술'. 냉철한 기업가, 능력 있는 투자가, 인기 있는 강연가이자 다양한 분야에서 활동하는 지식인답게 재치와 유머, 따끔한 통찰력이 돋보이는 책이다.",1,국내도서-자기계발
7,9788952786470,58137197,91층 나무 집,"10,800원",600원,앤디 그리피스/신수진/테리 덴톤,시공주니어,"전설이 된 베스트셀러! 나오기만 기다렸다! 독자들이 들썩들썩! 사악한 점술가보다 위험한 애들을 조심해! ‘91층 나무 집’에 새로 생긴 점술가 ‘다알아’ 여사의 천막, 서브머린 샌드위치 가게, 트로피 방, 무인도, 정체불명의 커다란 빨간 버튼. 그런데 잠시 놀 새도 없이 큰코 사장님이 맡긴 세 아이를 돌보게 된 앤디와 테리.",1,국내도서-어린이
8,9788972756194,8157957,나미야 잡화점의 기적,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"지난 10년간 한국에서 가장 많이 팔린 소설이자 히가시노 게이고의 대표작. 30여 년째 비어 있는 폐가, ‘나미야 잡화점’에 숨어든 삼인조 좀도둑이 뜻밖에도 과거로부터 도착한 고민 상담 편지에 답장을 하면서 겪게 되는 기묘한 하룻밤의 이야기를 그린다. 작가는 시공간을 넘나드는 편지라는 설정을 단순한 판타지가 아닌 추리적인 향기와 깊이가 담긴 소재로 승화시킨다.",1,국내도서-소설/시/희곡
9,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
10,9791185952987,46659527,말 그릇,"13,500원",750원,김윤나,카시오페아,"당신의 말이 태어나고 자라는 곳 ‘말 그릇’을 키워 관계와 인생의 주인이 되는 법 사람들은 ‘말재주’가 뛰어난 사람을 부러워하지만, 곁에 두고 싶어 하는 사람은 결국 말에서 마음이 느껴지는 사람이다. 많은 말을 하지 않지만 꼭 필요한 말을 조리 있게 하는 사람, 적절한 때에 입을 열고 정확한 순간에 침묵할 줄 아는 사람, 말 한마디에서도 품격이 느껴지는 사람에게 끌리게 되어 있다. 이 책은 우리의 말 그릇을 크고 단단하게 만들기 위한 다섯 개의 파트로 구성되어 있다. 1부에서는 말 그릇의 의미에 대해 알아보고 2부에서는 말 그릇을 키우기 위해 살펴봐야 할 개인의 감정과 공식, 습관을 알아본다. 이 과정을 차근차근 따라가다 보면 나의 무엇이 말의 성장을 방해하고 있었는지 발견하게 된다. 3부와 4부에서는 말 그릇이 큰 사람들이 사용하는 대표적인 ‘대화 기술’을 소개한다.",1,국내도서-자기계발
