순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937487927,9104090,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해,"13,320원",740원,무라카미 하루키/양억관,민음사,"모든 것이 완벽했던 스무 살 여름으로 서른여섯 살 다자키 쓰쿠루는 순례를 시작했다 무라카미 하루키가 3년 만에 발표한 장편소설이다. 일본에서 50만 부라는 파격적인 초판 부수로 기대를 모으고, 출간 이후에는 7일 만에 100만 부를 돌파하는 등 베스트셀러의 역사를 다시 쓴 세계적 화제작이다. 철도 회사에서 근무하는 한 남자가 잃어버린 과거를 찾기 위해 떠나는 순례의 여정을 그린 이 작품은 개인 간의 거리, 과거와 현재의 관계, 상실과 회복의 과정을 담아내고 있다. 프란츠 리스트 「순례의 해」의 간명하고 명상적인 음률을 배경으로 인파가 밀려드는 도쿄의 역에서 과거가 살아 숨 쉬는 나고야, 핀란드의 호반 도시 헤멘린나를 거쳐 다시 도쿄에 이르기까지, 망각된 시간과 장소를 찾아 다자키 쓰쿠루는 운명적인 여행을 떠난다.",1,국내도서-소설/시/희곡
2,9788983924872,9048715,인페르노 1,"11,700원",650원,안종설/댄 브라운,문학수첩,"초특급 작가 댄 브라운의 귀환 댄 브라운이 4년 만에 신작 《인페르노》로 돌아왔다. 출간 전부터 언론의 집중 조명을 받은 《인페르노》는 미국과 영국을 비롯해 독일, 이탈리아 등에서 출간 즉시 주요 서점과 미디어의 베스트셀러 집계 1위를 휩쓸었다. 《다빈치 코드》를 능가하는 가공할 만한 파괴력을 재확인시킨 이번 소설은 댄 브라운의 역대 최고작이 될 것으로 평가받고 있다. 3년이라는 집필 기간을 거쳐 완성된 《인페르노》는 ‘빠른 진행’과 ‘간결한 문체’, ‘매력적인 소재’라는 댄 브라운만의 장점이 그대로 살아 있는 소설이다. 전 세계에 ‘댄 브라운 신드롬’을 다시 불러일으키고 있는 신작 《인페르노》를 통해, 한국 독자들은 ‘왕의 귀환’을 실감하게 될 것이다. 이탈리아의 중심에서 주인공 로버트 랭던은 역사상 가장 매혹적이고 미스터리한 문학 대작, 단테의 《신곡》의 끔찍한 세계로 끌려들어간다.",1,국내도서-소설/시/희곡
3,9788995932582,3087151,적을 만들지 않는 대화법,"10,800원",600원,샘 혼/이상원,갈매나무,샘 혼은 “16년 전에 쓴 책 《적을 만들지 않는 대화법Tongue Fu!》이 한국에서 베스트셀러에 올랐다기에 놀랐다”면서 “한국처럼 빠르게 발전하는 사회일수록 ‘텅후Tongue Fu’로 방어해야 할 일이 많기 때문이 아니겠나”라고 말했다. “사회가 빠르게 발전할수록 대인 관계 스트레스는 커지게 마련입니다. 한국은 특히 인터넷이 매우 발달했고 거의 모든 사람이 스마트폰을 쓰잖아요. 그것은 곧 더 많은 사람과 더 많은 커뮤니케이션을 하는 사회라는 뜻이죠. 자연히 사람과 소통하며 스트레스 또한 늘어날 수밖에 없어요. 옛날 같으면 그냥 고개를 돌려버리면 그만이었을 문제가 이제는 컴퓨터를 켜거나 스마트폰만 열어도 재발하고 있는 것이죠.” -조선일보 Weekly BIZ 샘 혼 인터뷰 중에서 커뮤니케이션 분야의 스테디셀러 《적을 만들지 않는 대화법》이 2015년 좀 더 새로운 모습으로 독자를 찾아왔다.,4,국내도서-자기계발
4,9788956607030,8966571,28,"13,050원",720원,정유정,은행나무,"“독자를, 내가 그려낸 세계에 데려다 놓고 싶다” 치밀하고 압도적인 서사, 숨 쉴 틈 없이 달려가는 문장, 폭발하는 이야기의 힘! 제1회 세계청소년문학상 수상작『내 인생의 스프링 캠프』와 제5회 세계문학상 수상작 『내 심장을 쏴라』, 2011년 베스트셀러 장편소설 『7년의 밤』의 작가 정유정의 신작 장편소설 『28』. 이 소설은 ‘불볕’이라는 뜻의 도시 ‘화양’에서 28일간 펼쳐지는 인간과 살아 있는 모든 것들의 생존을 향한 갈망과 뜨거운 구원에 관한 이야기다. 작가는 리얼리티 넘치는 세계관과 캐릭터 설정을 바탕으로 순식간에 무저갱으로 변해버린, 파괴된 인간들의 도시를 독자의 눈앞에 생생하게 그려내고 있다. 5명의 인물과 1마리 개의 시점을 톱니로 삼아 맞물린 6개의 서사적 톱니바퀴는 독자의 심장을 움켜쥔 채 현실 같은 이야기 속으로 치닫는다.",1,국내도서-소설/시/희곡
5,9788993734300,9179541,관점을 디자인하라,"13,320원",740원,박용후,프롬북스,"창조적 아이디어와 혁신은 뻔한 사고 방식에서 나오지 않는다. 당연한 것들을 부정하고, 현재의 변화와 미래에 당연해질 것에 집중해야 한다. '관점 디자이너' 박용후는 고정관념에서 벗어나는 방법, 다른 세상을 여는 질문 방법 등을 통해 관점 디자인 노하우를 공유한다.",3,국내도서-자기계발
6,9788983924889,9048741,인페르노 2,"11,700원",650원,댄 브라운/안종설,문학수첩,"초특급 작가 댄 브라운의 귀환 댄 브라운이 4년 만에 신작 《인페르노》로 돌아왔다. 출간 전부터 언론의 집중 조명을 받은 《인페르노》는 미국과 영국을 비롯해 독일, 이탈리아 등에서 출간 즉시 주요 서점과 미디어의 베스트셀러 집계 1위를 휩쓸었다. 《다빈치 코드》를 능가하는 가공할 만한 파괴력을 재확인시킨 이번 소설은 댄 브라운의 역대 최고작이 될 것으로 평가받고 있다. 3년이라는 집필 기간을 거쳐 완성된 《인페르노》는 ‘빠른 진행’과 ‘간결한 문체’, ‘매력적인 소재’라는 댄 브라운만의 장점이 그대로 살아 있는 소설이다. 전 세계에 ‘댄 브라운 신드롬’을 다시 불러일으키고 있는 신작 《인페르노》를 통해, 한국 독자들은 ‘왕의 귀환’을 실감하게 될 것이다. 이탈리아의 중심에서 주인공 로버트 랭던은 역사상 가장 매혹적이고 미스터리한 문학 대작, 단테의 《신곡》의 끔찍한 세계로 끌려들어간다.",1,국내도서-소설/시/희곡
7,9788995501443,1403766,꾸뻬 씨의 행복 여행,"12,150원",670원,프랑수아 를로르,오래된미래,"마음의 병을 앓고 있는 사람들을 치료하던 정신과 의사가 행복의 참된 의미를 찾아 여행을 떠난다는 소설이다. 이 소설의 주인공처럼 저자는 정신과 의사이다. 늘 불안한 심리 상태로 살아가는 사람들을 지켜보면서 어떤 심리학적 설명보다 한 편의 이야기가 더 사람의 마음을 움직일 수 있다고 생각했고, 자신의 환자들을 진료하며 얻은 경험과 생각들을 바탕으로 소설을 썼다. 현재 12개국의 언어로 번역되어 현대인의 복잡한 심리의 핵심을 짚어내면서 누구나 공감할 수 있는 이야기로 사람들의 마음을 움직이고 있다....",1,국내도서-소설/시/희곡
8,9788965744023,9104121,정글만리 1,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
9,9788965744030,9104124,정글만리 2,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
10,9788965744047,9104132,정글만리 3,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
11,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
12,9788960652866,8986679,가슴청년 희망을 도둑맞지 마라,"12,600원",700원,최용주 저,공감,"이 글은 이런 루저 인생에서 모교의 교수가 되어, 지방캠퍼스(조치원)에 있는 홍익대 광고홍보학부를 대한민국 (자타칭)최고의 광고홍보학과로 키운 성공스토리이다. 그렇다고 이 책이 홍대 광고홍보학부의 자랑이 결코 아니다. 더구나 요즘 유행하는 많은 자기계발서처럼 이래라 저래라 하는 그런 류의 책은 더더욱 아니다. 이 글은 최 교수가 10년 동안 학생들과 함께 생활하면서 학생들의 발전을 위해 제 스스로 고민하고 실천한 이야기다. 최 교수가 대한민국 학생들의 발전을 위해그동안 자신의 학생들에게 해주었던 이야기를 자신의 미래에 대해 고민하는 ‘가슴청년’들에게 들려주고 싶어 쓴 글이다. 독자들이 홍익대 광고홍보학부의 이야기를 통해서 독자 자신에게 도움이 될 수 있는 메시지를 얻으실 수 있기를 간절히 바라며 쓴 글이다. 저자는 아무리 나이가 젊어도 가슴이 뛰지 않는다면 가슴청년이 아니라고 말한다.",1,국내도서-에세이
13,9788991731493,4467871,부모라면 유대인처럼,"12,420원",690원,고재학,위즈덤하우스,"물고기를 주어라, 한 끼를 먹을 것이다. 물고기 잡는 법을 가르쳐 주어라, 평생을 먹을 것이다 탈무드식 자녀교육을 표현할 때 가장 많이 인용되는 표현이다. 이제까지의 우리 교육은 그때 그때 필요한 물고기만 던져주고 성적 좋은 헛똑똑이를 키워내는데 열중했다. 이제 물고기 낚는 법을 가르치는 탈무드식 자녀교육에 주목해야 한다. 잠깐은 느리고 서툰 것 같더라도, 그것이 우리 자녀들을 우물 안 개구리를 벗어나서 아인슈타인이나 래리 페이지처럼 글로벌 인재로 키우는 현명한 방법이다.",1,국내도서-가정 살림
14,9788965420170,9008588,해커스 토익 Reading,"16,920원",940원,데이비드 조,해커스어학연구소,"토익 리딩의 기본서 『해커스 토익 Reading』의 최신 개정판. 최신 토익 출제 경향의 철저한 분석을 바탕으로 문제 해결 전략을 제시하고 문제를 풍부하게 수록했다. 진단고사로 취약점을 파악하고 자신에게 맞는 학습법을 계획해 기본기를 다지고 실적 감각과 점수를 높이도록 안내한다. 무료 동영상강의, 무료 온라인 실전모의고사(www.Hackers.co.kr)와 무료 단어암기 MP3 & 진단고사 해설 강의(www.ChampStudy.com)를 제공해 다양한 콘텐츠를 활용하며 효과적으로 학습할 수 있다.",3,국내도서-국어 외국어 사전
15,9788994747187,8978432,관찰의 힘,"13,500원",750원,얀 칩체이스/사이먼 슈타인하트/야나 마키에이라/이주형,위너스북,"세계적인 디자인컨설팅 회사 frog의 최고책임연구원 얀 칩체이스의 주요 업무는 '관찰'이다. 전세계를 돌아 다니며, 출퇴근 길 처럼 특별한 것이 없는 사람들의 모습을 관찰한다. 얀의 관찰에서 우리는 사물을 보는 새로운 방법과 인간 행동에 대한 근본적인 통찰을 만나 볼 수 있다. 얀은 전 세계 사람들의 평범한 일상을 관찰하여 얻은 가능성의 영역을 낱낱이 공개한다. ‘왜 저 사람들은 저런 일을 할까? 왜 저런 방법을 사용할까?’라는 질문을 늘 품고 다니는 저자의 독특한 시선을 쫓다보면 일상이 예사롭게 보이지 않을 것이다.",3,국내도서-경제 경영
16,9788982121975,8400589,그냥 덮어둘 일이지,"9,900원",550원,서정태/권혁재,시와,"90세 시인의 삶과 풍경 미당 서정주의 아우 우하 서정태 시인의 평생 두 번째 시집이 발간되었다. 서정태 시인의 시는 한결같이 정감 어리고 따뜻하다. 오랜 세월, 삶이라는 모진 풍파를 견뎌온 아흔의 고개에서 내려다보는 삶은 또 다른 모습을 사고 있다. 그는 시를 통해 하루하루 근근히 살아가는 우리네 세상살이를 따뜻하게 바라볼 수 잇는 또 하나의 시선을 선사한다. 더하여 미당과 우하, 고창 선운사를 향한 사모와 애정으로 시인의 노래를 카메라 렌즈를 통해 이미지로 여과한 권혁재의 사진은, 노장 시인의 관조와 젊은 사진작가의 열정이 합하는 완벽한 조화와 아름다운 하모니를 이룬다. 소박한 그의 생활이 정겹게 녹아 있는 여러 장의 사진을 통해 독자들은 숱한 고비들을 묵묵히 넘어 온 시인의 아흔 해를 고스란히 느낄 수 있을 것이다. 서정태 시인의 시는 고요하기 그지없다.",3,국내도서-소설/시/희곡
