순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788970653976,11818218,내가 사랑한 유럽 TOP10,"14,220원",790원,정여울,홍익출판사,"대한항공이 45만 여행자와 함께 뽑은 유럽의 숨은 보석 같은 여행지 100곳, 행복한 에세이로 들려주는 문학평론가 정여울의 101가지 유럽 이야기! 이 책에 소개된 ‘유럽에서 할 수 있는 100가지 아이템’은 여행자들의 로망을 실현할 ‘만약’의 가능성을 선물한다. 사랑을 부르는 유럽, 한 달쯤 살고 싶은 유럽, 유럽 속 숨겨진 유럽 등 열 개의 테마로 구성된 《내가 사랑한 유럽 TOP10》의 순위는 대한항공 캠페인의 참여자들이 직접 뽑았다. 누구나 한번쯤 꿈꿔본 유명 미술관 투어나 해안가 산책 코스는 물론이고 눈물겨운 러브스토리가 깃든 성당, 인생의 끝에 머물고픈 작은 마을 등 너무 유명해지지 말았으면 하는 아이템까지 가득하기에, 언젠가 꼭 가보겠다는 열망과 또다시 떠나고 싶은 간절함 둘 다에 불을 지핀다. 똑 부러지는 문학평론뿐 아니라 감성의 결을 파고드는 따스한 에세이를 써내는 정여울 작가. 저자는 특유의 감수성과 담백하고 소탈한 문체로 여행의 단상을 풀어놓았다.",3,국내도서-에세이
2,9788965961055,12454247,말공부,"13,500원",750원,조윤제,흐름출판,"말을 단순히 기술이나 재주로 배우려 하면 금세 밑천이 드러나고 만다. 내면의 힘과 지혜를 길러야 비로소 제대로 말을 잘하게 되는 것이다. 이 책은 논어·맹자·장자 등의 철학서, 사기·십팔사략·전국책 등의 역사서, 설원·세설신어 등의 설화집을 비롯한 다양한 고전에서 찾아낸 현자와 영웅들의 명 대화를 담고 있다. 고전 속 영웅들이 벌인 수많은 전쟁에서 그 승패를 가른 촌철살인! 스승과 제자의 치열한 논쟁과 신경전! 사람의 마음을 들었다 놨다 하는 데 귀신같은 능력을 보인 삼국지 영웅들의 언중유골과 언어유희! 인생의 깊이와 넓이를 살찌우던 주옥같은 대화들! 사람의 마음을 읽고, 또 사람을 다스리는 방법을 알려주는 지혜와 통찰이 살아숨쉬는 어록들! 2500년 동양고전에서 찾아낸 말의 향연 속에서 진정한 ‘말공부’를 할 수 있을 것이다.",1,국내도서-자기계발
3,9788952227829,11875066,미 비포 유 Me Before You,"13,500원",750원,조조 모예스/김선형,살림출판사,"죽음 앞에서 사랑이 물었다. 내 곁에서 그냥, 살아주면 안 되나요? 오만하리만큼 잘났지만 불의의 사고로 사지마비환자가 된 젊은 사업가 윌 트레이너와 괴팍하리만큼 독특한 패션 감각을 지닌 엉뚱하고 순진한 여자 루이자 클라크. 맞닿을 것 하나 없이 다른 둘은 어떻게 만나 하나의 꿈을 꾸게 되었을까?",1,국내도서-소설/시/희곡
4,9788998522704,12321351,겨울왕국 OST 피아노 연주곡집 초급편,"5,400원",300원,편집부 저,스코어,"★ 바이엘(하)~체르니100번 수준이면 연주 가능 ★ 원곡을 살리면서 연주하기 쉽게 편곡된, 감성적인 피아노 악보집 ★ 특별부록-디즈니 애니메이션 OST 베스트 콜렉션 5곡, 추가 수록 “내리고~~”를 흥얼거리게 만드는 영화의 흡입력, 그 중심에는 음악이 철저하게 한몫을 했습니다. 세대 간의 뚜렷한 음악적 색깔이 드러나는 요즘, 그럼에도 불구하고 공통적인 정서는 진정성이 담긴 따뜻한 감성입니다. [겨울왕국]의 아름다운 장면들과 함께 심장을 울리게 했던 감성적인 음악들이 [겨울왕국 OST 피아노 연주곡집]으로 출간되었습니다. 주제곡 ‘Let it Go’ 등 악보집으로 표현된 예쁜 음악들이 많은 사람들에게 다시 한 번 가족의 소중함을 일깨워 줄 것입니다. 피아노 기초과정에 맞게 편곡된 초급편(Easy)은 바이엘에서부터 체르니100번 수준까지 연주가 가능합니다.",3,국내도서-예술
5,9788950954949,12678246,마법천자문 28,"8,820원",490원,올댓스토리/홍거북/김창환,아울북,"삼장을 둘러싼 어둠의 계획, 그리고 사라진 광명상제의 행방과 암흑상제의 음모가 밝혀진다! 호위장군과의 싸움 도중에 들린 삼장의 비명 소리! 하지만 오공을 놓아주지 않는 호위장군 때문에 삼장에게 가지 못하는 오공은 답답하기만 합니다. 설상가상으로 호위장군의 계속되는 분노로 오공을 향한 공격은 더욱 거칠어 지고, 오공 역시 점점 힘에 부쳐 쓰러집니다. 이 상황을 지켜보고 있던 큐티는 비록 힘은 약하지만 강한 의지로 쓰러진 오공을 지기키 위해 호위장군과 사력을 다하여 맞서 싸운다. 한편 교만지왕의 방에서는 삼장의 악마화가 진행되고, 삼장은 점점 변하기 시작합니다. 간신히 정신을 차린 오공은 기지를 발휘해 호위장군을 따돌리고, 드디어 삼장이 있는 교만지왕의 방에 도착합니다. 그리고 교만지왕을 쓰러뜨리고 삼장을 구하려는 찰나 따돌린 줄 알았던 호위장군이 나타나는데…….",3,국내도서-어린이
6,9788956056531,8840624,여덟 단어,"13,500원",675원,박웅현,북하우스,"『책은 도끼다』 의 저자이자 대한민국을 대표하는 광고인 박웅현이 인생을 살아가면서 한 번쯤 생각해보면 좋을 여덟 가지 삶의 단어들을 이야기한다. 삶의 기준을 왜 내 안에 둬야 하는지, 고전을 왜 궁금해야 하는지, 지금 이 순간을 충실히 살아야 하는 이유는 무엇인지 등 풍요롭고 행복한 인생을 위한 삶의 지혜가 책 곳곳에 녹아 있다.",1,국내도서-인문
7,9788968330216,12258002,1cm 일센티 첫 번째 이야기,"12,420원",690원,김은주,허밍버드,"35만 독자의 공감과 변화를 이끌어낸 베스트셀러 《1cm》, 《1cm+》 성원에 힘입어 새 옷을 입은 《1cm》가 돌아오다 《1cm 첫 번째 이야기》 출간! 2008년 출간, “인생이 긴 자라면, 우리에게는 1cm만큼의 ( )가 필요하다”는 독특한 부제를 달고 많은 이들에게 사랑받았던 《1cm(일 센티)》. 아쉽게도 절판되어 출간 후 5년 이상이 지난 최근까지도 독자들의 재출간 요청이 끊임없이 이어졌다. 소장 가치가 높아 중고 서점에서도 구하기 어려웠던 이 책. 2014년 3월, 허밍버드가 《1cm(일 센티) 첫 번째 이야기》라는 제목과 함께 완성도를 높여 새롭게 선보인다. 굴지의 광고 대행사 TBWA KOREA에 몸담고 있는 카피라이터 김은주가 특유의 발상과 관찰력을 기발한 글로 풀어내고, 제일기획 소속 아트디렉터 김재연이 재기 발랄하고 인상적인 일러스트로 그 힘을 더한다.",2,국내도서-에세이
8,9788993734348,12344424,어떤 하루,"12,420원",690원,신준모,프롬북스,"페이스북 인싸이트 글 분야 1위! 매주 250만 명의 사람들이 읽고 있는 글! 이 책은 페이스 북 〈신준모의 성공연구소-마음을 성형하는 사람들〉에서 많은 사람들의 마음을 움직이고 있는 글을 모아 만든 에세이다. 2011년 11월부터 꾸준하게 올린 매일 한 편의 글들은 사람들에게 위로가 되었고, 때로는 뼈아픈 충고가 되어주었다. 저자의 글들이 입소문을 타기 시작하면서 매주 250만 명의 페이스 북 유저들이 그의 글을 읽고 전파하기 시작했다. 글을 읽고 마음의 변화, 생각의 전환, 행동의 시발점이 됐다고 말하는 사람들이 지금도 그에게 감사의 메시지를 보내오고 있다. 저자는 쉼표 같은 사람이 되기를 원한다. 책은 그런 저자의 마음을 고스란히 담아내었다. [어떤 하루]의 책 속 구성은 마음을 사계절로 나누는 것에서부터 출발했다.",3,국내도서-에세이
9,9788937488351,11365496,강신주의 감정수업,"17,550원",970원,강신주,민음사,대중과의 소통을 소중히 여기는 철학자 강신주 박사는 자아를 잃고 방황하는 현대인에게 지금 시급한 문제는 바로 자기 감정을 회복하는 일이라고 주장한다. 책에는 다년간의 상담 경험을 바탕으로 독자에게 전하고 싶은 어드바이스를 '철학자의 시선'으로 정제하여 담았다. 더불어 타인의 감정을 살피고 나의 감정을 들여다보기 위하여 각 장마다 그림 보는 시간을 할애했다.,1,국내도서-인문
10,9788997575213,12098864,세계 최고의 인재들은 왜 기본에 집중할까,"11,700원",650원,도쓰카 다카마사/김대환,비즈니스북스,"국제 금융시장을 주도하는 투자은행 골드만 삭스, 글로벌 기업의 컨설팅 업무를 수행하는 전설의 컨설팅펌 맥킨지, 글로벌 리더를 배출하는 MBA 명문 하버드 비즈니스 스쿨! 이 세 곳은 모든 사람들이 꿈꾸는 직장이자 교육기관으로, 전 세계 상위 1퍼센트 인재들에게만 허락되는 곳으로 유명하다. 그렇다면 이곳에서 활약하는 사람들에게는 과연 어떤 능력, 어떤 공통점이 있는 걸까? 이 책의 저자는 골드만 삭스와 맥킨지, 하버드 비즈니스 스쿨을 모두 거치며 최고의 인재들과 함께 공부하고 경쟁하면서 그들만의 공통된 사고방식과 가치관, 업무 방식을 발견할 수 있었다. 그리고 더 큰 목표를 꿈꾸며 끊임없이 노력하는 사람들을 위해 직접 경험한 세계 톱클래스 인재들의 공통점을 이 책에 담았다. 안정된 지위와 경제적 수입이 보장되었음에도 불구하고 결코 성장의 노력을 멈추지 않으며 어떠한 위기에도 흔들리지 않는 그들의 공통점은 바로 ‘기본에 집중하는 것’이었다.",1,국내도서-자기계발
