순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788992647601,3247513,세상에 너를 소리쳐!,"13,500원",750원,빅뱅,쌤앤파커스,"“이 길의 끝에 내가 원하는 세상이 있다. 세상이 너에게 무언가를 허락해주기를 기다리지 말고, 직접 세상을 향해 너를 소리쳐라! 그 무엇도 두려워하지 말고, 당당하게 청춘처럼!” 『세상에 너를 소리쳐!』는 빅뱅이 전하는 도전과 희망의 메시지다. 초등학교 때부터 가수의 꿈을 키우며 연습생 생활을 시작한 G-드래곤(권지용)과 태양(동영배)을 비롯해 TOP(최승현), 대성(강대성), 최근 솔로로 데뷔한 승리(이승현)….",3,국내도서-에세이
2,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
3,9788996047636,2875607,네가 어떤 삶을 살든 나는 너를 응원할 것이다,"12,960원",720원,공지영,오픈하우스,"『즐거운 나의 집』의 주인공 위녕과 그녀의 엄마를 다시 만난다. 이번에는 소설 속 등장인물이 아닌 진짜 가족의 모습으로. 공지영 작가가 하나뿐인 딸에게 보내는 편지. 아니, 험난한 세월을 살아가는 이 땅의 모든 아들, 딸들에게 보내는 응원의 메시지를 담은 책이다.",3,국내도서-에세이
4,9788984072978,3193351,폰더 씨의 실천하는 하루,"10,800원",600원,앤디 앤드루스/하윤숙,세종서적,"“실패나 좌절은 더 이상 내 이야기가 아니다. 어제와 같은 미래는 없다!” 『폰더 씨의 위대한 하루』의 작가 앤디 앤드루스가 전하는 일곱 가지 결단 실천편! 재취업은커녕 당장 딸아이의 수술비도 구할 수 없는 절망적인 상황에서 기적처럼 만나게 된 역사 속 위인들을 통해 삶과 행복, 성공의 의미를 일깨워주었던 『폰더 씨의 위대한 하루』를 기억하는가.",3,국내도서-자기계발
5,9788973374939,318766,눈먼 자들의 도시,"13,050원",720원,주제 사라마구/정영목,해냄,"이 세상 모든 사람들이 보지 못한다면? 인간의 욕망의 끝을 파헤치는 주제 사라마구의 대표작 사람들은 갑자기 앞을 볼 수 없는 전염병에 걸리고, 그들은 수용소에 격리된다. 1998년 노벨문학상을 수상한 주제 사라마구가 그려내는 디스토피아의 모습이다. 본다는 것은 식별한다는 것이고, 이것은 곧 이성을 바탕으로 한 행위이다. 이렇듯 이성을 잃어버린 도시는 아비규환, 그 자체가 돼 버린다. 작가는 인간이 극한 상황에서 얼마나 사악해지는지 숨김없이 내보인다.",1,국내도서-소설/시/희곡
6,9788984370906,3105361,사랑을 찾아 돌아오다,"9,900원",550원,기욤 뮈소/김남주,밝은세상,"기욤 뮈소가 다시 돌아오다! 『구해줘』, 『당신 거기 있어줄래요?』, 『사랑하기 때문에』 등 발표하는 소설마다 공전의 히트를 기록한 세계적인 베스트셀러 작가 기욤 뮈소. 그가 허를 찌르는 반전의 미스터리 소설을 들고 다시 찾아왔다. 프랑스 출간 당시 초판 부수만도 30만 부에 달해 독자들의 기대를 실감케 했으며, '기욤 뮈소 현상은 현재진행형', '노련한 추리작가의 방식으로 감성소설을 쓰는 데 탁월하다'는 언론의 호평이 이어지기도 했다.",1,국내도서-소설/시/희곡
7,9788932908557,3116465,신 1,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』1부가 드디어 출간된다. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다.",3,국내도서-소설/시/희곡
8,9788954606417,3021432,개밥바라기별,"9,000원",500원,황석영,문학동네,"탁월한 성장소설: 거장 황석영의 비밀창고를 열다 수많은 네티즌들의 뜨거운 호응, 누적 방문자 수 180만! 우리 문학계의 거장, 황석영이 드디어 그 자신의 소년시절을 소설로 썼다. 공사판과 오징어잡이배, 빵공장을 떠돌다 입산하여 행자생활을 하고, 다시 또 베트남전에 차출되었던, 아픈 방랑의 시간들이 그대로 소설이 되었다. 세상과 온몸으로 부딪혀온 그의 청춘이 고스란히 담겨 있기에, 어느 때보다 더 아프고 진한 감동이 배어나는 소설이다.",2,국내도서-소설/시/희곡
9,9788990700582,3103556,해커스 토익 Reading 리딩,"17,860원",190원,데이비드 조,해커스어학연구소,"문법 · 독해 · 어휘에서 실전까지 대비한 토익 기본서 최신 경향을 반영하여 문법, 독해, 어휘를 종합 구성한 토익 리딩의 기본서. 또한 많은 최신의 실전문제를포함하고 있는 실전서이기도 하다. Grammar 섹션의 일목요연한 포인트 문법설명과 Vocabulary/Reading 섹션의 출제유형 및 핵심 전략으로 토익의 경향을 정리한 후, 실전보다 더 실전다운 토익 문제를 풀어봄으로써, 가장 효율적이고도 확실한 방법으로 토익실전을 대비할 수 있도록 하였다.",3,국내도서-국어 외국어 사전
10,9788932908564,3116469,신 2,"8,820원",490원,베르나르 베르베르/이세욱,열린책들,"베르베르식 우주의 완성, 그의 생애 최고의 대작! 집필 기간 9년에 달하는 베르베르 생애 최고의 대작, 『신』1부가 드디어 출간된다. 가히 '베르베르식 우주의 완성'이라 말할 수 있을 만큼, 그가 천착해 온 모든 주제가 집결되어 있다. 삶과 죽음 너머, 영혼의 존재. 우리가 알지 못하는 세계를 향한 놀라운 상상력! 베르베르가 작품 활동 초기부터 끊임없이 천착해 온 '영혼의 진화'라는 주제가 마침내 그 여정에 마침표를 찍는다. 베르베르는 『신』이 '이 우주의 어딘가에 지구의 역사를 처음부터 죽 지켜본 증인들이 ...",3,국내도서-소설/시/희곡
