순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937483943,5788279,스티브 잡스,"22,500원","1,250원",월터 아이작슨/안진환,민음사,"10월 25일, 전 세계 동시 출간! 스티브 잡스가 인정한 유일한 공식 전기 그의 마지막 육성을 만난다 애플의 공동 창업주이자 전 CEO, 21세기를 움직인 혁신의 아이콘 스티브 잡스. CNN의 전 최고 경영자이자 《타임》 전 편집장인 월터 아이작슨의 독점 인터뷰를 통해 그의 전 생애와 우리 모두의 디지털 삶을 바꾼 혁신의 핵심 원천이 최초로 밝혀진다.",3,국내도서-경제 경영
2,9788971848685,5715338,닥치고 정치,"12,150원",130원,김어준/지승호,푸른숲,"침묵을 깨고 김어준이 돌아왔다! 명랑한 시민으로 살기 위한 이 시대의 정치교본을 들고! 그 어디서도 들어본 적 없는 이론과 무학(無學)의 혜안과 통찰이 난무한다. 보수와 진보를 사바나 시절 인간의 본능적 습성으로부터 구분 짓기 시작해 현 정권, 삼성, BBK 등 구체적인 주체와 사건을 통해서 우리나라 보수의 현주소를 보여주고, 또 한편으로 그 반대편에 서 있다고 말하기도 민망한 진보 정당의 한계 또한 확실하게 꼬집는다.",2,국내도서-사회 정치
3,9788901130460,5696349,시골의사 박경철의 자기혁명,"14,400원",800원,박경철,리더스북,"대한민국의 지성, 실천하는 비판가, 열정적 독서광, 청춘의 멘토 시골의사 박경철이 이 시대 청춘에게 던지는 통렬한 자기혁명의 메시지! ‘알지만 실천하지 못하는 후회를 담은 시행착오의 기록’이라는 박경철의 말처럼 그의 치열했던 고뇌의 기록인 동시에, 청년들과 나눈 소통의 흔적이며, 함께 노력하겠다는 의지를 보여준다.",1,국내도서-자기계발
4,9788936433703,3428863,도가니,"10,800원",600원,공지영,창비,"작가 공지영, 거짓과 맞서 희망을 쓰다! “진실을 결코 개들에게 던져줄 순 없습니다” 작가가 이 소설을 처음 구상하게 된 것은 어떤 신문기사 한 줄 때문이었다고 한다. 그것은 마지막 선고공판이 있던 날의 법정 풍경을 그린 젊은 인턴기자의 스케치기사였다. 그 마지막 구절은 아마도 ""집행유예로 석방되는 그들의 가벼운 형량이 수화로 통역되는 순간 법정은 청각장애인들이 내는 알 수 없는 울부짖음으로 가득 찼다""였던 것 같다.",3,국내도서-소설/시/희곡
5,9788991643154,2119989,뿌리 깊은 나무 1,"10,800원",600원,이정명,밀리언하우스,"<뿌리깊은 나무>는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다.",3,국내도서-소설/시/희곡
6,9788991643161,2119991,뿌리 깊은 나무 2,"10,800원",600원,이정명,밀리언하우스,"는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다. 는 한반도 역사상 가장 융성했던 세종 시대, 훈민정음 반포 전 7일간 경복궁에서 벌어지는 집현전 학사 연쇄살인사건을 다룬다. 위대한 군왕인 세종 치세의 궁궐 안 살인사건이라는 설정은 당혹스러울 수도 있다. 그러나 는 모두?..",3,국내도서-소설/시/희곡
7,9788960864818,5787732,3무 경영,"11,700원",650원,하지해,위즈덤하우스,"1960년대 한국전쟁으로 온 나라가 황폐했던 시절, 제과업으로 사업을 시작한 롯데. 이후 롯데호텔, 롯데백화점, 롯데마트 등 서비스업으로 영역을 확대해나갔다. 사실 제과업은 미래가 불투명한 업종이며, 서비스업 역시 높은 부가가치를 창출해내기 어려운 업종이라서 재계 5위의 자리에 오르기까지 롯데의 남다른 노력이 뒷받침되었음이 분명하다.",3,국내도서-경제 경영
8,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
9,9788991731578,5602026,엄마가 아이를 아프게 한다,"11,700원",650원,문은희,예담friend,"15만 독자들이 선택한 자녀교육 스테디셀러 『엄마가 아이를 아프게 한다』 리커버 한정판 스페셜 에디션 출간 자녀를 품고 사는 ‘포함’ 행동 단위에서 벗어나라. 아이의 미래를 위해 어떤 희생도 마다하지 않고, 자나 깨나 자식 걱정뿐인 엄마! 하지만 아이들 마음에 생긴 가장 깊은 상처 대부분은 바로 엄마와 연결되어 있다. 자녀를 사랑하기 때문에 잘 되라고 잔소리하고, 간섭하고, 부담 주고, 조바심 내다 상처를 주고 만 것이다. 특히, ‘포함’ 행동 단위로 사는 한국 엄마들은 머리와 마음에 자식을 품고는, 아이가 딴짓하는 것을 참아주지 못하고, 다른 생각하는 것을 이해하지 못해 더욱 상처를 준다. 심리학자이자 한국 알트루사 상담소 소장인 저자 문은희 박사는 우리나라 어머니들과 서양 어머니들의 우울증을 비교·연구하는 과정에서 ‘포함 단위’라는, 한국인의 독특한 심리구조를 찾아내 ‘포함’ 이론을 정립했다.",1,국내도서-가정 살림
10,9788962170382,5269520,조국현상을 말한다,"10,800원",600원,김용민,미래를소유한사람들,"벼락처럼 진보진영의 스타로 떠오른 조국 그를 중심으로 펼쳐지는 대한민국 정치지형도 진보진영에 새로운 스타가 떠올랐다. 서울대 법학전문대학원 조국 교수. 일각에서는 이를 두고 '조국현상'이라고 까지 표현한다. 그 만큼 온오프라인에서 그의 인지도와 지지는 상상 그 이상이다. 저자는 이 책에서 조국 개인과 그를 둘러싼 정치 구도, 시대정신을 보여줌으로써 독자에게 조국현상에 대한 이해를 돕고 있다. 저자는 단도직입적으로 조국을 2017년 대선의 주자로 시뮬레이션 한다.",4,국내도서-사회 정치
11,9788963706320,5635366,독서 천재가 된 홍대리,"11,700원",650원,이지성/정회일,다산북스,"나를 살리는 생존 독서를 시작하라 스무 권이 넘는 책을 펴내고 국내에서만 총 200만부가 넘게 팔려나가며 미국, 일본, 중국, 대만, 베트남 등에서도 활발히 활동하고 있는 이지성 작가의 독서 사랑은 이미 전작을 통해서도 알려져 있는 바이다. 지금의 독서 고수가 되기까지, 그는 처음 어떻게 책을 읽기 시작했을까? 이 책에는 그러한 궁금증을 해결해줄 국민 멘토 이지성의 100% 독서 스토리가 공개되어 있다.",3,국내도서-자기계발
12,9788984315112,5764559,엄마 수업,"10,800원",600원,법륜/이순형,휴(休),"자녀 문제로 괴로워하는 부모에게 법륜 스님이 주는 다정한 조언이자 지혜로 가득 찬 양육 지침서. 저자는 부모와 아이의 관계 특성, 상황별·시기별로 아이를 올바르게 키우는 방법, 좋은 부모의 역할과 자격 등을 소개하며 이것을 바탕으로 우리 아이를 올바르게 사랑하는 지혜를 보여 주고 있다. 오늘날 많은 부모가 자식을 남 보기에 좋은 물건처럼 취급한다. 얼굴 예쁘고, 신체 건강하고, 공부 잘하고, 말 잘 듣고 그런 아이를 원한다.",1,국내도서-가정 살림
13,9788990982445,5710216,새벽 거리에서,"13,320원",740원,히가시노 게이고/양억관,재인,"현대 일본 문학의 아이콘, 히가시노 게이고의 새 장편소설이다. 소설은 사랑과 살인 두 개의 큰 축으로 굴러간다. 책의 전반부는 주인공 와타나베가 비정규직 여사원으로 새로 온 아키하에게 빠져드는 과정을 그리고 있다. 히가시노 게이고의 소설에서 볼 수 있는 사랑의 방식은 크게 두 가지로 나눌 수 있는데, 하나는 『용의자 X의 헌신』『비밀』 등에서 보이는 지고지순한 사랑, 또 하나는 『백야행』 『환야』 『다잉 아이』 등에서 볼 수 있는, 어두운 그림자를 지닌 여성에게 자신도 모르게 빠져들어 파멸을 향해 치닫는 사랑이다.",3,국내도서-소설/시/희곡
14,9788956251622,5802530,흑산 黑山,"12,420원",690원,김훈,학고재,"김훈의 신작 장편소설 『흑산』은 18세기 말과 19세기 초 조선 사회의 전통과 충돌한 정약전, 황사영 등 지식인들의 내면 풍경을 다룬다. 당시 부패한 관료들의 학정과 성리학적 신분 질서의 부당함에 눈떠가는 백성들 사이에서는 ‘해도 진인’이 도래하여 새 세상을 연다는 '정감록' 사상이 유포되고 있었다. 서양 문물과 함께 유입된 천주교는 이러한 조선 후기의 혼란을 극복하고자 한 지식인들의 새로운 대안이었던 셈이다.",1,국내도서-소설/시/희곡
15,9788965960126,5343537,마흔에 읽는 손자병법,"12,600원",700원,강상구,흐름출판,"손자병법에서 배우는 인생과 경영의 지혜 ‘정치와 경영의 바이블’이라 할 수 있는《손자병법》을 통해 인생과 경영의 지혜를 한 수 가르쳐주는 책. 무엇보다 저자는 ‘마흔’이라는 나이에 다시 읽어본 《손자병법》에서 새로운 철학을 하나 건져올려 보여주고 있다. 40년이라는 시간 동안 고전의 한 구절, 한 구절을 몸소 체험하면서 느낀 공감과 성찰을 통해 “《손자병법》 가르침의 밑바닥에는 경쟁자를 나와 함께 살아가는 동반자로 인정하는 철학이 숨어 있음을 독자들에게 가르쳐준다.",1,국내도서-자기계발
16,9788954616126,5646862,알레프,"12,150원",670원,파울로 코엘료,문학동네,"『연금술사』 『브리다』의 작가 파울로 코엘료 2011년 신작 코엘료의 모든 것이자 새로운 출발을 알리는 작품 『알레프』는 작가의 길에 들어선 지 20여 년이 훌쩍 넘은 파울로 코엘료의 세계를 아우르는 동시에, 자신의 근본으로 회귀함으로써 새로운 출발을 알리는 작품이다.‘알레프’란 히브리어와 아랍어, 아람어의 첫 글자이자, 수학에서는 ‘모든 수를 포함하는 수’를 나타내는 말이다.",2,국내도서-소설/시/희곡
17,9788994013404,5429424,혼자 사는 즐거움,"13,500원",750원,사라 밴 브레스낙/신승미,토네이도,"인생이 짐이 무겁다고, 그리고 버겁다고 느껴질 때, 모든걸 내려놓고 자기 자신과 만나라 독신이나 비혼(非婚)으로 살아가는 사람에겐 ‘홀로 산다는 것’의 참된 의미를, 결혼한 사람에겐 자신의 인생을 진지하게 돌아볼 수 있는 자유와 꿈과 용기를 주는 책 『혼자 사는 즐거움』. 사람은 누구나 다양한 관계 속에서 살아간다. 부모로서, 자녀로서, 배우자로서, 직장 선후배로서, 친구로서…. 살아가면서 우리는 다양한 역할모델을 부여받고, 여기에 헌신할 의무를 지니게 된다.",3,국내도서-자기계발
