순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788950962869,23503498,가끔은 격하게 외로워야 한다,"16,200원",900원,김정운,21세기북스,"인생에 한 번쯤 외로움이 필요한 순간 ‘고립’을 통해 ‘몰입’의 기쁨을 만나다! 4년간의 격한 외로움의 시간이 빚어낸 예술적 사유, 인문학적 성찰, 사회분석적 비평이 한 권의 책으로 이 책 『가끔은 격하게 외로워야 한다: 내 삶의 주인이 되는 문화심리학』(21세기북스)는 그림과 사진, 심리학적·사회문화적 통찰이 총망라되어 있는 크로스오버 도서로, 전방위적 행보를 보여온 문화심리학자 김정운의 예술가적 면모를 본격적으로 선보인 첫 책. 지난 4년간 축적해온 내면의 사유와 성찰이 지성과 감성, 예술성을 아우르는 한 권의 책으로 완성되었다. 표지 그림 ‘외로움과 그리움 사이’ 역시 김정운의 작품이다. 나이 오십 넘은 남자가 홀로 밥해 먹고 빨래하며, 남는 시간은 오롯이 그림을 그리고 글을 썼다. 서툴지만 개성 있는 그림은 우리 삶에 대한 통찰을 이끌어내며, 심리학적 분석이 담긴 글을 통해 ‘자아’와 ‘세계’에 대한 주체적 성찰로 완성되었다.",1,국내도서-자기계발
2,9788996991342,15058512,미움받을 용기,"13,410원",740원,기시미 이치로/고가 후미타케,인플루엔셜,"프로이트, 융과 어깨를 나란히 하며 ‘심리학의 3대 거장’으로 일컬어지고 있는 알프레드 아들러의 심리학을 쉽고 재미있게 구성했다. 인간은 변할 수 있고, 누구나 행복해질 수 있다. 단 그러기 위해서는 '용기'가 필요하다. 자유로워질 용기, 평범해질 용기, 행복해질 용기, 그리고 미움받을 용기.",1,국내도서-인문
3,9791158510244,22793441,5년 후 나에게 Q&A a day (2020 로즈골드 특별 한정판),"15,120원",840원,포터 스타일/정지현,토네이도,"“나를 위해 한 권, 그를 위해 한 권 선물했다. 그리고 우리의 삶은 아름다워졌다.” _미국 아마존 독자 “이 책은 삶의 가장 빛나는 순간을 찾아가는 타임캡슐이다.” _영국 아마존 독자 아마존 젊은 독자들의 격찬을 받은 ‘가장 선물하고 싶은 책!’ 아름답고 유려한 디자인, 틈날 때마다 손쉽게 꺼내 생각하고 기록할 수 있는 지혜롭고 영감에 찬 질문들, 가방에 쏙 들어가는 휴대성 등이 이 책을 전 세계 수백만 독자의 사랑을 끌어낸 비결이다. 우리 시대 가장 위대한 예술가 앤디 워홀은 이렇게 말했다. “흔히들 시간이 지나면 자연스럽게 모든 것이 변할 것이라고 생각한다. 하지만 우리 자신이 변하지 않으면 아무것도 변하지 않는다.” 이 책은 지금 이 순간을 살아가는 사람들에게 스스로 변화할 수 있는 기회를 제공한다.",1,국내도서-자기계발
4,9791156171058,13540033,영단기 토익 RC,"17,820원",990원,정재현,영단기,"영단기 토익 RC는 10년간의 기출유형을 분석한 다음, 최근 5년간의 유형을 다시 집중 분석하는 치밀한 분석과 연구를 거듭하여 토익에는 유형이 존재한다는 결론을 내리고 토익의 모든 문제를 유형별로 정확하고 손쉽게 풀 수 있는 핵심 전략이 모두 담겨 있다. ‘진단→개념 정리→유형 정리→실전 문제’의 체계적인 4단계 학습을 통해, 학습자들이 기본 개념부터 실전 스킬까지 토익 RC의 모든 것을 학습할 수 있도록 구성하였다. 특히 최신경향을 빠짐없이 추가하였고 특히 Part7을 더욱 강화하여 새로운 영단기 토익 RC로 재탄생하게 되었다.",3,국내도서-국어 외국어 사전
5,9788994120966,15281236,지적 대화를 위한 넓고 얕은 지식,"14,400원",800원,채사장,한빛비즈,"신자유주의가 뭔지, 보수와 진보가 무엇인지, 왜 사회문제가 일어나는지도 몰라서 지식수준이 들통 날까 봐 대화 자리가 두려운 당신에게 오늘도 당신은 수시로 사람들과 만난다. 담배 한 대를 피우는 막간의 시간이든, 점심을 먹는 조금 긴 시간이든, 상사와 외근을 나가야 하는 긴 차 안이든, 대화는 필요하다. 어떤 대화로 연명해왔는가? 쉽게는 어제 뭐 봤니 부터 시작해서 잘 나가는 연예인 이야기를 거쳐 상사 뒷담화로 이어지는 대화의 패턴이 반복되다 보면, 상대가 누구든 그 관계조차 시시해지는 기분이 든다. 그러다 가끔 색다른 상대에 의해 한 차원 높은 지식을 요하는 대화가 시작되면 금방 들통 나는 지식의 한계에 부끄러움마저 느낄 것이다. 현실의 필수적인 지식을 외면한 채, TV 오락과 연예 스캔들, 상사 뒷담화에만 열을 올리는 대화는 허무하다.",1,국내도서-인문
6,9791186805114,23208678,나는 단순하게 살기로 했다,"12,420원",690원,사사키 후미오/김윤경,비즈니스북스,"이미 ‘발 디딜 틈 없는 공간’에 살면서도 하나라도 더 갖기 위해, 남들보다 더 좋아 보이는 것을 사기 위해 하루하루 살아가던 저자가 미니멀리스트가 되기로 마음을 먹으며 소유한 물건들을 버리면서 얻게 된 변화와 행복에 대해 기록한 책이다. 저자는 물건을 버리기 시작하면서 자신에게 진정으로 필요한 것에 대해 스스로 묻고 생각하게 되었고, 남과 비교하는 습관이 없어졌다고 고백한다.",1,국내도서-자기계발
7,9788972757573,23630397,라플라스의 마녀,"13,320원",740원,히가시노 게이고/양윤옥,현대문학,"일본 추리소설계를 대표하는 최고의 베스트셀러 작가 히가시노 게이고가 2015년, 데뷔 30주년 기념작으로 선보인 『라플라스의 마녀』가 현대문학에서 번역 출간되었다. 가도카와 쇼텐 출판사 창립 70주년 기념작이기도 한 이번 작품은 제31회 에도가와란포상을 수상한 데뷔작 『방과 후』 이후 통산 80번째 단행본이다. 그동안 히가시노 게이고는 치밀한 트릭과 반전이 빛나는 본격 추리소설부터 우리 시대의 문제점을 파고든 사회파 작품, 서스펜스, 판타지, SF에 이르기까지 다양한 장르를 오가며 미스터리의 경계를 넓혀왔다. 특히 이공계 출신의 추리소설가라는 독특한 이력을 가진 그는 첨단 과학이나 의학과 같은 주제를 논리적으로 짜 넣은 미스터리를 선보였으며, 과학적·사회적 변화들에 따른 정체성의 문제, 범죄의 심리, 어딘가 한 면이 일그러진 가족 관계나 사랑의 비극과 복수의 고통이라는 주제들에 많은 관심을 기울였다.",2,국내도서-소설/시/희곡
8,9788971991060,1418,감옥으로부터의 사색,"11,700원",650원,신영복,돌베개,"1988년 첫 출간된 이래 지금까지 수많은 사람들의 가슴에 깊은 감동을 남기며 이 시대의 고전으로 기록된 『감옥으로부터의 사색』의 증보판. 저자의 출소 이후 발견된 메모노트와 기존 책에 누락된 편지글들을 완벽하게 재현해내었다. 10년 전, 저자가 옥중에 있었을 당시 출간되었던 기존의 책은 1976년 2월의 편지부터 실려 있었으나 이 책에는 ‘청구회 추억’ 등 1969년 남한산성육군교도소에서 기록한 글들과 1970년대 초반 안양·대전교도소에서 쓴 편지들이 누락 없이 완전한 모습으로 담겨 있어 저자의 20대 사색의 편린들과 어려웠던 징역 초년의 면모까지도 면밀히 살펴볼 수 있는 것이 특징이다. 『감옥으로부터의 사색』은 영어의 몸으로 겪어낸 20년 20일간의 옥중 삶의 흐름이 저자의 고뇌 어린 사색의 결정과 함께 잔잔히 펼쳐진다.",3,국내도서-에세이
9,9791156172581,15660075,영단기 토익 LC,"17,820원",990원,유수연,영단기,"영단기 토익 LC는 각 파트별로 가장 최적화된 문제풀이 방법에 따른 유형 설명과 학습 방법, 그리고 이를 적용해 볼 수 있는 연습 문제들로 구성되어 있으며, 최신 문제 유형과 오답의 특성들도 빠짐없이 실어 두었다. 교재의 페이지를 한 장씩 넘겨가며 표현을 익히는 학습을 하고 각 파트의 문제 유형과 답변을 찾는 패턴을 연습하는 과정을 따르다 보면 이 책을 통한 학습을 마칠 때쯤 여러분은 두 세 단계 토익 LC 문제를 풀이하는 능력이 향상되어 있음을 자연스럽게 느낄 수 있을 것이다.",3,국내도서-국어 외국어 사전
10,9788959893638,22481548,트렌드 코리아 2016,"14,400원",800원,최지혜/김서영/전미영/이향은/이준영/김난도,미래의창,"MONKEY BARS : 원숭이의 재치와 날렵함으로 침체의 늪을 건너뛰다. 풍요와 빈곤이 극적으로 교차하는 Plan Z의 시대. 브랜드의 몰락, 가성비의 부상이 가속화된다. 서울대 소비트렌드분석센터가 전망한 2016년 대한민국 10대 소비트렌드 키워드는 MONKEY BARS로 요약된다. ‘멍키바’는 어린이 놀이터나 군대 유격장에서 볼 수 있는 구름다리를 말한다. 2016년 대한민국을 둘러싼 정치?사회?경제적 위기의 깊은 골을 원숭이가 구름다리를 넘듯 신속하고 현명하게 무사히 건너, 안정된 2017년에 도달하고자 하는 소망을 담았다. 한국 경제가 원숭이의 재치와 날렵함으로 “나무에서 떨어지는 일 없이” 경기침체의 수렁에서 빠져나오는 한 해가 되기를 바라는 소망도 동시에 담았다. 트렌드 코리아가 전망하는 2016 대한민국 소비트렌드를 포괄적으로 품고 있는 키워드는 바로 ‘플랜 Z’ 소비다.",2,국내도서-경제 경영
