순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
2,9791196797706,78665011,지쳤거나 좋아하는 게 없거나,"12,150원",670원,글배우,강한별,"전작 『타인의 시선을 의식해 힘든 나에게』를 통해 독자들에게 나 자신을 사랑하는 법을 알려준 글배우가 이번에는 무기력해진 마음에 새롭게 다시 시작하고 싶은 의욕과 용기를 불러일으켜 준다. 지쳤거나 좋아하는 게 없다면 삶은 무기력해진다. 그 동안 살아오면서 잘해야 된다는 마음이 지나치게 강했다면, 그래서 잘하지 못할까 봐 늘 불안하고 초조하며 조금이라도 잘하지 못할 때마다 자신을 크게 자책했다면 이제는 지쳤을 수 있다. 또 잘해야 된다는 생각에 다른 사람들이 보기에 좋은 것만 생각하며 살아왔다면 지금 내가 좋아하는 게 뭔지 몰라 삶에 의욕을 낼 만한 게 없을 수 있다. 불안함, 공허함, 외로움 등 매년 수천 명의 고민을 마주하며 상담해온 저자는 무기력해진 ‘나’에게 혼자의 시간을 잘 보내며 재충전할 수 있는 방법과 내 삶에서 내가 좋아하는 것을 찾을 수 있는 방법을 말해준다. 그리고 저자가 직접 겪은 사연을 통해 잃어버린 행복을 찾아 새롭게 시작할 수 있는 용기를 준다.",1,국내도서-에세이
3,9791164132454,77282993,흔한남매 2,"9,900원",550원,백난도/유난희/샌드박스네트워크/흔한남매,미래엔아이세움,"웃음 폭탄 '에피소드'와 깨알 재미 '놀이'의 조합! 어린이의 웃음 코드에 맞춰 엄선한 에피소드를 앙증맞고 유머스러운 만화로 풀어냈습니다. 웃음을 유발하는 에이미와 으뜸이의 티격태격한 이야기는 물론, 새 친구 사귀는 으뜸이의 꿀팁, 중2병에 걸린 으뜸이를 구하려는 에이미의 고군분투, 남매의 원시 시대 전생 스토리 등 골라 읽는 재미가 가득한 에피소드 만화가 수록되어 있습니다. 또한 에피소드 만화 중간중간에는 유튜브에서는 만날 수 없었던 '다른 그림 찾기', '끝말잇기', '시크릿 레시피' 등 깨알 재미가 가득한 놀이 페이지가 수록되어 있습니다.",1,국내도서-어린이
4,9791164131686,74298443,흔한남매 1,"9,900원",550원,백난도/유난희/샌드박스네트워크/흔한남매,미래엔아이세움,"아이돌 가수가 꿈인 초등학교 5학년 여동생 에이미와 그런 동생을 놀리는 재미로 사는 듯한 중학교 2학년 오빠 으뜸. 언제나 조용할 날 없는, 웃음 폭탄 흔한남매의 일상이 만화로 탄생했다! 구독자 수가 113만 명을 넘어서는 인기 크리에이터 ‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어낸 코믹북입니다. 남매 사이에서 일어날 수 있는 현실적인 에피소드를 코믹하게 그려내 어린이들에게 순수한 웃음과 유쾌한 우애를 선사합니다.",1,국내도서-어린이
5,9791158161026,78565741,혼자가 혼자에게,"13,950원",770원,이병률,달,"이병률 시인이 혼자 있고, 혼자 걷고, 혼자 바라본, 혼자의 시선들 전 세계 80여 개국을 다니며 이국적인 풍경을 담아낸 여행산문집 『끌림』 『바람이 분다 당신이 좋다』와 국내 전국 팔도를 넘나들며 만난 풍경과 사람들의 이야기를 담은 『내 옆에 있는 사람』. 세 권의 산문집으로 독자들의 사랑을 받아온 이병률 작가가 신작 산문집 『혼자가 혼자에게』를 펴낸다. 이른바 ‘여행 삼부작’을 완성한 이후 5년 만에 펴내는 산문집이다. 작가는 세 권의 여행산문집을 펴내는 십여 년이 넘는 시간 혹은 그 이상을 참으로 부지런히 여행을 떠났다. 덕분에 작가의 책을 읽으며 수많은 독자들의 마음이 설레었으며, 여러 번 사랑에 빠졌고, 짐을 싸서 어딘가로 떠났다.",1,국내도서-에세이
6,9788959896127,80120621,트렌드 코리아 2020,"16,200원",900원,김난도/전미영/최지혜/이향은/이준영/김서영/이수진/서유현/권정윤,미래의창,"2020년, 위기를 극복하는 용감한 히어로 마이티 마우스들이 몰려온다! 2020년은 부지런하고 성실한 하얀 쥐의 해다. 안팎으로 힘든 시기이지만 소의 힘을 빌려 더 멀리 내다보는 쥐의 지혜를 배워야 할 때다.『트렌드 코리아 2020』은 다음과 같은 질문으로 이 시대를 진단하고자 한다.",1,국내도서-경제 경영
7,9788925567921,80316984,지랄발랄 하은맘의 십팔년 책육아,"13,320원",740원,김선미,알에이치코리아(RHK),"18세 딸 엄마는 이제 뵈는 게 없다! “책육아로 유전, 가문, IQ까지 싹 다 뒤집는 거야” 『불량육아』,『닥치고 군대육아』로 수백만 어뭉들의 인생을 송두리째 바꾼 육아 멘토 하은맘이 돌아왔다. 빗발치는 출간 요청 끝에 탄생한 『십팔년 책육아』는 사교육에 휘청거리는 엄마들의 정신줄 붙드는 멱살잡이 협박 에세이이자, 18년간 온몸으로 겪고 부딪치고 뚫어가며 써내려간 책육아 임상실험 레알 보고서다. ‘책육아의 대모’ 하은맘이 말하는 책육아는 다른 어떤 사교육도 시키지 않고 널널한 시간 속에서, 엄마 옆에서, 자연 속에서 실컷 뒹굴고 놀면서 온전히 책과 함께 커가는 육아법을 말한다. 이렇게 큰 아이는 바른 인성, 넓고 깊은 지성, 풍부한 감성은 물론이고 공부머리‘마저’ 장착되어 사교육 없이 수능마저 뚫어버리는 저력을 과시했다. 까꿍이 육아부터 대입 수능까지 산전수전 다 겪은 18세 딸 엄마의 생생한 경험담이 스타 강사다운 톡 쏘는 입담 속에 녹아들어 있다.",1,국내도서-가정 살림
8,9791188248674,66754547,90년생이 온다,"12,600원",700원,임홍택,웨일북,"얘네는 대체 무슨 생각을 하는 걸까? 이해하기 어렵다면 제대로 관찰하라! 간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는 90년대생들. 새로운 세상을 주도하는 낯선 존재들과 함께 살기 위해 언어생활부터 소비성향, 가치관까지 흥미롭고 면밀하게 분석한 탐구 보고서. 공무원을 갈망하고, 호구가 되기를 거부하는 낯선 존재들의 세계에서 함께 사는 법.",1,국내도서-경제 경영
9,9788950981983,75184991,2020 부의 지각변동,"15,300원",850원,박종훈,21세기북스,"고성장 경제가 저성장 국면으로 접어드는 바로 그 순간, 경제 환경이 송두리째 바뀌는 극심한 변화가 일어난다. 즉 부의 지각변동이 시작되는 것이다. 많은 경제학자들은 2020년, 한국 경제는 물론 세계 경제에 ‘제2의 경제대공황’이 다가올 것이라고 예언한다. 경제 전문가 박종훈 기자 역시 2020년의 대규모 경제 위기에 주목한다. 동시에 2020년의 경제 위기는 기존의 패턴으로는 예측할 수 없으며, 대신 경제 위기가 찾아오기 직전에 나타나는 신호들, 즉 ‘경제 시그널’을 통해 예측과 대비가 가능하다고 밝힌다. 당신이 놓쳐선 안 될 7개의 시그널부터 언론에서 말하는 가짜 시그널에 속지 않는 기술까지! 경제 시그널 가운데 가장 중요한 ‘금리, 부채, 버블, 환율, 중국, 인구, 쏠림’라는 7가지 이슈를 소개한다.",1,국내도서-경제 경영
10,9788954655972,71923011,여행의 이유,"12,150원",670원,김영하,문학동네,"작가 김영하가 처음 여행을 했던 순간부터 최근의 여행까지, 오랜 시간 여행을 하면서 느끼고 생각했던 것들을 아홉 가지의 이야기로 풀어낸 산문. 앉은 자리에서 모든 정보에 접속 가능한 현대에 이르러서도 오버투어리즘이라는 말이 생겨날 정도로 여행 인구는 전 세계적으로 계속 증가하고 있다. 그 이유는 무엇일까. 우리는 왜 멈추지 않고 끊임없이 여행을 하는가. 일상의 장소를 벗어나 생생하고 색다른 경험을 하길 바라는 마음, 여러 가지 일들로 번잡해진 머리를 비우고 먼 곳에서 홀로 휴식을 취하고픈 마음은 우리를 ‘여행하는 인간(호모 비아토르)’으로 만든다. 여행에 대한 작가 김영하만의 섬세한 시선과 지적인 위트가 담긴 『여행의 이유』는 페이지를 펼치는 순간, 호모 비아토르인 당신의 마음을 사로잡을 것이다.",1,국내도서-에세이
