순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788949171197,11773368,에드워드 툴레인의 신기한 여행,"13,500원",750원,케이트 디카밀로/배그램 이바툴린,비룡소,"2006년 '보스턴 글로브 혼 북 상' 수상작. 몸과 마음이 모두 차가운 도자기 토끼 인형, 에드워드 툴레인이 여행을 통해 사랑만 받고 그것을 당연한 것으로 여기던 교만한 삶에서 벗어나 진정 누군가를 사랑하고 남의 말에 귀 기울일 줄 알게 된다는 감동의 메시지를 담고 있다. 동화와 우화, 그 중간이라고 할 수 있는 이 작품 속에는 생생하고 현실적으로 독자를 사로잡는 캐릭터들과 사건들이 연이어 펼쳐진다. 자신을 사랑하던 소녀와 헤어진 뒤, 다양한 인생들을 만나고 많은 경험을 한 에드워드 툴레인의 내적 성장기로 어른들이 함께 읽기에도 깊이가 충분한 작품이다. 또한 물 흐르는 듯한 시적 언어는 에드워드 내면의 아픔과 슬픔, 그리움, 희망 등을 잔잔하게 담아냈다. 책 속에는 러시아 출신으로 모스크바 국립예술학교에서 공부한 화가 배그램 이바툴린의 그림이 담겨 있다. 원화 10점과 그 밖의 펜 드로우잉 삽화를 통해 고풍스럽고도 세련되고 세밀한 자신의 작품 세계를 활짝 펼쳐 보였다.",1,국내도서-소설/시/희곡
2,9788984317413,11021477,인생수업,"11,700원",650원,법륜/유근택,휴(休),"세대를 넘나드는 인생의 멘토 법륜 스님이 힘겨운 시대, 팍팍한 현실을 헤쳐 나가야 하는 중년과 노년들에게 인생의 마지막 순간까지 행복하게 살 수 있는 길을 제시한다. 단풍처럼 아름답게 물든 인생 후반전을 위한 스님의 유쾌한 인생 수업.",1,국내도서-종교
3,9788965744023,9104121,정글만리 1,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
4,9788965744030,9104124,정글만리 2,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
5,9788965744047,9104132,정글만리 3,"12,150원",670원,조정래,해냄,"지금, 당신은 미래와 마주할 준비가 되어 있습니까? 세계 경제를 집어삼키며 세계의 중심이 된 중국의 급부상 수천 년 국경을 맞댄 우리는 친구인가, 적인가 거대한 중국 대륙을 종횡무진 가로질러 집필한 조정래 불후의 역작 ‘세계의 공장’에서 ‘세계의 시장’으로 탈바꿈하며 세계 경제의 강대국으로 떠오른 중국의 비약적 성장과 급변하는 한반도의 정세 속에서 우리는 지금 무엇을 직시해야 하는가, 그리고 무엇을 준비해야 하는가? 『정글만리』는 『태백산맥』『아리랑』『한강』으로 우리나라의 근현대 비극을 예리하게 그려낸 조정래 작가의 신작 장편소설이다. 총 3권으로 출간되는 이 책은 인터넷 포털사이트 네이버에 약 3개월여 동안 일러스트와 함께 매일 연재되며 독자와 함께 호흡해왔고, 1백만 회 이상의 높은 조회수와 1만 건 이상의 댓글로 네티즌들의 뜨거운 호응을 받았다.",1,국내도서-소설/시/희곡
6,9788950952587,11922421,마법천자문 27,"8,820원",490원,올댓스토리/홍거북,아울북,만화를 보면서 재미도 키우고 한자 실력은 두 배로 키워라! 이미지를 통해 한자를 익히는 『마법천자문』 제27권 《환하게 비추어라 비출 조》. 우연히 보리도사를 만나 수제자가 되기로 한 후 대마왕에게 '마법천자문'이 넘어가지 않도록 승부를 벌이는 손오공의 옥황계를 넘어 광명계까지 신나는 모험을 통해 재미있게 한자를 배워나가도록 구성한 한자 학습만화입니다. 특히 '이미지'를 통해 한자의 소리와 뜻과 모양을 한꺼번에 익히는 이미지 학습의 원리를 구현했습니다. 한자를 스스로 공부할 수 있는 바탕을 마련해줄 것입니다. 마정석 폭탄으로부터 가까스로 마을을 지켜 낸 오공이지만 힘을 너무 많이 쓴 나머지 깨어나지 못한 채 쓰러집니다. 은둔의 성에서 모든 걸 지켜본 교만지왕은 자신이 세웠던 모든 계획이 틀어지자 삼장의 악마화 작업에 박차를 가합니다. 하지만 삼장에게서 알 수 없는 힘이 악마화 작업을 방해하고 교만지왕은 당혹스러움을 감추지 못했습니다.,3,국내도서-어린이
7,9788970127248,1940233,"총, 균, 쇠","25,200원","1,400원",재레드 다이아몬드/김진준,문학사상,"왜 어떤 민족들은 다른 민족들의 정복과 지배의 대상으로 전락하고 말았는가. 왜 원주민들은 유라시아인들에 의해 도태되고 말았는가. 왜 각 대륙들마다 문명의 발달 속도에 차이가 생겨났는가. '인간 사회의 다양한 문명은 어디서 비롯되는가?'라는 의문을 명쾌하게 분석하여 1998년 퓰리처 상을 수상한 책. 2005년 12월 새롭게 개정신판이 출간되었다. 진화생물학자인 재레드 다이아몬드는 총기와 병균과 금속이 역사에 미친 엄청난 영향에 대해 분석한다. 일단 수렵 채집 단계를 넘어서 농경을 하게 된 사회들은 문자와 기술, 정부,...",1,국내도서-사회 정치
8,9788968330124,9260493,1cm+,"12,420원",690원,김은주/양현정,허밍버드,"해외 번역 출간된 베스트셀러 《1cm》, 《달팽이 안에 달》의 작가 김은주 카피라이터의 신작! 2008년 출간, “인생이 긴 자라면, 우리에게는 1cm만큼의 ( )가 필요하다”는 독특한 부제를 달고 많은 이들에게 사랑받았던 《1cm》. 카피라이터 특유의 기발한 발상과 관찰력을 재기 발랄하면서도 인상적인 글과 그림으로 풀어내어 찬사를 얻었다. 그리고 2013년 여름, 그 두 번째 이야기가 시작된다. 《1cm+(1센티 플러스)》라는 제목에서처럼, 첫 ‘1센티’에서 보여주었던 재치와 위트, 감성을 한층 ‘플러스’해 새로운 이야기를 선보인다. 읽는다기보다는 보고, 느끼고, 이야기에 직접 참여하도록 이끄는 이 책은 어제와 똑같던 오늘에 청량감과 활기를 불어넣는다. 우리의 머리와 가슴을 움직여, 하루하루를 실로 새롭게 살아가도록 하는 에너지를 담고 있다. 작가는 1cm 라는 작은 수치에 주목한다.",1,국내도서-에세이
9,9788984371286,11575192,내일,"12,420원",690원,기욤 뮈소/양영란,밝은세상,"사랑과 감동의 마에스트로 기욤 뮈소의 명품 스릴러 책장을 덮을 때까지 계속되는 숨 막히는 반전의 롤러코스터 《내일》은 한국에서 10번째로 출간하는 기욤 뮈소의 장편소설이다. 프랑스 언론들은 앞 다투어 무결점 스릴러라는 찬사를 보고, 기욤 뮈소는 로맨스에 강한 작가라는 고정관념을 훌쩍 뛰어넘어 스릴러도 빼어나게 잘 쓰는 작가라는 새로운 트레이드마크를 획득하게 되었다. 《내일》은 교통사고로 아내를 잃고 혼자 네 살 반짜리 딸을 키우며 우울하게 살아가는 하버드대 철학교수 매튜 샤피로의 이야기로부터 시작된다. 매튜는 어느 날 벼룩시장에서 중고 노트북컴퓨터를 구입한다. 하드디스크에는 다수의 여자 사진과 아이디가 기재되어 있다. 매튜가 사진을 돌려주어야겠다는 생각으로 무심코 메일을 보내게 되면서 아이디의 주인인 뉴욕의 일류식당 와인감정사 엠마와 채팅을 통한 대화가 시작된다.",1,국내도서-소설/시/희곡
10,9788937488351,11365496,강신주의 감정수업,"17,550원",970원,강신주,민음사,대중과의 소통을 소중히 여기는 철학자 강신주 박사는 자아를 잃고 방황하는 현대인에게 지금 시급한 문제는 바로 자기 감정을 회복하는 일이라고 주장한다. 책에는 다년간의 상담 경험을 바탕으로 독자에게 전하고 싶은 어드바이스를 '철학자의 시선'으로 정제하여 담았다. 더불어 타인의 감정을 살피고 나의 감정을 들여다보기 위하여 각 장마다 그림 보는 시간을 할애했다.,1,국내도서-인문
