순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788932918372,40997131,잠 1,"12,420원",690원,베르나르 베르베르/전미연,열린책들,"꿈을 제어할 수 있거나 꿈을 통해 과거로 갈 수 있다면? 20년 전으로 돌아가 젊었을 적의 자신을 꿈에서 다시 만날 수 있다고 상상해 보세요. 꿈속의 당신에게 말을 걸 수 있다고 상상해 보세요. 무슨 말을 하시겠어요? 주인공은 자크 클라인, 28세의 의대생이다. 자크 클라인의 아버지는 항해사로, 자크가 열한 살 때 항해 중에 목숨을 잃었다. 자크의 어머니 카롤린은 유명 신경 생리학자로, 수면을 연구하는 의사다. 카롤린은 아들 자크가 어렸을 때부터 꿈을 통제하는 법을 가르쳤고, 역설수면이라고 불리는 수면의 다섯 번째 단계에서 자신만의 꿈 세계인 상상의 분홍 모래섬을 만들어 들어갈 수 있도록 도왔다.",2,국내도서-소설/시/희곡
2,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
3,9788954645614,40933783,오직 두 사람,"11,700원",650원,김영하,문학동네,"우리는 모두 잃으며 살아간다. 여기, 한 번도 살아보지 않은 ‘그 이후’의 삶이 있다. 김유정문학상 수상작 「아이를 찾습니다」 이상문학상 수상작 「옥수수와 나」 수록 기대했던 것과는 전혀 다른 것이 결승점에서 우리를 기다리고 있을 때, 그것은 누구의 잘못일까? 작가 김영하의 신작 소설집. 『무슨 일이 일어났는지는 아무도』 이후 7년 만이다. 김유정문학상 수상작 「아이를 찾습니다」, 이상문학상 수상작 「옥수수와 나」를 포함해 일곱 편의 단편이 실렸다. 지적인 즐거움과 인간에 대한 통찰을 한껏 맛볼 수 있는 작품들. 편편이 성찰적이며 감각적이다. 엉뚱한 소설적 상상력이 빛나는 작품과, 인생을 압축적으로 보여주면서 아이러니가 빛나는 작품, 현실 밀착적인 정공법을 쓴 작품 등을 통해 한 인간 내면의 복합적인 감정부터 다종다양한 관계의 모순, 더 나아가 소위 ‘신의 뜻’이라 비유되는 알 수 없는 상황에 처한 인간의 고뇌까지 담아낸다.",1,국내도서-소설/시/희곡
4,9788932918389,40997171,잠 2,"12,420원",690원,베르나르 베르베르/전미연,열린책들,"꿈을 제어할 수 있거나 꿈을 통해 과거로 갈 수 있다면? 20년 전으로 돌아가 젊었을 적의 자신을 꿈에서 다시 만날 수 있다고 상상해 보세요. 꿈속의 당신에게 말을 걸 수 있다고 상상해 보세요. 무슨 말을 하시겠어요? 주인공은 자크 클라인, 28세의 의대생이다. 자크 클라인의 아버지는 항해사로, 자크가 열한 살 때 항해 중에 목숨을 잃었다. 자크의 어머니 카롤린은 유명 신경 생리학자로, 수면을 연구하는 의사다. 카롤린은 아들 자크가 어렸을 때부터 꿈을 통제하는 법을 가르쳤고, 역설수면이라고 불리는 수면의 다섯 번째 단계에서 자신만의 꿈 세계인 상상의 분홍 모래섬을 만들어 들어갈 수 있도록 도왔다.",1,국내도서-소설/시/희곡
5,9791188380015,41850126,좀비고등학교 코믹스 1,"8,820원",90원,배아이/라임스튜디오,겜툰,"800만 다운로드를 돌파한 청소년이 가장 사랑하는 게임, 좀비고등학교가 코믹스로 탄생! 평범한 초등학생인 한가람은 오랜만에 학원에서 벗어나 시골집에 놀러 가는데, 평소 좋아하는 게임과 비슷한 폐교에 들어갔다가 알 수 없는 무언가에 쫓기며 기절한다. 곧 자신의 이름을 부르는 소리에 깨어나며 게임과 같은 배경에 꿈이라고 믿는 것도 잠시, 현실임을 깨달으며 게임의 주인공이 되어 새로운 엔딩을 향해 고군분투를 시작하는데......",1,국내도서-어린이
6,9788937473135,32972572,82년생 김지영,"11,700원",650원,조남주,민음사,"문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다. 슬하에 딸을 두고 있는 서른네 살 김지영 씨는 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다.",1,국내도서-소설/시/희곡
7,9788997092772,39441749,말의 품격,"13,050원",720원,이기주,황소북스,"『언어의 온도』로 많은 독자의 사랑을 받은 이기주 작가의 에세이집. 경청, 공감, 반응, 뒷말, 인향, 소음 등 24개의 키워드를 통해 말과 사람과 품격에 대한 생각들을 풀어낸다. 고전과 현대를 오가는 인문학적 소양을 바탕으로 작가 특유의 감성을 더해 볼거리와 생각할 거리를 동시에 전한다.",1,국내도서-자기계발
8,9788934977841,39404092,호모 데우스,"19,800원","1,100원",유발 하라리/김명주,김영사,"“호모 데우스, 이것이 진화의 다음 단계다!” 정치, 종교, 문화 모든 구시대적 신화와 인공지능, 유전공학의 새로운 신이 만나 펼쳐낼 최후의 서사시 전 세계 45개국, 500만 부 초대형 베스트셀러 [사피엔스] 유발 하라리 최신작! [사피엔스]는 우리가 어디에서 왔는지 알려주고, [호모 데우스]는 우리가 어디로 가는지 알려준다. 미국, 영국, 프랑스, 독일, 중국, 일본 등 40개국 출간 확정! 역사의 시간 동안 인류의 가장 큰 과제이던 굶주림, 질병 그리고 전쟁을 밀어내고 그 자리를 차지한 것은 무엇인가? 지구를 평정하고 신이 된 인간은 어떤 운명을 만들 것인가? 인류는 어디에서 와서 어디로 갈 것인가? 100년 뒤 세상은 어떤 모습이고, 앞을 향해 치닫는 과학혁명의 정점은 어디인가. 인간이 만들어갈 유토피아 혹은 악몽에 대한 논쟁적 서사. 인간은 진화를 거듭할 것인가, 쓸모없는 존재가 될 것인가.",1,국내도서-인문
9,9791186757093,30548474,자존감 수업,"12,600원",700원,윤홍균,심플라이프,"심리학 책 아무리 읽어도 자존감 그대로인 사람에게 추천하는 책! 정신과 의사 ‘윤답장’ 선생의 자존감 셀프 코칭법 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려주는 책. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다.",1,국내도서-자기계발
10,9791161565873,39934198,문재인의 운명,"13,500원",750원,문재인,북팔,"노무현 전 대통령과 함께한 30년 동지 문재인, 두 사람의 운명 같은 동행 특별판 출간기념 촛불집회부터 대선관련 화보 수록 『문재인의 운명』은 노무현 전 대통령 서거 2주기를 맞아 노 전 대통령이 생전에 “노무현의 친구 문재인이 아니라, 문재인의 친구 노무현”이라고 표현할 만큼 신뢰했던 평생의 동지, 문재인의 시각에서 본 노무현 전 대통령과 참여정부에 대한 증언이다. 책은 ‘만남’ ‘인생’ ‘동행’ ‘운명’ 등 모두 4부로 구성되어 있으며 저자가 처음 노무현 변호사를 만나 함께 노동-인권변호사로 활동하던 시기부터 정치적 파트너로서 뿐만 아니라 친구이자 한 사람의 인간이었던 그들의 30여년 세월 동안의 인연과 그 이면의 이야기를 상세히 기록하고 있다. 금번 특별판에는 촛불집회부터 2017년 대선 운동기간까지의 화보가 실려있다.",1,국내도서-사회 정치
