순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788971848685,5715338,닥치고 정치,"12,150원",130원,김어준/지승호,푸른숲,"침묵을 깨고 김어준이 돌아왔다! 명랑한 시민으로 살기 위한 이 시대의 정치교본을 들고! 그 어디서도 들어본 적 없는 이론과 무학(無學)의 혜안과 통찰이 난무한다. 보수와 진보를 사바나 시절 인간의 본능적 습성으로부터 구분 짓기 시작해 현 정권, 삼성, BBK 등 구체적인 주체와 사건을 통해서 우리나라 보수의 현주소를 보여주고, 또 한편으로 그 반대편에 서 있다고 말하기도 민망한 진보 정당의 한계 또한 확실하게 꼬집는다.",2,국내도서-사회 정치
2,9788937483943,5788279,스티브 잡스,"22,500원","1,250원",월터 아이작슨/안진환,민음사,"10월 25일, 전 세계 동시 출간! 스티브 잡스가 인정한 유일한 공식 전기 그의 마지막 육성을 만난다 애플의 공동 창업주이자 전 CEO, 21세기를 움직인 혁신의 아이콘 스티브 잡스. CNN의 전 최고 경영자이자 《타임》 전 편집장인 월터 아이작슨의 독점 인터뷰를 통해 그의 전 생애와 우리 모두의 디지털 삶을 바꾼 혁신의 핵심 원천이 최초로 밝혀진다.",3,국내도서-경제 경영
3,9788993949469,5912070,달려라 정봉주,"12,150원",670원,정봉주,왕의서재,"나꼼수 4인방 중 유일한 정치인인 정봉주 전 의원이 국민의 열화와 같은 성원에 탄력 받아 더 거대한 꼼수를 거침없이 파헤친 책! 저자가 몸소 체험하거나 간접 체험한 실화를 바탕으로, 현 정부의 아킬레스건이라고 할 수 있는 저축은행비리부터 등록금 인하와 직접 관련 있는 사학법 문제, 아직 끝나지 않은 BBK의 진실공방 등을 낱낱이 분석하고, 사적이지만 깊은 저자만의 정치 이야기도 담아냈다.",1,국내도서-사회 정치
4,9788901130460,5696349,시골의사 박경철의 자기혁명,"14,400원",800원,박경철,리더스북,"대한민국의 지성, 실천하는 비판가, 열정적 독서광, 청춘의 멘토 시골의사 박경철이 이 시대 청춘에게 던지는 통렬한 자기혁명의 메시지! ‘알지만 실천하지 못하는 후회를 담은 시행착오의 기록’이라는 박경철의 말처럼 그의 치열했던 고뇌의 기록인 동시에, 청년들과 나눈 소통의 흔적이며, 함께 노력하겠다는 의지를 보여준다.",1,국내도서-자기계발
5,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
6,9788932915371,5875356,웃음 1,"12,420원",690원,베르나르 베르베르/이세욱,열린책들,"유머의 생산과 유통이라는 이색 소재로 그려 낸 미스터리 소설 『개미』의 작가 베르나르 베르베르의 신작 장편소설이다. 범죄 스릴러, 유머집, 역사 패러디의 속성을 혼합적으로 갖고 있는 독특한 작품. 작품의 중심 소재는 유머의 생산과 유통이다. 유머는 그러나 이 작품에서 단순한 소재 그 이상의 역할을 한다. 유머는 이 작품의 배경이자 화두인 동시에 작품의 결을 만드는 화법이며 형식 그 자체다. 작품 전체가 하나의 거대한 농담을 지향하듯 발랄하고 유쾌하게 달려간다.",1,국내도서-소설/시/희곡
7,9791196045500,5982086,어떻게 원하는 것을 얻는가 밀리언 특별판,"14,400원",800원,스튜어트 다이아몬드/김태훈,8.0(에이트 포인트),"수없이 많은 찬사와 사례로 검증된 전설적 강의록, 20년 연속 와튼스쿨 최고 인기강의 선정 기념! 밀리언 특별판 출간! 2011년 11월 말 국내 출간되어 전국 서점가에 ‘협상’ 바람을 불러일으키고 이듬해인 2012년 ‘올해의 책’으로 선정된 뒤 지금까지도 스테디셀러로 무수한 독자들을 만나온 책, 연간 5만 달러가 넘는 MBA 학비를 내고도 쉽게 들을 수 없는 수업을 단 한 권으로 정리해 놀라움을 산 책, 매년 그 기록을 갱신하며 ‘20년 연속 와튼스쿨 최고 인기강의’라는 명예의 전당에 선 책! 『어떻게 원하는 것을 얻는가』를 꼭 6년 만에 밀리언 특별판으로 다시 선보입니다.",1,국내도서-자기계발
8,9788954616638,5976292,모르는 여인들,"10,800원",600원,신경숙,문학동네,"전 세계 31개국 독자들과 함께 읽는 작가, 신경숙 8년 만에 출간하는 7편의 마스터피스 외롭고 소외된 존재들에게 들려주는 신경숙 문학의 나직한 속삭임 팔 년 만에 출간되는 여섯번째 소설집 『모르는 여인들』은 세계로부터 단절된 인물들과 그들을 둘러싼 사회적 풍경들을 소통시키기 위한 일곱 편의 순례기로, 익명의 인간관계 사이에서 새롭게 발견되는 것들로 가득 차 있다. 작가는 특유의 예민한 시선과 마음을 집중시키는 문체로, 소외된 존재들이 마지막으로 조우하는 삶의 신비와...",2,국내도서-소설/시/희곡
9,9788932915388,5875360,웃음 2,"12,420원",690원,베르나르 베르베르/이세욱,열린책들,"유머의 생산과 유통이라는 이색 소재로 그려 낸 미스터리 소설 『개미』의 작가 베르나르 베르베르의 신작 장편소설이다. 범죄 스릴러, 유머집, 역사 패러디의 속성을 혼합적으로 갖고 있는 독특한 작품. 작품의 중심 소재는 유머의 생산과 유통이다. 유머는 그러나 이 작품에서 단순한 소재 그 이상의 역할을 한다. 유머는 이 작품의 배경이자 화두인 동시에 작품의 결을 만드는 화법이며 형식 그 자체다. 작품 전체가 하나의 거대한 농담을 지향하듯 발랄하고 유쾌하게 달려간다.",1,국내도서-소설/시/희곡
10,9788991643154,2119989,뿌리 깊은 나무 1,"10,800원",600원,이정명,밀리언하우스,"<뿌리깊은 나무>는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다.",3,국내도서-소설/시/희곡
11,9788993964349,5911925,고구려 4,"11,520원",640원,김진명,새움,"『무궁화꽃이 피었습니다』의 작가 김진명이 선보이는 필생의 역작. 속도감 있는 전개와 치밀한 구성으로 빚어낸 또 하나의 고구려. 현실과 픽션을 넘나들며 펼치는 과감하고 흥미진진한 이야기로 대한민국 역사소설의 새로운 장을 연 작가 김진명. 그가 데뷔 당시부터 숙원해온 작품 『고구려』를 들고 새롭게 독자들을 찾는다. 김진명의 『고구려』는 고구려 역사 중 가장 극적인 시대로 손꼽히는 미천왕 때부터 고국원왕, 소수림왕, 고국양왕, 광개토대왕까지 다섯 왕의 이야기를 다룬다. 낙랑을 정복한 미천왕 을불의 두 아들, 사유와 무. 형 사유는 성격이 온순하고 동생 무는 활달하여 둘의 성격은 크게 달랐다. 어미를 잃은 새끼가 가엾어 어린 노루에게 활을 겨누지 못하는 사유에 비해 무는 뛰어난 무예솜씨를 선보인다. 모든 사람들이 앞으로의 고구려를 이끌어 갈 왕은 강한 무여야 한다고, 그가 태자가 될 거라는 사실을 의심하지 않았다. 그러나 을불의 선택은 사유였다.",1,국내도서-소설/시/희곡
12,9788991643161,2119991,뿌리 깊은 나무 2,"10,800원",600원,이정명,밀리언하우스,"는 우리 역사의 깊이와 소설적 재미를 구현한 본격 한국형 팩션이다. ‘우리 역사를 소재로 한, 우리의 감성에 맞는, 우리의 이야기’인 것이다. 외국 팩션 소설을 능가하는 속도감과 소설적 재미, 그리고 뜨거운 시대의식과 해박한 지적 탐구가 돋보인다. 는 한반도 역사상 가장 융성했던 세종 시대, 훈민정음 반포 전 7일간 경복궁에서 벌어지는 집현전 학사 연쇄살인사건을 다룬다. 위대한 군왕인 세종 치세의 궁궐 안 살인사건이라는 설정은 당혹스러울 수도 있다. 그러나 는 모두?..",3,국내도서-소설/시/희곡
13,9788984315112,5764559,엄마 수업,"10,800원",600원,법륜/이순형,휴(休),"자녀 문제로 괴로워하는 부모에게 법륜 스님이 주는 다정한 조언이자 지혜로 가득 찬 양육 지침서. 저자는 부모와 아이의 관계 특성, 상황별·시기별로 아이를 올바르게 키우는 방법, 좋은 부모의 역할과 자격 등을 소개하며 이것을 바탕으로 우리 아이를 올바르게 사랑하는 지혜를 보여 주고 있다. 오늘날 많은 부모가 자식을 남 보기에 좋은 물건처럼 취급한다. 얼굴 예쁘고, 신체 건강하고, 공부 잘하고, 말 잘 듣고 그런 아이를 원한다.",1,국내도서-가정 살림
14,9788963706320,5635366,독서 천재가 된 홍대리,"11,700원",650원,이지성/정회일,다산북스,"나를 살리는 생존 독서를 시작하라 스무 권이 넘는 책을 펴내고 국내에서만 총 200만부가 넘게 팔려나가며 미국, 일본, 중국, 대만, 베트남 등에서도 활발히 활동하고 있는 이지성 작가의 독서 사랑은 이미 전작을 통해서도 알려져 있는 바이다. 지금의 독서 고수가 되기까지, 그는 처음 어떻게 책을 읽기 시작했을까? 이 책에는 그러한 궁금증을 해결해줄 국민 멘토 이지성의 100% 독서 스토리가 공개되어 있다.",3,국내도서-자기계발
