순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788992647601,3247513,세상에 너를 소리쳐!,"13,500원",750원,빅뱅,쌤앤파커스,"“이 길의 끝에 내가 원하는 세상이 있다. 세상이 너에게 무언가를 허락해주기를 기다리지 말고, 직접 세상을 향해 너를 소리쳐라! 그 무엇도 두려워하지 말고, 당당하게 청춘처럼!” 『세상에 너를 소리쳐!』는 빅뱅이 전하는 도전과 희망의 메시지다. 초등학교 때부터 가수의 꿈을 키우며 연습생 생활을 시작한 G-드래곤(권지용)과 태양(동영배)을 비롯해 TOP(최승현), 대성(강대성), 최근 솔로로 데뷔한 승리(이승현)….",3,국내도서-에세이
2,9788936433673,3105115,엄마를 부탁해,"11,700원",650원,신경숙,창비,"섬세하고 깊은 성찰, 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기, 엄마를 통해서 생각하는 가족 이야기, 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식, 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한, 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날, 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길, 지하철 서울역에서 아버지 손을 놓친 찰나, 엄마는 꿈처럼 사라진다.",1,국내도서-소설/시/희곡
3,9788993285550,3241614,4개의 통장,"9,900원",550원,고경호,다산북스,통장 4개를 이용해 돈의 용도를 구분하여 자동으로 돈이 쌓이고 불어나게 하는 통장 관리의 기술을 소개하고 있는 책이다. 이 책은 소중하게 번 돈을 모으고 묶고 굴리며 진짜 부자의 길을 걷게 하는 비법을 제시하고 있다.,1,국내도서-경제 경영
4,9788996047636,2875607,네가 어떤 삶을 살든 나는 너를 응원할 것이다,"12,960원",720원,공지영,오픈하우스,"『즐거운 나의 집』의 주인공 위녕과 그녀의 엄마를 다시 만난다. 이번에는 소설 속 등장인물이 아닌 진짜 가족의 모습으로. 공지영 작가가 하나뿐인 딸에게 보내는 편지. 아니, 험난한 세월을 살아가는 이 땅의 모든 아들, 딸들에게 보내는 응원의 메시지를 담은 책이다.",3,국내도서-에세이
5,9788934933151,3237211,아웃라이어,"11,700원",650원,말콤 글래드웰/노정태,김영사,"“타고난 지능, 탁월한 재능, 끊임없는 열정과 노력이 정말 성공을 보장하는가? 그동안 우리가 알고 있던 성공의 비결은 모두 틀렸다!” 빌 게이츠는 타고난 컴퓨터 천재인가? 모차르트는 위대한 클래식 신동인가? 빛나는 성공을 거둔 사람들에게는 정말 평범한 사람이 감히 근접할 수 없는 재능과 지능, 아니면 그 무언가가 있는 것인가? 『아웃라이어』는 보통 사람의 범위를 넘어서는 비범한 사람, 즉 천재들에 관한 이야기다.",3,국내도서-자기계발
6,9788984072978,3193351,폰더 씨의 실천하는 하루,"10,800원",600원,앤디 앤드루스/하윤숙,세종서적,"“실패나 좌절은 더 이상 내 이야기가 아니다. 어제와 같은 미래는 없다!” 『폰더 씨의 위대한 하루』의 작가 앤디 앤드루스가 전하는 일곱 가지 결단 실천편! 재취업은커녕 당장 딸아이의 수술비도 구할 수 없는 절망적인 상황에서 기적처럼 만나게 된 역사 속 위인들을 통해 삶과 행복, 성공의 의미를 일깨워주었던 『폰더 씨의 위대한 하루』를 기억하는가.",3,국내도서-자기계발
7,9788901091693,3260205,듀이,"11,700원",650원,비키 마이런/브렛 위터/배유정,갤리온,"2009 뉴욕타임스 베스트셀러 1위, 아마존 종합베스트, 25개국 번역출간 전 세계에 '듀이' 열풍을 불러일으킨 감동 실화 “내 인생을 안아줄 기적 같은 사랑의 힘” 1988년 1월 어느 추운 아침, 경제적 위기를 겪으며 희망이 사라져가는 마을에 고양이 한 마리가 나타난다. 동상에 걸린 채 도서 반납함에 버려진 고양이를 발견한 사람은 이 마을 도서관의 사서 비키 마이런. 알코올중독자였던 남편과 이별하고 외롭게 지내던 그녀는 고양이에게 '듀이' 라는 이름을 지어주고 같이 생활하기 시작한다.",3,국내도서-에세이
8,9788984313170,3274105,아주 가벼운 깃털 하나,"10,800원",600원,공지영,한겨레출판,"아주 사소한 것들이 우리를 살게 만든다. 깃털처럼 가벼운 일상 속에서 인생의 비밀을 하나하나 깨닫는 기쁨! 하루하루가 모여 인생이 되듯, 아주 사소한, 아주 가벼운 깃털 같은 일상이 모여 삶을 이루고, 우리를 살게 한다. 작가는 나이가 들수록 젊은 시절 그토록 집착했던 거대(巨大)한 것들이 실은 언제나 사소하고 작은 것들로 체험된다는 사실을 깨닫는다고 말한다. 이 책에는 작가가 위기의 나날(?)들을 견디며 튼튼한 마음의 근육을 키워낸 비밀이 담겨 있다.",1,국내도서-에세이
9,9788974254896,2547786,꿈꾸는 다락방,"12,150원",670원,이지성,국일미디어,세상에는 일평생 허리가 휘도록 일하고도 자기 집 한 채 장만하지 못하는 사람들이 있는가 하면 놀 것 다 놀면서도 어마어마한 재산을 마련하고 엄청난 유명세를 타는 사람들이 존재한다. 노력이 성공의 비결이라는 것이 이론적으로도 말이 안 되는 것은 ‘세상에는 당신과 같은 나이이지만 당신보다 열 배 스무 배 성공한 사람들이 존재한다.’는 사실만 보더라도 알 수 있다. 만일 노력이 성공의 비결이라면 그들은 당신보다 열 배 스무 배 더 많이 노력한 사람들이어야만 한다.,3,국내도서-자기계발
10,9788954603874,2711348,너도 떠나보면 나를 알게 될 거야,"10,800원",600원,김동영,달,『항상 엔진을 켜둘게』와 같은 노래를 작곡하기도 하였으며 MBC에서 음악작가로 일한 경력을 지니고 있는 김동영 작가의 미국에서의 230일에 대한 기록이다. 방송국에서 그만 나오라는 통보를 받고 호기롭게 미국행을 결심한 뒤 가진 것은 없었지만 그나마 있는 것을 다 팔아 비행기표와 미국 전역을 들쑤시고 다닐 자동차를 자신에게 선물하였다. 서른 살이 된 그의 여행기가 이 책에 담겨 있다. 그는 이 시절을 인생 최고의 순간이자 또한 최고의 낭비라고 표현하였다. 이 책은 닿을 수 없는 것에 대한 청춘의 몸부림이며 사무치도?..,3,국내도서-에세이
