순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
2,9791196045500,5982086,어떻게 원하는 것을 얻는가 밀리언 특별판,"14,400원",800원,스튜어트 다이아몬드/김태훈,8.0(에이트 포인트),"수없이 많은 찬사와 사례로 검증된 전설적 강의록, 20년 연속 와튼스쿨 최고 인기강의 선정 기념! 밀리언 특별판 출간! 2011년 11월 말 국내 출간되어 전국 서점가에 ‘협상’ 바람을 불러일으키고 이듬해인 2012년 ‘올해의 책’으로 선정된 뒤 지금까지도 스테디셀러로 무수한 독자들을 만나온 책, 연간 5만 달러가 넘는 MBA 학비를 내고도 쉽게 들을 수 없는 수업을 단 한 권으로 정리해 놀라움을 산 책, 매년 그 기록을 갱신하며 ‘20년 연속 와튼스쿨 최고 인기강의’라는 명예의 전당에 선 책! 『어떻게 원하는 것을 얻는가』를 꼭 6년 만에 밀리언 특별판으로 다시 선보입니다.",1,국내도서-자기계발
3,9788950935665,6269335,남자의 물건,"13,500원",750원,김정운,21세기북스,"대한민국 남자를 행복하게 만드는 통쾌한 공감 프로젝트! 존재확인의 문화심리학, 『남자의 물건』 『나는 아내와의 결혼을 후회한다』,『노는 만큼 성공한다』를 통해 현대인들의 여가와 재미의 필요성을 인문·심리학적으로 흥미롭게 풀어낸 바 있는 김정운 교수. 그는 이 책에서 대한민국 남자들의 삶에 주목한다. 불안하고 갑갑한 대한민국 남자들의 진정성 있는 이야기를 통해 독자들 또한 자신의 이야기를 꺼낼 수 있도록, 그래서 자신의 존재 의미에 대한 확신을 갖도록 한다.",2,국내도서-자기계발
4,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
5,9788954617437,6322199,화차,"12,420원",690원,미야베 미유키/이영미,문학동네,"‘이 미스터리가 대단하다!’ 역대 20년 총결산 1위 일본 미스터리의 여왕 미야베 미유키의 대표작! 자타가 공인하는 미야베 미유키의 사회파 미스터리 걸작 『화차』가 문학동네에서 새로운 번역으로 재출간된다. 기존 번역본에서 빠지거나 축약되었던 부분을 최대한 원문에 가깝게 되살려낸 결과 원고지 500매 정도의 분량이 추가된 완역본으로, 미야베 미유키 특유의 인간적이고 세심한 필치, 치밀한 구성력을 한층 생생하게 맛볼 수 있다.",1,국내도서-소설/시/희곡
6,9788971848784,6689611,주기자,"12,150원",130원,주진우,푸른숲,"주진우 기자가 세상의 더럽고 추악한 권력을 향해 거침 없이 달려드는 이야기 ""주기자!"" 언론, 삼성, 검찰과 경찰, MB정부, 친일파, 사회적 약자들까지 모두 다룬 정통시사활극! 이 책은 기사만으로는 알 수 없는 주진우 기자의 좌충우돌 취재에 대한 기록이다. 모두가 달콤한 밥상 앞에서 입을 닫을 때 추악한 권력에 맞서 온몸으로 싸운 한 기자의 이야기다. 권력을 쥔 자들의 횡포에 맞서는 타협 없고 저돌적이며 뚝심 있는. 동시에 세상 그늘 진 곳의 소리에 귀 기울이며 고군분투해온 한 남자의 이야기이다. 그는 마치",1,국내도서-사회 정치
7,9788957076095,6130874,어쨌거나 남자는 필요하다,"11,250원",630원,남인숙,자음과모음(이룸),"남인숙은 2004년 출간한 『여자의 모든 인생은 20대에 결정된다』를 통해 80만 여성 독자의 열화와 같은 반응을 얻어냈다. 남인숙이 이번에는 직장에서든, 가정에서든 어디서나 여자들과 맞부딪치는 또 다른 인간들의 존재, 여자들의 영원한 숙적이자 영원한 파트너, ‘남자’에 대한 심리분석 에세이를 내놓았다.",3,국내도서-에세이
8,9788963710358,5750452,해를 품은 달 2,"11,700원",650원,정은궐,파란 (파란미디어),"국내 100만 부 이상의 판매고를 올리고 일본, 중국, 태국, 베트남, 대만에 번역 출판되며 범아시아적 인기를 구가하고 있는 『성균관 유생들의 나날』, 『규장각 각신들의 나날』.그 뒤를 이어 출간하는 『해를 품은 달』은 조선 시대 가상의 왕과 액받이 무녀의 애절한 사랑을 그린 역사 로맨스물로 정은궐 작가만의 매력적인 캐릭터, 흡인력 있는 스토리, 탄탄한 고증이 돋보이는 소설이다.",1,국내도서-소설/시/희곡
9,9788963710341,5750451,해를 품은 달 1,"11,700원",650원,정은궐,파란 (파란미디어),"국내 100만 부 이상의 판매고를 올리고 일본, 중국, 태국, 베트남, 대만에 번역 출판되며 범아시아적 인기를 구가하고 있는 『성균관 유생들의 나날』, 『규장각 각신들의 나날』.그 뒤를 이어 출간하는 『해를 품은 달』은 조선 시대 가상의 왕과 액받이 무녀의 애절한 사랑을 그린 역사 로맨스물로 정은궐 작가만의 매력적인 캐릭터, 흡인력 있는 스토리, 탄탄한 고증이 돋보이는 소설이다.",1,국내도서-소설/시/희곡
10,9788901142593,6328377,문제는 경제다,"13,950원",750원,선대인,웅진지식하우스,"〈나는 꼽사리다〉, 『위험한 경제학』 선대인 한국 경제, 그 마지막 기회와 재활 플랜을 제시하다 1%가 지배하는 나라에서 99%만 모르는 한국 경제의 진실을 파헤치는 서민 경제전문가 선대인. 이번 책 《문제는 경제다》에서는 몰락의 위기 앞에 선 한국 경제를 총진단한다. 구체적인 데이터와 명쾌한 논리로 일반인들도 이해하기 쉽게 써내려가며 금융시장, 고용과 실업, 가계부채, 세계 경제위기 등 광범위한 주제에 대해 깊이 있는 분석을 시도한다.",3,국내도서-경제 경영
