순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788934958710,7329027,안철수의 생각,"11,700원",650원,안철수/제정임,김영사,"이 책은 서울대학교 융합과학기술대학원장 안철수 교수의 정치 참여에 대한 고민에서 인간 안철수에 대한 궁금증, 청년실업과 비정규직 문제?공교육의 붕괴와 학교폭력?언론사 파업과 강정마을 사태 등 사회 쟁점에 대한 견해, 복지와 정의와 평화를 바탕으로 쌓아올린 대한민국의 비전과 통찰, 그리고 미래의 주인공인 청소년들에 대해 이야기가 담긴, 제정임 세명대 저널리즘스쿨대학원 교수와의 대담집이다. 기성 언론이 충분히 조명하지 못했던 사회 주변의 이슈에 천착해온 제정임 교수는 국민 멘토로서 한국 사회의 수많은 문제들에 대해 고민해온 안철수의 폭넓은 생각을 물었다. 이 책은 인간 안철수가 근래 생각하는 많은 것을 담아낸 기록이자, 지금 우리 사회에 대한 진단, 그리고 우리가 열망하는 대한민국으로 가기 위한 생각을 담고 있다.",1,국내도서-에세이
2,9788965700609,6190758,"멈추면, 비로소 보이는 것들","12,600원",700원,혜민/이영철,쌤앤파커스,"사람들에게 치여 상처받고 눈물 날 때, 그토록 원했던 일이 이루어지지 않았을 때, 사랑하던 이가 떠나갈 때… 우리는 끊임없이 좌절의 순간을 맞으며 매일을 살아간다. 하지만 경쟁이 미덕이고, 일등만이 기억되는 이 사회에서 나의 ‘힘듦’을 내보이기란 쉬운 일이 아니다. 남들이 그러는 것처럼 세상 탓을 조금 하다가, ‘녹록치 않은 세상 살이, 나만 힘든게 아니지’ 라고 스스로를 다독이고 분주한 일상으로 돌아와 또 다시 ‘열심히’ 살고 있지는 않은지. 하지만 『멈추면, 비로소 보이는 것들』이 있다. 하버드 재학 중 출가하여 한국인 승려 최초로 미국 대학교수가 된 혜민 스님은, 이 바쁜 세상에서 잠시 멈추고 나를 사랑하는 시간을 가질 것을 권한다. 관계에 대해, 사랑에 대해, 마음과 인생에 대해, 머리로는 알지만 마음으론 잘 안 되는 문제들을 차근차근 해결해 나갈 수 있도록 돕는 그의 조언은 마음을 튼튼하게 하는 한 첩의 보약과도 같다.",3,국내도서-에세이
3,9788993928488,7202720,바람이 분다 당신이 좋다,"12,420원",690원,이병률,달,"7년 만에 나온 『끌림』의 두 번째 이야기. 세월이 흐르는 동안 작가는 그동안 여전히 여러 번 짐을 쌌고, 여러 번 떠났으며, 어김없이 돌아왔다. 변하지 않은 건 ‘사람’. 혼자 떠난 여행에서도 늘 ‘사람’ 속에 있었으며, ‘사람’에 대한 따뜻한 호기심과 ‘사람’을 기다리는 쓸쓸하거나 저릿한 마음을 거두지 않는다. 사람이 여행하는 곳이 결국 사람의 마음이라는 말은 그래서 맞다. 이번에도 역시나, 『끌림』과 마찬가지로 목차도 페이지도 없다. 그러니, 순서도 없다.",1,국내도서-에세이
4,9788994013503,6994115,내가 알고 있는 걸 당신도 알게 된다면,"12,600원",700원,칼 필레머/박여진,토네이도,"우리가 알고 있는‘행복’의 프레임을 깨는 책! 우리는 매일 버거운 삶을 살아간다. 그 버거운 삶을 조금이라도 덜어내고자 우리는 유명작가의 책을 읽고, 전문가들의 강연에 참석하고, SNS를 통해 수많은 사람들의 목소리에 귀를 기울인다. 그럼에도 인생의 지혜에 대한 갈증은 좀처럼 해소되지 않는다.",1,국내도서-자기계발
5,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
6,9788950937911,7217944,마법천자문 22,"8,820원",490원,올댓스토리/홍거북,아울북,"손오공의 모험 이야기를 따라가면서 쓰기보다 뜻과 소리를 먼저 읽고 그림으로 한자를 보면서 학습할 수 있도록 한 한자 학습만화입니다. 마법의 주문으로 음과 훈을 읽기 때문에 재미있게 한자를 배울 수 있습니다. 각 권마다 새로 배우는 한자 20자와 복습 한자가 50회 가량 반복되며 8급에서 3급 한자가 함께 구성되어 있다. 쉬운 한자 속에서 어려운 한자까지 자연스럽게 배울 수 있게 했습니다. 반의어, 동의어 등 한자와의 관계를 함께 알려줌으로써 단어를 쉽게 조합하고 해석할 수 있도록 했습니다.",3,국내도서-어린이
7,9788984314207,4179691,스님의 주례사,"10,800원",600원,법륜/김점선,휴(休),행복한 결혼을 꿈꾸는 남녀에게 쏟아지는 축복 같은 조언 이 책은 '스님의 주례사'라는 제목으로 오랫동안 인터넷을 통해 회자되며 결혼 전 반드시 읽어야 할 대표적인 글로 화제가 된 법륜 스님의 남녀 마음 이야기들을 모은 것이다.,3,국내도서-종교
8,9788960652811,6779598,달팽이가 느려도 늦지 않다,"12,600원",700원,정목,공감,"불교방송‘마음으로 듣는 음악’과 인터넷 유나방송으로 헤아릴 수없이 많은 청취자와 네티즌에게 위안과 감동을 선물하고 있는 정목스님의 정갈한 산문집 『달팽이가 느려도 늦지 않다』. 정목스님은 감사, 자비, 분노, 사랑, 화해, 평화 등을 주제로 행복을 찾는 현대인들에게 마치 족집게 과외 선생님처럼 기쁨과 휴식의 정답을 선사한다.",3,국내도서-에세이
9,9788984315112,5764559,엄마 수업,"10,800원",600원,법륜/이순형,휴(休),"자녀 문제로 괴로워하는 부모에게 법륜 스님이 주는 다정한 조언이자 지혜로 가득 찬 양육 지침서. 저자는 부모와 아이의 관계 특성, 상황별·시기별로 아이를 올바르게 키우는 방법, 좋은 부모의 역할과 자격 등을 소개하며 이것을 바탕으로 우리 아이를 올바르게 사랑하는 지혜를 보여 주고 있다. 오늘날 많은 부모가 자식을 남 보기에 좋은 물건처럼 취급한다. 얼굴 예쁘고, 신체 건강하고, 공부 잘하고, 말 잘 듣고 그런 아이를 원한다.",1,국내도서-가정 살림
10,9788937833663,6779868,돈으로 살 수 없는 것들,"14,400원",800원,마이클 샌델/안기순/김선욱,와이즈베리,"전 세계가 기다려온 샌델식 토론의 결정판 하버드대학교 최신 인기강의 MARKETS & MORALS를 책으로 만나다 이 책의 내용은 2012년 봄학기부터 ‘Markets & Morals’라는 이름으로 하버드대학교 철학강의로 개설되었고 강의 첫날, 수강신청에 성공하지 못한 학생들도 몰려드는 바람에 더 넒은 강의실로 장소를 옮겨 강의하는 해프닝까지 벌어졌다. 이 책은 마이클 샌델 1998년 옥스퍼드대학교의 ‘인간 가치에 관한 태너 강의’에서 논의한 ‘시장과 도덕(Markets & Morals)’에서 출발했으며, 2000-2002년 카네기 연구재단의 지원을 받으면서 더욱 진전되었다.",1,국내도서-사회 정치
