순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788952206503,2599166,The Secret 시크릿,"12,420원",690원,론다 번/김우열,살림Biz,"인생을 성공으로 이끄는 ‘위대한 비밀’의 단편들은 오래 전부터 구전과 문학과 종교와 철학에서 발견되었다. 이제 최초로 ‘비밀’의 모든 조각이 하나로 묶여 세계에 소개되었다. 이 책에서 독자는 돈, 건강, 인간관계, 행복 등 삶의 모든 면에서 ‘비밀’을 활용하는 법을 배울 것이다. 내면에 잠재되어 숨겨진 힘을 이해하기 시작할 터이고, 그리하여 모든 측면에서 기쁨을 발견하게 되리라. 『영혼을 위한 닭고기 수프』의 잭 캔필드, 『화성에서 온 남자 금성에서 온 여자』의 존 그레이 등 24명의 대가들이 비밀을 활용해 건강과...",1,국내도서-자기계발
2,9788984370869,2769949,사랑하기 때문에,"8,820원",490원,기욤 뮈소/전미연,밝은세상,"『사랑하기 때문에』의 주인공들인 커너, 마크, 에비, 앨리슨은 저마다 깊은 상처와 고통이 있다. 사회적인 성공이나 부의 축적과는 무관하게 상처는 현재를 어둠 속으로 밀어 넣는 동시에 미래마저 암울한 빛깔을 띠게 한다. 이 소설은 상처를 딛고 일어서는 사람들의 이야기다. 가해자와 피해자, 상처를 입힌 자와 상처받은 자들은 서로 화해와 용서를 통해 삶을 어둠 속으로 이끄는 상처를 극복해간다. 라일라, 다섯 살짜리 여자아이가 로스앤젤레스의 한 쇼핑몰 근처에서 실종된다. 부모는 극심한 충격에 휩싸인다.",1,국내도서-소설/시/희곡
3,9788947526623,2776013,마시멜로 두번째 이야기,"10,800원",600원,호아킴 데 포사다/엘런 싱어/공경희,한국경제신문사(한경비피),2005년 11월에 출간한 『마시멜로 이야기』의 후속작 『마시멜로 두번째 이야기』. 전작의 감동과 교훈을 잇는 동시에 ‘마시멜로 법칙’ 의 구체적인 실천전략을 제시하고 있다. 이번 이야기는 ‘찰나의 즐거움을 뒤로 미룬다’라는 전작의 주제와 일맥상통하지만 내용은 완전히 다르다. 전작에서 운전기사였던 찰리는 멘토 조나단 회장으로부터 마시멜로의 교훈을 접하고 깨달음을 얻는다. 이때부터 마시멜로를 먹어치우는데 열중하던 찰리는 마시멜로를 모으기 시작하고 결국 원하는 대학에 입학하면서 끝이 난다.,3,국내도서-자기계발
4,9788925514826,2783642,몰입 Think hard!,"10,800원",600원,황농문,알에이치코리아(RHK),숨은 잠재력을 일깨우고 행복에 이르는 방법을 가르쳐주는 구체적인 지침서 이 책의 저자 황농문 교수는 30년 가까이 공학연구에 몸담아 온 공학자며 ‘하전된 나노 입자 이론’으로 최우수논문상을 수상한 과학자다. 1990년부터 몰입적 사고를 하며 연구를 수행했고 그때의 경험이 그의 삶을 180°바꿔 놓았다. 저자는 몰입이 잠재된 우리의 두뇌 능력을 첨예하게 일깨워 능력을 극대화하고 삶의 만족도를 최고로 끌어올리는 방법이라고 이야기한다.,1,국내도서-자기계발
5,9788925516387,2820590,"20대, 공부에 미쳐라","7,200원",400원,나카지마 다카시,랜덤하우스코리아,"경력관리부터 인생과 인간관계에 이르기까지, 학교에서 가르쳐주지 않지만 20대가 반드시 공부하고 알아야 할 취업, 승진, 성공에 대한 모든 것을 담고 있는 비법서이다. 일본의 저명한 경영컨설턴트이자 경제평론가로 다수의 자기계발서를 쓴 나카지마 다카시의 저서로, 더 나은 자신이 되기 위해, 자신이 꿈꾸던 인생을 살기 위해, 부와 성공을 성취하기 위해 20대에 해야 할 공부들을 50가지로 명쾌하게 정리해놓았다.",2,국내도서-자기계발
6,9788971847558,2752350,즐거운 나의 집,"8,820원",490원,공지영,푸른숲,"소설가로서, 엄마로서, 여자로서, 누구보다도 치열한 삶을 살아온 공지영. '나를 키운 건 팔할이 상처'라고 말하는 그녀가 이제 웃음 띤 얼굴로 자신의 가족 이야기를 소설로 썼다. '성이 다른 세 아이와 싱글맘'이라는 별나 보이는 대문을 열고 들어가본 집. 그 안에는 세상 모든 가족들이 공감할만한 평범한 고민과 웃음이 있었다. 주인공 위녕은 고 3이 되기 전 십대의 마지막 시기를 엄마와 함께 보내겠다며 아버지와 새엄마를 떠나 B시로 거처를 옮긴다.",3,국내도서-소설/시/희곡
7,9788975606991,2816293,경제 상식 사전,"11,520원",640원,김민구,길벗,"경제신문 술술 읽고픈 왕초보를 위한 책! 《경제 상식사전》2012년 개정판이다. 경제신문 기자인 저자가 최신 경제이슈를 엄선하여 재기 넘치는 삽화와 최신 도표로 술술 읽히게끔 구성한 책이다. 인포데믹스, 싱글 이코노미, 추락한 천사, 골디락스 같은 신조어들은 언어의 기원과 역사적 배경을 알면 쉽게 이해할 수 있다. 또한 주식, 채권, 금리 같은 기초용어는 물론이고 학교에서 한번쯤 배웠을 법한 보이지 않는 손, 그레셤의 법칙, 분식회계 같은 낯익은 용어들도 그림, 도표들과 함께 구성하여 연상작용을 높여준다.",3,국내도서-경제 경영
8,9788992555487,2721480,리버보이,"8,100원",450원,팀 보울러/정해영,놀,"『리버보이』는 15세 소녀의 눈에 비친, ‘만남과 헤어짐, 삶과 죽음 뒤에 숨겨진 인생의 진실’을 아름답게 그린 성장소설이다. 삶과 죽음의 진정한 의미, 영원한 이별을 받아들이는 주인공 소녀의 추억은, 앞으로 수많은 만남과 헤어짐을 통과해야 할 청소년들에게 밑바닥까지 슬퍼하고 또다시 웃는 법을 알려준다. “수많은 돌부리를 만나도 결코 멈추는 법 없는 강물처럼” 인생은 그렇게 사랑과 추억을 바탕으로 아름답게 흘러가는 것임을 이 책을 읽으면 누구나 깨닫게 된다. 이 책은 ‘상실의 순간과 그 후에 찾아오는 삶의 선...",3,국내도서-소설/시/희곡
9,9788934927686,2795598,"이원복 교수의 와인의 세계, 세계의 와인","10,710원",590원,이원복,김영사,"와인 한잔에서 맛보는 인생의 희로애락! 『21세기 먼나라 이웃나라』로 대한민국 대표 교양만화 저자 이원복 교수가 새로운 시리즈를 선보인다. 와인을 사랑하는 와인애호가로써 흥에 겨워 만화를 그렸고 수많은 자료를 수집하고 직접 프랑스 및 세계 각국의 와이너리를 탐방하여 보다 생생한 와인의 세계를 그려냈다. 한국 최고의 교양만화가라는 평답게 와인을 다루면서 와인과 인류사, 와인과 문명의 발달, 와인과 종교, 근대화에 와인이 끼친 영향과 신대륙 와인의 도전 등 와인의 문화사도 심도 있게 다루었다.",1,국내도서-가정 살림
10,9788990872371,2809845,1% 행운,"10,800원",600원,고도원/안종설/마크 빅터 한센/잭 캔필드,흐름출판,‘영혼을 위한 닭고기수프’ 시리즈로 전세계 1억 명의 인생을 바꾼 잭 캔필드와 마크 빅터 한센이 함께 엮은 이 책은 1% 행운을 통해 운명의 하루를 만난 백만장자들의 가슴 뭉클하고 값진 체험들을 담고 있다. 감동의 눈물과 웃음으로 용기와 힘을 북돋우는 따뜻한 성공서!,3,국내도서-자기계발
