순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788965700036,4447549,아프니까 청춘이다,"12,600원",700원,김난도,쌤앤파커스,"아프고 어렵기 때문에 좋은 것, 청.춘. 수많은 청춘의 마음을 울린 김난도 교수의 인생 강의실 서울대학교 학생들이 뽑은 최고의 명강의의 주인공 김난도 교수가 들려주는 영혼을 울리는 따뜻한 위로의 이야기, 머리를 내리치는 따끔한 죽비 같은 이야기를 들려준다. 부단히 스펙을 쌓고 취업관문을 두드리고 사회초년생으로서 적응해가고 있지만, 미래는 여전히 한 치 앞을 내다볼 수 없는 한국의 청춘들에게 전하는 위로와 격려의 메시지다.",3,국내도서-에세이
2,9788952762078,5191368,아이의 자존감,"13,320원",740원,"정지은,김민태 공저/이영애 감수",지식채널,"올바른 자존감 형성은 아이의 미래를 위해 반드시 해야 할 이 시대 모든 부모들의 숙제다! 아무리 어려운 일이 닥쳐도 잘 견뎌내고 오히려 성공으로 이끄는 사람이 있는가 하면, 모든 것을 다 가진 듯해도 항상 '힘들다','어렵다'고 쉽게 포기해서 자신이 가진 능력을 다 발휘하지 못하고 사는 사람들이 있다. 이러한 차이는 어디에서 생기는 걸까? 만약 전자의 사람들을 성공하는 사람이라고 한다면, 사람을 성공으로 이끄는 힘은 무엇일까? 바로 이것을 '자존감'이라고 하는 것이다.",1,국내도서-가정 살림
3,9788958660941,5133515,낯익은 타인들의 도시,"11,520원",640원,최인호,여백미디어,"영원한 청년작가 최인호, 그가 들고온 5년만의 신작 소설! 청년작가라는 수식어를 달고 다니며 언제나 세계에 대한 의문을 놓지 않았던 최인호의 5년만의 신작소설이다. 저자는 이번 소설 통해 등단 이후 왕성하게 활동을 했던 ‘제1기의 문학’과, 종교·역사소설에 천착했던 ‘제2기의 문학’을 넘어, ‘제3기의 문학’으로 귀착되는 시작을 알리고 있다. 기존의 질서를 부수고 새로운 시작을 알리는 그의 문학은, 소설 속에서 끊임없이 변신하고 자리를 바꾸는 작중 인물들과 맞닿아 있다.",1,국내도서-소설/시/희곡
4,9788954615204,5251171,십자군 이야기 1,"13,110원",270원,시오노 나나미/송태욱,문학동네,"""신이 그것을 바라신다."" 위력적인 이 한마디가 인류의 역사를 뒤흔들었다. 인류 역사상 200년이라는 가장 오랜 기간 동안 치러진 전쟁이자 세계 2대 종교가 격돌한 십자군 전쟁은 인류 역사의 대사건이다. ""신이 그것을 바라신다."" 이 위력적인 한 마디로 촉발된 십자군 전쟁은, 그러나 그 무엇보다 인간이 일으킨 전쟁이다. 십자군 전쟁은 인간들의 이야기인 것이다. 십자군 전쟁에서 역사가들이 광기와 사망자 수, 증오와 원한에 찬 비극의 기원을 발견했다면, 시오노 나나미는 인간의 욕망과 의지가 만들어낸 장대한 드라마를 발견하고, 그 빛과 어둠 속에서 매혹적인 인간 군상의 살아 있는 이야기를 압도적인 필치로 그려낸다. 시오노 나나미는 특유의 역사와 인간에 대한 깊이 있는 통찰과 이야기를 전개해나가는 박진감, 그리고 핵심을 곧바로 파고드는 직관적인 문장으로 독자들의 지적 상상력을 무한대로 자극한다.",3,국내도서-역사
5,9788977771888,5144160,문재인의 운명,"14,400원",800원,문재인,가교,"노무현과 문재인, 이들의 운명을 역사 속에 기록하다! 문재인이 노 前대통령 서거 2주기를 맞아 참여정부 비사를 비롯한 30년 동행의 발자취를 담은 책 이 책은 노 대통령이 생전에 “노무현의 친구 문재인이 아니라, 문재인의 친구 노무현”이라고 표현할 만큼 신뢰했던 평생의 동지, 문재인의 시각에서 본 노무현 대통령과 참여정부에 대한 증언이다. 노무현, 문재인. 두 사람의",3,국내도서-사회 정치
6,9788960864474,5123383,인생의 절반쯤 왔을 때 깨닫게 되는 것들,"11,700원",650원,리처드 J. 라이더/데이비드 A. 샤피로/김정홍,위즈덤하우스,"동부아프리카를 여행하던 중 만난 마사이족 족장에게 자신의 배낭에 들어있는 신기한 물건들을 자랑하듯 모두 꺼내 보여준 저자. 그 물건들을 빤히 쳐다보던 그 족장은 그에게 이런 질문을 했다. “이 모든 것이 당신을 행복하게 해줍니까?”깊은 울림이 담긴 이 질문에 그는 그것들이 자신을 정말 행복하게 해주는지 따져보게 되었고, 가장 필요한 것들만 챙겨서 가방을 꾸렸고, 그는 남은 여행을 하는 동안 크게 불편함을 느끼지 않았으며, 훨씬 더 즐겁게 여정을 마칠 수 있었다.",2,국내도서-자기계발
7,9788935208760,5134394,10년 후 미래,"13,500원",750원,대니얼 앨트먼/고영태,청림출판,"대니얼 앨트먼 뉴욕대 스턴비즈니스스쿨 교수는 '뉴욕타임스'에서 최연소 논설위원을 지내고 영국 정부의 경제자문위원으로 활동하는 등 세계적으로 널리 알려진 석학이자 저널리스트다. 그가 도발적이고 반직관적이며 매우 논리적인 방법으로 세계 경제의 장기적인 변화 방향을 예측한 책 《10년 후 미래》는 다가오는 미래에는 어떤 산업이 성장하고 어떤 국가가 경제적 위험에 직면할 것인지, 성공적인 투자 분야는 무엇이고 다음의 경제위기는 어디서 어떻게 발생할 것인지에 대한 날카로운 통찰을 보여준다.",2,국내도서-경제 경영
8,9788936433871,5206784,두근두근 내 인생,"10,800원",600원,김애란,창비,"벅찬 생의 한순간과 사랑에 대한 반짝이는 통찰 “네가 나의 슬픔이라 기뻐” ""이 작가가 장편을 쓰면 어떤 환상적인 작품이 나올까?"" 김애란의 소설집『달려라, 아비』 『침이 고인다』를 읽은 독자, 그리고 한국문단의 반응이다. 드디어 그의 첫 번째 장편 소설『두근두근 내 인생』이 세상에 모습을 보인다. 책은 가장 어린 부모와 가장 늙은 자식의, 우리 모두의 가슴을 두근거리게 하는 청춘과 사랑에 대한 눈부신 이야기며 가장 어린 부모와 가장 늙은 자식의 이야기다. 곳곳에서 빛을 발하는 김애란의 담백하고 신선하고 아름다운 문장들 가운데 부모라는 것, 아이라는 것, 나이를 먹는다는 것에 대한, 그리고 벅찬 생의 한순간과 사랑에 대한 반짝이는 통찰이 읽는 내내 입가에 미소를 머금게 하고, 어느 순간 울컥, 눈물을 감출 수 없게 한다.“미안해하지마. 사람이 누군가를 위해 슬퍼할 수 있다는 건 흔치 않은 일이니까. 네가 나의 슬픔이라 기뻐.",1,국내도서-소설/시/희곡
9,9788996628705,4933359,김제동이 만나러 갑니다,"11,700원",650원,김제동,위즈덤경향,"지금 우리는 왜 함께 행복할 수 없을까? 촌철살인의 웃음철학, MC 김제동이 전하는 살맛나는 세상을 꿈꾸는 그들, 그리고 우리의 이야기. 따뜻한 웃음과 건전한 세계관으로 서민들의 마음을 어루만져온 소통과 소신의 국민 MC 김제동의 첫 책. 2010년 2월부터 그가 경향신문에 연재하고 있는 「김제동의 똑똑똑」 인터뷰를 엮어냈다. 책에는 소설가 이외수, KBS 전 사장 정연주, 시인 김용택, 제주 해녀 고미자 등, 김제동이 만나온 각계각층 명사들의 이야기가 수록되어 있다. 늘 '여러분이 옳습니다.",3,국내도서-에세이
10,9788971968710,276635,마당을 나온 암탉,"9,450원",520원,황선미/김환영,사계절,『마당을 나온 암탉』은 알을 품어 병아리의 탄생을 보겠다는 소망을 굳게 간직하고 자기 삶의 주인으로 살아가는 암탉 잎싹의 이야기이다. 양계장에서 주는 대로 먹고 알이나 쑥쑥 낳아 주면서 살면 얼마나 편할까. 하지만 그렇게 사는 건 암탉으로서의 삶이 아니라고 잎싹은 생각한다. 그래서 잎싹은 배불리 먹을 수 있는 양계장과 안전한 마당을 나와 버린다.,1,국내도서-어린이
