순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9788954625586,14170073,여자 없는 남자들,"12,420원",690원,무라카미 하루키/양윤옥,문학동네,"“우리가 누군가를 완전히 이해한다는 게 과연 가능할까요? 설령 그 사람을 깊이 사랑한다 해도.” 무라카미 하루키 9년 만의 신작 소설집 일본어판 수록 6편 +「사랑하는 잠자」, 총 7편 수록 무라카미 하루키가 단편소설을 묶은 소설집을 출간하는 것은 2005년 『도쿄 기담집』 이후 9년 만이다. 그사이 하루키 월드의 집대성으로 평가되는 대작 『1Q84』를 비롯한 장편소설 집필에 몰두해왔던 그는, 2013년 직접 선별한 영미권 단편소설 모음집 『그리워서』의 번역작업중에 문득 ‘장편을 쓰는 것도 지쳤으니 이제 슬슬 단편들을 써보는 게 어떨까’라는 생각이 들었다고 한다. 그후 그해 말부터 이듬해 봄에 걸쳐 발표한 단편소설 다섯 편과 단행본 출간에 맞춰 새로 쓴 표제작 「여자 없는 남자들」이 모여 이번 소설집이 완성되었고, 이번 한국어 판본에는 『그리워서』에 실렸던 오리지널 단편 「사랑하는 잠자」가 특별히 추가되었다.",2,국내도서-소설/시/희곡
2,9788932916194,9295916,창문 넘어 도망친 100세 노인,"12,420원",690원,요나스 요나손/임호경,열린책들,"전 세계 500만 부 이상 판매된 특급 베스트셀러 100년간 전 세계를 누비며 역사의 현장 한복판에 본의 아니게 끼어든 요절복통 영감님, 101년째 모험을 떠나다! 스웨덴 작가 요나스 요나손의 장편소설이다. 기자와 PD로 오랜 세월 일해 온 작가의 늦깎이 데뷔작인 이 소설은 인구 900만의 스웨덴에서 100만 부, 전 세계적으로 500만 부 이상 팔리며 [백 세 노인 현상]을 일으켰다. 『창문 넘어 도망친 100세 노인』은 1905년 스웨덴의 한 시골 마을에서 태어난 주인공이 살아온 백 년의 세월을 코믹하고도 유쾌하게 그린 작품이다. 급변하는 현대사의 주요 장면마다 본의 아니게 끼어들어 역사의 흐름을 바꿔 놓는 주인공의 활약은 독자로 하여금 역사의 생생한 현장 속으로 빨려 들어가게 한다.",1,국내도서-소설/시/희곡
3,9788997296422,14283712,김우중과의 대화,"14,400원",800원,신장섭 저,북스코프,"대우그룹은 더 이상 존재하지 않는다. 그럼에도 대우의 흔적은 국내와 세계 곳곳에 남아 있다. 대우인터내셔널, 대우건설, 대우조선해양, 두산인프라코어(대우종합기계)는 여전히 세계적 명성과 함께 한국 경제의 주역으로 활동 중이다. 아프리카, 중남미, 동남아 등의 신흥국에서 대우의 가치는 한때 대한민국보다 앞섰지만 정작 우리는 무지했다. 이 책은 대우그룹의 성장과 해체에 관한 진실을 밝히고 그에 따른 역사적 재평가를 위해 탄생했다. 김우중 회장과 대우가 침묵한 15년간 한쪽의 이야기만이 정설처럼 굳어졌기에 『김우중과의 대화』가 불러올 파급은 크다. 그러나 본서는 대우그룹의 성장과 해체의 실체적 진실을 말하면서 동시에 대한민국 금융위기 극복방안의 타당성과 이에 대한 냉정한 평가를 담고 있다.",2,국내도서-경제 경영
4,9788967351274,14156539,21세기 자본,"29,700원","1,650원",토마 피케티/장경덕,글항아리,"전 세계에 ‘피케티 신드롬’을 불러일으킨 프랑스 파리경제대 토마 피케티 교수의 『21세기 자본』이 드디어 한국에 상륙한다. 지난해 8월에 프랑스, 올해 4월에 미국에서 번역 출간된 이후 경제계는 물론 세계 지성인의 주목을 한 몸에 받아온 『21세기 자본』은 국내에서도 이미 자본주의에 내재한 불평등의 동학에 대한 참신하고 실증적인 분석과 대담하고 파격적인 대안 제시로 인해 논쟁의 중심에 있다.",1,국내도서-사회 정치
5,9788996746416,6262207,나는 까칠하게 살기로 했다,"13,500원",750원,양창순,센추리원,"자존감을 지키며 건강한 인간관계를 유지하는 법 상처받지 않고 사람을 움직이는 관계의 심리학 자신의 자존감을 지키면서도 사람의 마음을 움직이는 심리적 방법을 다양한 임상 사례와 심리학 이론을 통해 쉽고 재미있게 풀어, 우리 일상에 바로바로 적용할 수 있도록 소개한 책이다.",3,국내도서-자기계발
6,9788960514065,13710401,장하준의 경제학 강의,"15,120원",840원,장하준/김희정,부키,"금융 위기 이후, 우리가 기다리던 경제학 입문서 가볍게, 재미있게, 가장 ‘사용자 친화적’인 가이드북 세계적인 경제학자이자 영국 케임브리지대 경제학과 교수인 장하준이 쓴 ‘지금 우리를 위한’ 새로운 경제학 교과서. 30여 년간 유일한 경제학적 진리로 군림하면서도 금융 위기에 아무 해법도 내놓지 못하는 신고전주의 경제학에서 벗어나, 다양한 경제학적 접근법을 소개하여 경제와 경제학을 새롭게 보게 해 준다. 먼저 1부 ‘경제학에 익숙해지기’에서는 경제란 무엇이고, 경제학을 왜 알아야 하는지를 이야기한 뒤 자본주의 경제가 어떤 과정을 통해 얼마나 달라져 현재에 이르게 되었는지 간략한 경제사를 훑어본다. 이어 신고전주의를 비롯해 고전주의, 마르크스학파, 오스트리아학파, 케인스학파, 슘페터 학파, 개발주의, 제도학파, 행동주의 등 9가지 주요 경제학파를 소개하고 장단점을 조목조목 설명해 준다.",1,국내도서-경제 경영
7,9791185502076,14155992,비밀의 정원 Secret Garden,"10,800원",600원,조해너 배스포드,클,"아날로그적인 재미와 일상과 거리 두기로 전 세계에 열풍을 일으켰던 스테디셀러 컬러링북! 『비밀의 정원』 한국어판 출간 5주년 기념 특별 리커버 에디션 출간! 컬러링북이라는 말이 생소하던 2014년에 등장한 『비밀의 정원』은 전 세계 1300만, 우리나라 155만 독자가 선택할 만큼 놀라운 기세로 컬러링북 열풍을 불러일으켰다. 이 책은 컬러링북의 대명사이자, 새로운 취미를 탄생하게 한 책으로, 2014년 올해의 책으로 선정되었으며, 출간 이후 지금까지 전 연령을 아우르며 이제는 취미와 예술 분야의 스테디셀러로 자리하고 있다. 이 책 『비밀의 정원』이 한국어판 출간 5주년을 맞아, 특별 리커버 에디션을 선보인다. 전 세계 어디에서도 찾아볼 수 없는 아름다운 디자인의 표지에는 오직 우리나라 독자만을 위한 작가의 감사 인사와 친필 사인이 인쇄되었다. 본문은 초판과 같다.",1,국내도서-건강 취미
8,9788993964844,14049338,싸드 THAAD,"12,780원",710원,김진명,새움,"왜 지금 저들은 한반도에 싸드를 논하는가? “받으면 중국의 적, 받지 않으면 미국의 적. 그렇다면 우리의 선택은?” 세계은행 연구원으로 능력을 인정받으며 승승장구하던 리처드 김의 갑작스러운 죽음. 원인을 쫓던 변호사 최어민은 그의 죽음에 싸드(Terminal High Altitude Area Defense, 고고도 미사일 방어체계)가 관련되어 있다는 걸 알게 된다. 그러나 너무도 분명하게 눈에 보이는 건 오히려 의심해야 하는 법. 리처드 김이 쫓았던 것은 더 큰 어떤 것, 단순한 미사일 방어체계가 아닌 거대한 어떤 그림이었다. 리처드 김이 본 것은 과연 무엇이란 말인가? 미국도 한국 국방부도 표면적으로는 북한을 방어하기 위한 것이라고 말하는 싸드. 그러나 사실은 다르다. 남한에 싸드를 배치하면 중국의 모든 대륙간탄도탄은 무용지물이 된다. 중국의 공격적 미사일 시스템을 완전히 봉쇄할 수 있는 것이다.",1,국내도서-소설/시/희곡
9,9788937833663,6779868,돈으로 살 수 없는 것들,"14,400원",800원,마이클 샌델/안기순/김선욱,와이즈베리,"전 세계가 기다려온 샌델식 토론의 결정판 하버드대학교 최신 인기강의 MARKETS & MORALS를 책으로 만나다 이 책의 내용은 2012년 봄학기부터 ‘Markets & Morals’라는 이름으로 하버드대학교 철학강의로 개설되었고 강의 첫날, 수강신청에 성공하지 못한 학생들도 몰려드는 바람에 더 넒은 강의실로 장소를 옮겨 강의하는 해프닝까지 벌어졌다. 이 책은 마이클 샌델 1998년 옥스퍼드대학교의 ‘인간 가치에 관한 태너 강의’에서 논의한 ‘시장과 도덕(Markets & Morals)’에서 출발했으며, 2000-2002년 카네기 연구재단의 지원을 받으면서 더욱 진전되었다.",1,국내도서-사회 정치
10,9788993734348,12344424,어떤 하루,"12,420원",690원,신준모,프롬북스,"페이스북 인싸이트 글 분야 1위! 매주 250만 명의 사람들이 읽고 있는 글! 이 책은 페이스 북 〈신준모의 성공연구소-마음을 성형하는 사람들〉에서 많은 사람들의 마음을 움직이고 있는 글을 모아 만든 에세이다. 2011년 11월부터 꾸준하게 올린 매일 한 편의 글들은 사람들에게 위로가 되었고, 때로는 뼈아픈 충고가 되어주었다. 저자의 글들이 입소문을 타기 시작하면서 매주 250만 명의 페이스 북 유저들이 그의 글을 읽고 전파하기 시작했다. 글을 읽고 마음의 변화, 생각의 전환, 행동의 시발점이 됐다고 말하는 사람들이 지금도 그에게 감사의 메시지를 보내오고 있다. 저자는 쉼표 같은 사람이 되기를 원한다. 책은 그런 저자의 마음을 고스란히 담아내었다. [어떤 하루]의 책 속 구성은 마음을 사계절로 나누는 것에서부터 출발했다.",3,국내도서-에세이
11,9788937833762,7356143,잘못은 우리 별에 있어,"10,800원",600원,존 그린/김지원,북폴리오,"16세 소녀 헤이즐은 말기암환자다. '의학적 기적' 덕에 시간을 벌긴 했어도, 헤이즐의 인생 마지막 장은 암 진단을 받는 순간 이미 쓰이고 만 셈이다. 다른 십 대와 달리 화장품 대신 산소탱크를 상비해야 하지만 매순간 유머를 잃지 않는 근사한 소녀. 암 환우 모임에서 만난 어거스터스와 헤이즐이 첫눈에 드라마틱하게 빠져든 건 어쩌면 당연한 일이었다. 또래에 비해 한없이 죽음에 가까운 두 사람은, 지구에서 가장 보편적인 질문에 관한 답을 함께 풀어간다. “사람들은 나를 기억해 줄까? 우린 이 세계에 어떤 흔적을 남길 수 있을까?” 『잘못은 우리 별에 있어』는 미국의 대표적인 젊은 스타 작가 존 그린의 최신작이자 최고작이다. 존 그린은 한해 가장 뛰어난 청소년 교양도서를 선정, 수여하는 프린츠 상과 가장 뛰어난 미스터리에 수여하는 에드거상을 동시에 수상한 다재다능한 소설가.",3,국내도서-소설/시/희곡
12,9788971996096,13644727,나의 한국현대사,"16,200원",900원,유시민,돌베개,"유시민이 보고 겪고 느낀 우리 현대사 55년의 이야기 나는 냉정한 관찰자가 아니라 번민하는 당사자로서 우리 세대가 살았던 역사를 돌아보았다. 없는 것을 지어내거나 사실을 왜곡할 권리는 누구에게도 없다. 그러나 의미 있다고 생각하는 사실들을 선택해 타당하다고 생각하는 인과관계나 상관관계로 묶어 해석할 권리는 만인에게 주어져 있다. 나는 이 권리를 소신껏 행사했다. 사실을 많이 담기보다는 많은 사람이 중요하다고 여기는, 잘 알려진 사실들에 대한 생각을 말하려고 노력했다. 과거를 회고하고 싶어서가 아니라 현재를 이해하고 미래를 전망하고 싶어서 이 책을 썼다.",1,국내도서-역사
