순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
1,9791187498384,66997133,고요할수록 밝아지는 것들,"13,500원",750원,혜민,수오서재,"『멈추면, 비로소 보이는 것들』로 자신을 돌아보는 계기를, 『완벽하지 않은 것들에 대한 사랑』으로 나와 타인과 세상에 대한 깊은 이해를 선사한 혜민 스님의 신작 에세이. 혜민 스님의 마음돌봄 3부작의 완성이라 할 수 있는 이 책은 분주하고 복잡하고 소란한 세상, 그 안에서 내가 누구인지, 진짜 하고 싶은 일은 무엇인지 나 자신을 잃어가는 현대인들을 위한 메시지를 담았다. 마음이 고요해질 때 비로소 드러나는 내 안의 소망, 진정 꿈꾸는 삶의 방향과 가치를 찾는 계기, 혹은 오랫동안 눌러놓았던 감정과 기억으로부터 치유되는 계기가 될 것이다. ‘고요함은 나에게 주는 가장 큰 선물’이라는 저자의 말처럼 나 자신을 찾고 싶은 이들에게 이 책은 ‘나에게로 가는 길’의 안내서가 되어줄 것이다.",1,국내도서-에세이
2,9788952795090,67507594,104층 나무 집,"10,800원",600원,앤디 그리피스/신수진/테리 덴톤,시공주니어,"말장난 연필 2000™이 꼭 필요해! 늘 촉박한 원고 마감 시간 때문에 나무 집에서 놀 새가 없는 앤디와 테리. 게다가 너무 심한 치통 때문에 앤디는 글마저 쓸 수 없다! 큰코 사장님에게 제때 원고를 건네려면 말장난 연필 2000™이 꼭 필요한데. 앤디와 테리는 말장난 연필 2000™을 살 수 있을까? 2015 호주출판업상(ABIA) 올해의 책, 3년 연속 호주출판업상(ABIA) 올해의 어린이책 수상작이자 영국, 미국, 호주 등 30여 개국에서 출간된 《나무 집》 시리즈의 인기는 계속됩니다.",1,국내도서-어린이
3,9791189686024,67712494,야나두 영어회화,"12,420원",690원,원예나,라곰,"영어회화 시장에 획기적인 바람을 불러일으키며 80만 수강생의 영어 말문을 열게 한 야나두 대표강의가 드디어 한 권의 책으로 출간되었다. 『야나두 영어회화』는 야나두 대표강사 원예나의 기초영어회화 강의를 토대로 누구나 읽고 따라하면 말 할 수 있는 영어회화 노하우를 담아냈다. 야나두 기초영어회화의 핵심은 물론 놓치기 쉬운 강의 내 꿀팁, 학습 마인드까지 담아냈다.",1,국내도서-국어 외국어 사전
4,9791196316808,59993940,공부머리 독서법,"14,850원",820원,최승필,책구루,12년 동안 아이들과 함께 독서 논술 수업을 하면서 축적한 노하우를 집약한 독서교육 지침서. 가정에서 실현 가능한 독서법만을 모아 실제 사례와 데이터를 바탕으로 직접 효과를 본 내용들을 알차게 채웠다. 어린이 책 작가이면서 그 역시 세 아이에게 매일 책을 읽어줘야 하는 아빠답게 독서교육의 본질과 원리를 꿰뚫으면서도 아이와 학부모의 마음을 들여다보는 문장이 자주 눈에 띈다. 저자는 진정성 담긴 글을 통해 독서교육에서 맞닥뜨리게 되는 다양한 문제에 통쾌한 해법을 제시한다.,1,국내도서-가정 살림
5,9791196067694,66360714,12가지 인생의 법칙,"15,120원",840원,조던 B. 피터슨,메이븐,"2018년 전 세계를 뒤흔든 전 하버드대 심리학과 교수 조던 피터슨의 불확실한 인생을 꿰뚫는 명강의. ‘어깨를 펴고 똑바로 서라’, ‘세상을 탓하기 전에 방부터 치워라’ ‘당신에게 최고의 모습을 기대하는 사람만 만나라’ 같은 인생의 진리를 심리학, 생물학, 신화, 철학, 종교 등을 바탕으로 써내려간 책이다. 미국과 캐나다, 영국 젊은이들을 비롯해 전 세계에서 ‘피터슨 현상’을 일으키며 200만 부가 넘는 판매 부수를 기록했다. ‘인생은 고통이다. 하지만 무너지지 않을 길은 있다’라고 말하는 이 책은 고된 삶에 무너지지 않고 의미 있는 삶을 사는 지혜를 12가지 법칙에 담아 전하고 있다.",1,국내도서-인문
6,9791157280292,24259730,꽃을 보듯 너를 본다,"9,000원",500원,나태주,지혜,나태주 시집 『꽃을 보듯 너를 본다』. 이 시집은 시인 나태주의 시 가운데 인터넷의 블로그나 트위터에서 자주 오르내리는 시들만 모아 엮은 책이다.,1,국내도서-소설/시/희곡
7,9788959199990,67745029,내 어머니 이야기 세트,"55,800원","3,100원",김은성,애니북스,"김영하 작가의 소개로 단숨에 화제를 모았던 『내 어머니 이야기』. 절판되었던 기존판의 잘못된 내용을 바로잡고, 어머니의 근황을 담아 새롭게 독자들을 찾아왔다. '놋새, 후쿠도조, 보천개 사램, 동주 임이, 이복동녀, 그리고 우리 엄마.' 시대마다 다르게 호명된 엄마의 삶을 되짚어 가는 걸음걸음, 그것이 모두 역사임을 절실히 깨닫는 과정이 읽는 이의 마음을 움직인다.",1,국내도서-만화/라이트노벨
8,9791162339466,67032106,추리 천재 엉덩이 탐정 7,"10,800원",600원,김정화/트롤,미래엔아이세움,"얼굴로 “뿡!”, 방귀를 “뿡!” 입으로 뀌는 ‘방귀’로 사건을 해결하는 ‘추리 천재 엉덩이 탐정’이 새로운 이야기로 찾아왔습니다. 해 질 무렵, 엉덩이 탐정 사무소의 문을 두드린 코알라 양! 비장한 표정을 한 ‘코알라 양’에게서 나온 말은…… “귀신 잡으러 같이 가 주세요!” 평화로운 마을, 언덕 끝에 자리한 텅 빈 ‘전망 여관’에 눈알 귀신이 나타났다! 이 오싹한 눈알 귀신의 정체는 과연……? 이번 사건도 IQ 1,104의 엉덩이 탐정이 척척 해결합니다. 다들, 코 막을 준비하세요!",1,국내도서-어린이
9,9788959895526,65100984,트렌드 코리아 2019,"15,300원",850원,김난도/이수진/서유현/최지혜/김서영/전미영/이향은/이준영/권정윤,미래의창,"김난도 & 서울대 소비트렌드분석센터의 2019 전망. 2018년 대한민국을 흔들어 놓은 10대 상품을 선정해 트렌드 속 숨겨진 메시지를 분석하고, 다가올 2019년 한국 소비 문화의 흐름을 예측한다. 김난도 교수는 2019년의 소비 흐름을 “원자화·세분화하는 소비자들이 환경변화에 적응하며 정체성과 자기 컨셉을 찾아가는 여정”이라는 한 문장으로 요약했다. ‘1인 마켓(세포마켓)’으로 빠르게 세포분열이 진행되고 있는 시장에서 개인과 기업 모두 살아남기 위해서는 ‘컨셉력’을 갖춰야 한다. 또 하나 중요한 흐름은 밀레니얼 세대가 만들어가는 신(新) 가족풍속도인 ‘밀레니얼 가족’의 등장이다. 밥 잘 해주는 것이 아니라 밥 잘 사주는 예쁜 엄마가 지금 시장을 바꾸고 있다. 타인의 시선을 무시하고 자기만의 기준으로 세상을 사는 ‘나나랜드’ 소비자들의 당당함이 주목받는 한편으로, 감정 표현마저 ‘감정 대리인’에게 외주를 맡기는 약한 마음근육의 소유자들이 늘어나는 현상도 포착된다.",1,국내도서-경제 경영
10,9788917230550,67211652,ETS 토익 정기시험 기출문제집 1000 LISTENING 리스닝,"16,020원",890원,ETS,YBM(와이비엠),"토익 시험, 문제는 적중률! 시험에 나온 기출문제 그대로, 출제기관이 만든 진짜 문제 그대로, 빠르고 확실하게 대비하라! 출제기관 ETS 독점제공 실전 10회분(기출 7회+ETS 예상문제 3회) 문제집과 해설집(기출문제 및 예상문제에 대한 명쾌한 해설)로 구성되었다. MP3 파일은 홈페이지에서 무료 다운로드가 가능하며 ETS TOEIC Books by YBM 어플을 제공한다.",1,국내도서-국어 외국어 사전
11,9788965422785,67362730,해커스 토익 기출 보카,"11,610원",640원,데이비드 조,해커스어학연구소,토익 기출 보카 30일 완성! 주제별 연상암기로 쉽고 재미있게 단어 학습이 가능하며 최신 기출 단어 및 출제포인트 수록했다. 목표 점수대별 필수 단어로 맞춤 학습을 할 수 있으며 출제율 높은 핵심 단어만 골라 효율적으로 학습할 수 있다. 토익 신유형 대비 [토익 필수 이디엄 표현]을 수록했고 실전 감각을 키우는 토익 실전문제 13회분을 제공(교재 3회+온라인 10회)한다.,1,국내도서-국어 외국어 사전
12,9788984373617,66909910,아가씨와 밤,"13,050원",720원,기욤 뮈소/양영란,밝은세상,"『아가씨와 밤』은 한국에서 15번째로 출간하는 기욤 뮈소의 장편소설이다. 기욤 뮈소가 독자들로부터 변함없이 사랑받고 있는 이유는 끊임없이 변신을 모색해온 덕분이다. 기욤 뮈소는 판타지, 로맨스, 스릴러가 복합적으로 가미된 소설을 써오다가 근래 들어 스릴러의 비중을 높였다. 『아가씨와 밤』은 판타지적인 요소는 없지만 흥미진진한 스토리와 강렬한 서스펜스로 독자들의 시선을 사로잡는다. 독특한 개성을 가진 다양한 인물들이 등장하며 깊이 있고 섬세한 심리묘사를 통해 인물들의 내면세계를 흥미롭게 그려내고 있다.『내일』이후 기욤 뮈소는 뛰어난 스릴러 작가로 변신했다.『아가씨와 밤』은 기욤 뮈소 스릴러의 정점에 있는 작품이라고 해도 과언이 아니다.",1,국내도서-소설/시/희곡
13,9788935212484,66992093,다산의 마지막 공부,"13,500원",750원,조윤제,청림출판,"다산 정약용·퇴계 이황·이산 정조까지, 마지막 경지에서 그들은 왜 마음을 공부했는가? 시대의 어른, 지적 거인들이 마지막에 도달한 고전 《심경》. 천년을 이어온 그 위대한 문장을 통해 흔들리는 마음을 지키고, 잃어버린 마음을 되찾는 나를 위한 마지막 공부.",1,국내도서-자기계발
14,9791187119845,33529377,나는 나로 살기로 했다,"12,420원",690원,김수현,마음의숲,"진짜 ‘나’로 살기 위한 뜨거운 조언들. 어른이 처음인 당신을 위한 단단한 위로들. 이 책은 우리가 온전한 ‘나’로 살아가기 위해 무엇이 필요한지 말해준다. 돈 많고 잘나가는 타인의 SNS를 훔쳐보며 비참해질 필요 없고, 스스로에게 변명하고 모두에게 이해받으려 애쓰지 말라고 이야기한다. 불안하다고 무작정 열심히 할 필요 없고, 세상의 정답에 굴복하지 말라고 응원한다. 인생의 지나가는 사람들에게 더 이상 상처받지 말고, 누군가의 말에 흔들리지 말고, 자신만의 문제라고 착각하지 말라고. 우리에게 가장 필요한 말, 나답게 살라고 말한다.",1,국내도서-에세이
15,9788965746669,64694842,당신이 옳다,"14,220원",790원,정혜신,해냄,"저자는 이 책을 통해 ‘적정심리학’이란 새로운 패러다임을 통해 강력한 치유 원리와 구조를 제시한다. 이는 간단하지만 본질을 건드려 세상을 변화시키는 적정기술처럼, 사람의 마음과 존재의 본질을 움직여 상처를 치유하고 삶을 회복시키는 심리학을 뜻한다. 복잡한 이론과 전문가의 진단에만 의존하지 않고 스스로 나와 남을 돌보고 치유할 수 있는 간단하지만 강력한 치유법, 집밥 같은 치유법이다. 그 핵심은 바로 ‘공감’이며, 스스로는 물론 한 사람의 고통에 마음을 포개려는 섬세한 시선과 지지에 바탕을 둔다. 공감은 다름 아닌 치유자 정혜신이 극한 상황에서 사람을 살린 결정적 무기이다. 십수 년 동안 ‘거리의 치유자’로서 국가폭력 피해자를 비롯, 쌍용자동차 해고 노동자, 세월호 참사 피해자들의 치유와 회복에 힘써오며, 저자는 공감이야말로 어떤 치료제나 전문가의 고스펙 자격증보다 강력하게 사람의 마음을 되살리는 힘을 발휘함을 확인했다.",1,국내도서-인문
16,9788917230567,67211707,ETS 토익 정기시험 기출문제집 1000 READING 리딩,"16,020원",890원,ETS,YBM(와이비엠),ETS TOEIC 토익 정기시험 기출문제집 1000 RC은 출제기관 ETS 독점제공 실전 10회분(기출 7회+ETS예상문제 3회)이 담긴 문제집과 기출문제 및 예상문제에 대한 명쾌한 해설을 담은 해설집으로 구성되어 있다.,1,국내도서-국어 외국어 사전
17,9791186560860,67077027,내 치즈는 어디에서 왔을까?,"12,420원",690원,스펜서 존슨/공경희,인플루엔셜,전 세계 2800만부가 판매된 『누가 내 치즈를 옮겼을까?』의 마법이 20년만에 다시 펼쳐진다! 변화라는 도전 앞에 머뭇거리는 당신에게 용기를 줄 스펜서 존슨의 마지막 조언. 전작을 뛰어넘는 더욱 강력한 메시지와 통찰은 우리의 삶을 마법과 같이 바꿔놓을 것이다.,1,국내도서-자기계발
18,9788931587012,65564967,수미네 반찬,"15,300원",850원,김수미/여경래/최현석/미카엘 아쉬미노프,성안당,"셰프의 화려한 요리보다 소박한 반찬 하나에 행복을 느끼는 사람들이 늘고 있다. 『수미네 반찬』은 외식 문화의 홍수 속 사라져버린 정성 가득한 엄마의 손맛과 사람들의 집 나간 입맛을 ‘밥상’ 앞으로 되돌리자는 취지로 시작된 전무후무한 ‘반찬’ 전문 요리 예능 프로그램이다. 이에 대한민국의 손맛 명인, ‘밥심’으로 사는 어머니의 대명사 김수미 선생님이 그 맛의 전령사로 나섰다. 중식의 대가 여경래, 셰프테이너 최현석, 불가리아 셰프 미카엘 아쉬미노프는 김수미표 반찬 비결을 배우며 특별한 조력자로 함께하고 있다. 바쁜 생활에 쫓겨 끼니를 거르는 많은 사람들에게 제대로 된 한 끼 밥상은 그 무엇보다도 소중하다. 요즘 요리처럼 세련된 요리법은 아니지만, 계속 먹어도 질리지 않는 맛을 내는 ‘손맛’이야 말로 김수미표 레시피의 가장 중요한 부분이다.",2,국내도서-가정 살림
19,9788954653817,67018988,"걷는 사람, 하정우","13,950원",770원,하정우,문학동네,"배우 하정우의 에세이. 무명 배우 시절부터 천만 배우로 불리는 지금까지, 서울을 걸어서 누비며 출퇴근하고, 기쁠 때도 어려울 때도 골목과 한강 변을 걸으면서 스스로를 다잡은 기억을 생생하게 풀어놓는다. ‘배우로서 지금까지 걸어온 길과 실제로 그가 두 다리로 땅을 디디며 몸과 마음을 달랜 걷기의 노하우와 걷기 아지트, 그리고 걸으면서 느낀 몸과 마음의 변화’에 대한 이야기가 이 책에 모두 담겨 있다. 그가 길 위에서 바라본 노을, 무지개, 하늘, 그의 새벽 걷기 코스의 쉼터이자 카페가 되어주는 한강 편의점, 걸은 후에 그가 직접 조리한 요리 등 그가 모아둔 일상의 단편들이 스냅사진으로 실려 있다.",1,국내도서-에세이
20,9791195522125,30387696,언어의 온도,"12,420원",690원,이기주,말글터,"언어에는 나름의 온도가 있다고 생각하는 저자가 일상에서 발견한 의미 있는 말과 글을 한 권의 책에 담았다. 저자는 단어의 어원과 유래, 그런 언어가 지닌 차가움과 따뜻함을 글감 삼아, 하찮아 보이는 것들의 소중함을 예찬한다. 페이지를 넘길 때마다 문장과 문장에 호흡을 불어넣으며 뜨거운 음식을 먹듯 찬찬히 곱씹어 읽다 보면, 독자 스스로 각자의 ‘언어 온도’를 되짚어볼 수 있을지 모른다.",1,국내도서-에세이
21,9791158510244,22793441,5년 후 나에게 Q&A a day (2020 로즈골드 특별 한정판),"15,120원",840원,포터 스타일/정지현,토네이도,"“나를 위해 한 권, 그를 위해 한 권 선물했다. 그리고 우리의 삶은 아름다워졌다.” _미국 아마존 독자 “이 책은 삶의 가장 빛나는 순간을 찾아가는 타임캡슐이다.” _영국 아마존 독자 아마존 젊은 독자들의 격찬을 받은 ‘가장 선물하고 싶은 책!’ 아름답고 유려한 디자인, 틈날 때마다 손쉽게 꺼내 생각하고 기록할 수 있는 지혜롭고 영감에 찬 질문들, 가방에 쏙 들어가는 휴대성 등이 이 책을 전 세계 수백만 독자의 사랑을 끌어낸 비결이다. 우리 시대 가장 위대한 예술가 앤디 워홀은 이렇게 말했다. “흔히들 시간이 지나면 자연스럽게 모든 것이 변할 것이라고 생각한다. 하지만 우리 자신이 변하지 않으면 아무것도 변하지 않는다.” 이 책은 지금 이 순간을 살아가는 사람들에게 스스로 변화할 수 있는 기회를 제공한다.",1,국내도서-자기계발
22,9788925563350,59070026,"곰돌이 푸, 행복한 일은 매일 있어","10,800원",600원,곰돌이 푸 원작,알에이치코리아(RHK),"나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. 곰돌이 푸의 긍정적인 기운과 '나의 삶은 나의 방식으로 정한다'라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다.",1,국내도서-에세이
23,9788998274931,53802600,봉제인형 살인사건,"13,500원",750원,다니엘 콜/유혜인,북플라자,"영국 아마존 베스트셀러 2016년 런던 도서전 최고의 화제작 영국, 미국, 일본, 독일, 러시아 등 주요 선진국 포함 32개국 번역 출간 영국TV 드라마화 제작 확정 2016년 4월 런던 도서전에서 가장 큰 주목을 받은 소설 『봉제인형 살인사건』은 다니엘 콜의 데뷔작으로서 영국, 미국, 독일, 일본을 포함한 32개국에서 출간되었고, 치열한 경쟁 끝에 『데렐 가족』을 히트시킨 ITV社가 TV판권을 획득했다. 『봉제인형 살인사건』은 생동감 있는 묘사, 입체적인 캐릭터, 치밀하고 절묘한 플롯, 반전의 반전을 거듭하는 긴장감 넘치는 구성으로 첫 문장에서부터 마지막 문장까지 단숨에 읽게 만드는 흡입력을 가지고 있다. 추리스릴러 소설의 대가의 반열에 오른 레이첼 애보트나 M. J. 알리지 같은 작가들도 다니엘 콜의 등단을 새로운 천재 작가의 탄생이라며 치켜세웠다.",1,국내도서-소설/시/희곡
24,9788901223032,60208514,하마터면 열심히 살 뻔했다,"13,500원",750원,하완,웅진지식하우스,"노력이 배신하고, 인생에 사사건건 고나리질하는 현실 열심히 ‘내’ 인생을 살기 위해 더 이상 열심히 살지 않기로 결심했다! 한 남자의 인생을 건 본격 야매 득도 에세이 우리는 태어난 이상 열심히 살아야 한다. 좋은 대학에 가야 하고, 좋은 직장에 가야 하고, 좋은 사람을 만나서 결혼하고 아이를 낳아야 비로소 진정한 어른이 된다. 보험과 저축, 적금, 집, 차 등도 이 나이가 되면 이 정도는 챙겨야 한다. 과연 이런 인생 매뉴얼은 누가, 언제 만들었을까? 이 매뉴얼대로 살지 않는다면 그건 실패한 인생인 걸까? 매뉴얼에 가까워지도록 정말 열심히 살았는데도? 그럼 누구를 원망해야 할까? 누구나 한 번쯤은 이런 원망과 고민에 휩싸일 것이다. 이 책의 저자 역시 참으로 오랜 시간 세상을 원망하고 미래를 고민했다. 그러다 불현듯 깨달음처럼 의문이 찾아왔다. ‘나는 어디를 향해 이렇게 열심히 달리고 있는 걸까?’ 어디를 향해 달려가는지 알 수 없어 멈춰 섰다.",1,국내도서-에세이
25,9788965706908,64340664,초격차,"16,200원",900원,권오현 /김상근,쌤앤파커스,"한국을 넘어 세계를 놀라게 한 경영의 귀재, 삼성전자 권오현 회장의 33년 초격차 조직 경영 전략! 리더, 조직, 전략, 인재라는 4가지 핵심 키워드를 기본으로 기술은 물론 조직, 시스템, 공정, 인재 배치, 문화에 이르기까지. 모든 부문에서 그 누구도 넘볼 수 없는, 격이 다른 최고의 전략들을 밝힌다. 권오현은 1985년 미국 삼성반도체연구소 연구원으로 처음 삼성에 입사해 삼성전자 회장 자리까지 오른 신화적 인물이다. 이 책은 삼성전자의 초격차 전략, 권오현 회장이 조직의 시스템을 만들고 진두지휘하면서 발휘한 리더십의 진면목을 명쾌하게 보여준다. 리더, 조직, 전략, 인재라는 4가지 핵심 키워드를 기본으로 기술은 물론 조직, 시스템, 공정, 인재 배치, 문화에 이르기까지 모든 부문에서 그 누구도 넘볼 수 없는 ‘격(格, level)’을 높이는 최고의 전략들을 밝힌다. 불가능한 것을 가능하게 만드는 집념, 한계를 뛰어넘어 누구도 넘볼 수 없는 ‘격’의 차이",1,국내도서-경제 경영
